size temperature mag energy mag_sus sp_heat
20 2 0.911083 -698.23 0.399951 0.729647 
20 2 0.91078 -697.892 0.379909 0.727925 
20 2 0.911843 -698.711 0.380162 0.717044 
20 2.02 0.904971 -692.695 0.438301 0.739833 
20 2.02 0.903998 -692.099 0.472485 0.766485 
20 2.02 0.904771 -692.606 0.455129 0.764157 
20 2.02 0.905323 -693.072 0.446588 0.748365 
20 2.02 0.904529 -692.644 0.47248 0.78338 
20 2.04 0.896771 -685.891 0.54008 0.805796 
20 2.04 0.896715 -685.956 0.532161 0.805108 
20 2.04 0.897332 -686.518 0.531032 0.809164 
20 2.04 0.896344 -685.607 0.562059 0.804107 
20 2.04 0.897705 -686.524 0.523354 0.785126 
20 2.06 0.888259 -679.179 0.62908 0.855786 
20 2.06 0.888947 -679.713 0.63794 0.86178 
20 2.06 0.888326 -679.393 0.649774 0.861439 
20 2.06 0.889747 -680.208 0.61129 0.829391 
20 2.06 0.888144 -679.187 0.646655 0.852493 
20 2.08 0.878348 -672.182 0.792923 0.879175 
20 2.08 0.879438 -672.364 0.758387 0.891212 
20 2.08 0.878283 -671.666 0.757414 0.907821 
20 2.08 0.878765 -671.99 0.755068 0.891694 
20 2.08 0.879417 -672.316 0.789019 0.924824 
20 2.1 0.868869 -665.068 0.981259 0.961908 
20 2.1 0.868955 -665.29 0.991771 0.973619 
20 2.1 0.86803 -664.437 1.01115 0.991251 
20 2.1 0.869018 -664.972 0.93619 0.942291 
20 2.1 0.868919 -664.794 0.958183 0.978149 
20 2.12 0.856612 -656.58 1.16372 1.01887 
20 2.12 0.857076 -656.939 1.17141 1.02047 
20 2.12 0.856945 -656.944 1.16939 1.00361 
20 2.12 0.856916 -656.87 1.15719 1.00828 
20 2.12 0.857756 -656.904 1.12753 1.0394 
20 2.14 0.843079 -647.831 1.39495 1.07477 
20 2.14 0.845302 -649.486 1.42597 1.09399 
20 2.14 0.843342 -648.095 1.46281 1.09689 
20 2.14 0.842778 -648.287 1.54146 1.11688 
20 2.14 0.841343 -648.371 1.68588 1.12245 
20 2.16 0.827878 -639.596 1.9779 1.17114 
20 2.16 0.827929 -640.098 2.02371 1.19507 
20 2.16 0.827966 -639.462 1.90912 1.17381 
20 2.16 0.828488 -639.237 1.85829 1.14038 
20 2.16 0.82942 -640.103 1.84556 1.16499 
20 2.18 0.809218 -629.273 2.47254 1.28585 
20 2.18 0.811032 -629.724 2.30377 1.2531 
20 2.18 0.81162 -630.247 2.34864 1.21759 
20 2.18 0.809639 -629.571 2.51524 1.27429 
20 2.18 0.809137 -629.156 2.43692 1.26436 
20 2.2 0.787941 -618.278 3.10555 1.35271 
20 2.2 0.789651 -619.369 3.1229 1.31655 
20 2.2 0.790876 -619.536 2.93667 1.31168 
20 2.2 0.789403 -618.799 3.05688 1.32002 
20 2.2 0.790422 -619.975 3.08014 1.36906 
20 2.22 0.769261 -608.933 3.60397 1.3959 
20 2.22 0.767532 -608.454 3.6951 1.41811 
20 2.22 0.765285 -608.427 3.94792 1.43584 
20 2.22 0.768854 -608.711 3.77314 1.42298 
20 2.22 0.765454 -607.798 3.77538 1.41385 
20 2.24 0.736437 -595.46 4.87619 1.52443 
20 2.24 0.738457 -596.006 4.74504 1.52669 
20 2.24 0.739552 -596.149 4.73334 1.50368 
20 2.24 0.739613 -596.386 4.62974 1.50068 
20 2.24 0.7378 -595.839 4.83532 1.48843 
20 2.26 0.707637 -583.394 5.63467 1.58766 
20 2.26 0.708749 -584.039 5.77975 1.58458 
20 2.26 0.708649 -583.79 5.67756 1.59818 
20 2.26 0.708128 -583.673 5.70758 1.58159 
20 2.26 0.706749 -583.486 5.69709 1.61391 
20 2.28 0.674014 -570.112 6.56258 1.64359 
20 2.28 0.676017 -570.971 6.50176 1.64421 
20 2.28 0.67836 -572.007 6.46687 1.60848 
20 2.28 0.674313 -570.266 6.68781 1.68629 
20 2.28 0.676619 -571.6 6.66299 1.62104 
20 2.3 0.636493 -557.8 7.70465 1.68578 
20 2.3 0.638655 -557.607 7.58046 1.68304 
20 2.3 0.64155 -559.066 7.46754 1.6343 
20 2.3 0.64 -558.452 7.55615 1.68415 
20 2.3 0.636998 -557.505 7.61611 1.68272 
20 2.32 0.604416 -545.922 8.16825 1.66494 
20 2.32 0.602898 -544.102 8.19804 1.65944 
20 2.32 0.60319 -544.45 8.14439 1.66673 
20 2.32 0.603114 -545.481 8.22784 1.65521 
20 2.32 0.601363 -544.366 8.26001 1.65725 
20 2.34 0.564554 -531.479 8.81233 1.63221 
20 2.34 0.561628 -530.841 8.61694 1.57321 
20 2.34 0.558618 -529.989 8.91725 1.62926 
20 2.34 0.568667 -532.671 8.59771 1.61456 
20 2.34 0.567408 -532.472 8.68872 1.62635 
20 2.36 0.525184 -518.704 9.00725 1.56715 
20 2.36 0.528951 -519.472 9.03014 1.59391 
20 2.36 0.52741 -519.238 8.84355 1.53793 
20 2.36 0.519646 -516.914 8.93845 1.5641 
20 2.36 0.522783 -517.72 8.94271 1.55766 
20 2.38 0.48552 -505.213 9.17593 1.50656 
20 2.38 0.487296 -506.236 9.05308 1.48247 
20 2.38 0.491831 -506.623 8.78175 1.46172 
20 2.38 0.486586 -505.547 8.93864 1.51057 
20 2.38 0.483336 -505.558 9.18629 1.48919 
20 2.4 0.455738 -495.288 8.75555 1.39677 
20 2.4 0.455486 -495.24 8.84629 1.42023 
20 2.4 0.448876 -494.19 8.97161 1.4118 
20 2.4 0.458161 -496.079 8.70655 1.40405 
20 2.4 0.455786 -495.272 8.78922 1.38746 
20 2.42 0.419965 -483.522 8.44923 1.32182 
20 2.42 0.425289 -484.926 8.41121 1.28566 
20 2.42 0.417783 -483.306 8.47053 1.28234 
20 2.42 0.423809 -484.346 8.67139 1.34397 
20 2.42 0.42267 -483.782 8.57976 1.30298 
20 2.44 0.390586 -472.943 7.98483 1.20839 
20 2.44 0.389945 -473.462 8.06027 1.21883 
20 2.44 0.39453 -474.776 8.00815 1.21344 
20 2.44 0.394793 -473.896 7.95627 1.22054 
20 2.44 0.389939 -473.366 8.14657 1.23312 
20 2.46 0.37019 -465.104 7.53948 1.16808 
20 2.46 0.366914 -464.575 7.44868 1.13332 
20 2.46 0.368262 -464.991 7.64097 1.14733 
20 2.46 0.366552 -465.242 7.68682 1.14787 
20 2.46 0.365987 -464.296 7.47975 1.12656 
20 2.48 0.340637 -454.583 7.05954 1.04729 
20 2.48 0.34105 -454.73 6.99661 1.0901 
20 2.48 0.339291 -455.46 6.88299 1.0249 
20 2.48 0.338608 -455.187 6.87341 1.04764 
20 2.48 0.341247 -455.694 6.9777 1.06787 
20 2.5 0.318138 -448.051 6.46298 0.970318 
20 2.5 0.321756 -447.707 6.46208 0.968717 
20 2.5 0.319223 -447.76 6.60864 1.01442 
20 2.5 0.317079 -446.271 6.40328 0.999775 
20 2.5 0.317488 -446.5 6.44039 0.964528 
20 2.52 0.296804 -438.398 5.90986 0.913587 
20 2.52 0.302065 -439.283 6.04281 0.935837 
20 2.52 0.299656 -438.596 5.99153 0.913085 
20 2.52 0.298385 -439.212 5.90332 0.930749 
20 2.52 0.298087 -439.6 5.9365 0.906071 
20 2.54 0.286337 -431.554 5.53956 0.861966 
20 2.54 0.28005 -429.616 5.34586 0.859072 
20 2.54 0.281672 -431.775 5.45928 0.861924 
20 2.54 0.283945 -431.188 5.43799 0.884567 
20 2.54 0.285542 -433.934 5.5185 0.857372 
20 2.56 0.272434 -425.302 5.15837 0.824965 
20 2.56 0.268577 -424.567 5.21441 0.850482 
20 2.56 0.270072 -425.705 5.05548 0.810487 
20 2.56 0.268504 -424.906 5.05671 0.85258 
20 2.56 0.267981 -425.032 5.00165 0.808437 
20 2.58 0.255855 -418.609 4.6825 0.78024 
20 2.58 0.252585 -418.069 4.64132 0.773354 
20 2.58 0.25562 -418.669 4.60698 0.766342 
20 2.58 0.255596 -419.489 4.59356 0.771527 
20 2.58 0.252965 -418.39 4.64103 0.790387 
20 2.6 0.24312 -412.381 4.28934 0.73109 
20 2.6 0.240551 -411.228 4.1812 0.742074 
20 2.6 0.245529 -412.122 4.30182 0.71741 
20 2.6 0.240368 -411.708 4.21325 0.744848 
20 2.6 0.246729 -413.869 4.44093 0.729707 
20 2.62 0.232607 -407.131 4.00293 0.71115 
20 2.62 0.231313 -406.066 3.99746 0.704714 
20 2.62 0.233623 -408.009 3.98759 0.687477 
20 2.62 0.234876 -406.479 4.04314 0.702628 
20 2.62 0.232743 -407.075 4.05582 0.71001 
20 2.64 0.226999 -402.641 3.74591 0.691636 
20 2.64 0.225942 -402.872 3.77751 0.671003 
20 2.64 0.221992 -401.212 3.64464 0.66428 
20 2.64 0.220979 -401.018 3.7583 0.663511 
20 2.64 0.223122 -402.704 3.72491 0.701174 
20 2.66 0.215545 -396.764 3.48001 0.649532 
20 2.66 0.211766 -396.02 3.42945 0.666631 
20 2.66 0.216742 -396.68 3.48471 0.670853 
20 2.66 0.216022 -396.188 3.47472 0.665139 
20 2.66 0.210984 -394.007 3.4109 0.657333 
20 2.68 0.208532 -391.84 3.25185 0.627451 
20 2.68 0.20794 -391.06 3.2515 0.628068 
20 2.68 0.201792 -389.226 3.11171 0.642148 
20 2.68 0.20657 -391.321 3.21229 0.64064 
20 2.68 0.208398 -391.373 3.25072 0.628049 
20 2.7 0.198849 -385.992 2.99946 0.590906 
20 2.7 0.201409 -386.568 3.02966 0.6053 
20 2.7 0.199948 -387.617 3.01762 0.61652 
20 2.7 0.197608 -384.929 2.93855 0.578588 
20 2.7 0.200013 -385.584 2.95932 0.606878 
20 2.72 0.191602 -380.876 2.79058 0.578183 
20 2.72 0.194192 -380.003 2.84382 0.595091 
20 2.72 0.191915 -382.684 2.78044 0.585134 
20 2.72 0.1956 -382.477 2.89712 0.592731 
20 2.72 0.192607 -381.19 2.8153 0.570612 
20 2.74 0.189112 -377.432 2.72448 0.566367 
20 2.74 0.189972 -378.576 2.71204 0.572205 
20 2.74 0.188256 -376.887 2.67386 0.596554 
20 2.74 0.188176 -375.773 2.63699 0.544116 
20 2.74 0.189685 -378.242 2.61926 0.529099 
20 2.76 0.183868 -372.273 2.53217 0.550424 
20 2.76 0.180898 -372.745 2.47581 0.529893 
20 2.76 0.184034 -373.671 2.58864 0.560054 
20 2.76 0.182983 -374.6 2.56546 0.550112 
20 2.76 0.181831 -372.651 2.56664 0.562301 
20 2.78 0.176438 -368.148 2.32283 0.527738 
20 2.78 0.17725 -369.574 2.31817 0.522742 
20 2.78 0.174746 -367.119 2.34492 0.531043 
20 2.78 0.1739 -367.432 2.31021 0.53876 
20 2.78 0.174603 -367.923 2.30347 0.513629 
20 2.8 0.172121 -362.403 2.20814 0.503336 
20 2.8 0.170558 -363.019 2.22976 0.5133 
20 2.8 0.16987 -363.15 2.18913 0.493668 
20 2.8 0.169743 -363.032 2.17028 0.502873 
20 2.8 0.169072 -364.04 2.15089 0.507259 
20 2.82 0.164943 -360.091 2.07825 0.490262 
20 2.82 0.165671 -358.78 2.02135 0.51354 
20 2.82 0.166198 -356.375 2.06457 0.525714 
20 2.82 0.168291 -359.442 2.07991 0.504735 
20 2.82 0.165292 -358.112 2.03488 0.461687 
20 2.84 0.159804 -355.048 1.92825 0.484373 
20 2.84 0.163589 -356.09 2.06506 0.49995 
20 2.84 0.162009 -356.626 1.99024 0.50663 
20 2.84 0.162077 -357.221 2.00356 0.471392 
20 2.84 0.159867 -354.634 1.92717 0.491458 
20 2.86 0.156251 -349.817 1.84587 0.489836 
20 2.86 0.15759 -353.11 1.87846 0.456549 
20 2.86 0.158331 -351.519 1.85357 0.486389 
20 2.86 0.160328 -351.031 1.91468 0.49909 
20 2.86 0.159898 -353.61 1.90454 0.463073 
20 2.88 0.152881 -348.45 1.78335 0.450193 
20 2.88 0.154802 -347.626 1.81924 0.485325 
20 2.88 0.153071 -348.398 1.75911 0.467537 
20 2.88 0.152111 -347.316 1.7247 0.46009 
20 2.88 0.156212 -349.208 1.86632 0.496112 
20 2.9 0.147521 -342.887 1.67945 0.463628 
20 2.9 0.151875 -345.506 1.70309 0.431403 
20 2.9 0.151382 -344.604 1.67927 0.441532 
20 2.9 0.150075 -344.168 1.69591 0.444176 
20 2.9 0.152418 -344.914 1.69555 0.431277 
20 2.92 0.147769 -340.295 1.60184 0.44128 
20 2.92 0.147169 -339.751 1.59875 0.437108 
20 2.92 0.149859 -341.831 1.68877 0.461926 
20 2.92 0.148386 -340.779 1.60741 0.436679 
20 2.92 0.149115 -341.363 1.67199 0.446712 
20 2.94 0.142639 -336.908 1.50884 0.407603 
20 2.94 0.14405 -336.423 1.50245 0.423693 
20 2.94 0.146319 -335.897 1.59329 0.423783 
20 2.94 0.145916 -338.216 1.52951 0.434376 
20 2.94 0.144866 -335.656 1.51925 0.424003 
20 2.96 0.141323 -333.381 1.46843 0.426338 
20 2.96 0.140014 -334.501 1.43806 0.419022 
20 2.96 0.142964 -333.66 1.52508 0.404722 
20 2.96 0.142106 -335.445 1.47789 0.432572 
20 2.96 0.141599 -332.447 1.4969 0.40945 
20 2.98 0.138303 -331.448 1.39758 0.399012 
20 2.98 0.139082 -329.581 1.43274 0.410322 
20 2.98 0.139267 -328.181 1.39202 0.418315 
20 2.98 0.138471 -329.385 1.39733 0.424556 
20 2.98 0.141325 -330.826 1.46688 0.415738 
20 3 0.134828 -326.33 1.32736 0.3973 
20 3 0.137914 -326.982 1.39211 0.407167 
20 3 0.137628 -326.982 1.40134 0.400343 
20 3 0.139184 -327.95 1.41651 0.434255 
20 3 0.137359 -325.09 1.33972 0.376631 
30 1.5 0.986529 -1756.1 0.0268678 0.196654 
30 1.5 0.986527 -1756.07 0.0259622 0.190823 
30 1.5 0.986421 -1755.73 0.0267165 0.19578 
30 1.5 0.98648 -1755.99 0.0279104 0.201789 
30 1.5 0.986618 -1756.33 0.0263124 0.193861 
30 1.52 0.985266 -1752.24 0.0297417 0.20971 
30 1.52 0.985391 -1752.7 0.0290992 0.203778 
30 1.52 0.985253 -1752.1 0.0301173 0.214241 
30 1.52 0.9852 -1752.1 0.0307606 0.214896 
30 1.52 0.985209 -1752.03 0.0297149 0.210899 
30 1.54 0.98412 -1748.83 0.0329395 0.221562 
30 1.54 0.984098 -1748.6 0.0325585 0.222679 
30 1.54 0.983994 -1748.47 0.0333348 0.223501 
30 1.54 0.983956 -1748.37 0.0336593 0.226165 
30 1.54 0.984064 -1748.48 0.0313144 0.217667 
30 1.56 0.982684 -1744.4 0.0352795 0.23332 
30 1.56 0.982545 -1744.06 0.0368188 0.239865 
30 1.56 0.982745 -1744.67 0.0353616 0.230585 
30 1.56 0.982521 -1744.13 0.0364215 0.234374 
30 1.56 0.982509 -1743.97 0.0358548 0.234836 
30 1.58 0.981106 -1739.74 0.0392264 0.246948 
30 1.58 0.98118 -1740.02 0.0389076 0.242818 
30 1.58 0.981017 -1739.58 0.040917 0.256406 
30 1.58 0.981124 -1739.85 0.0402564 0.250674 
30 1.58 0.981358 -1740.44 0.0384672 0.243842 
30 1.6 0.979748 -1735.76 0.0431235 0.262492 
30 1.6 0.979667 -1735.64 0.0442432 0.268372 
30 1.6 0.979597 -1735.34 0.0435853 0.265682 
30 1.6 0.979739 -1735.72 0.0432719 0.266789 
30 1.6 0.979478 -1735.04 0.043394 0.258564 
30 1.62 0.977988 -1730.74 0.0463891 0.274893 
30 1.62 0.977869 -1730.46 0.0484823 0.279024 
30 1.62 0.97776 -1730.05 0.046881 0.271253 
30 1.62 0.977844 -1730.3 0.0492996 0.28225 
30 1.62 0.97805 -1730.94 0.0474738 0.27562 
30 1.64 0.976497 -1726.28 0.050479 0.28724 
30 1.64 0.976224 -1725.55 0.0506934 0.28439 
30 1.64 0.976144 -1725.39 0.0512284 0.288161 
30 1.64 0.976153 -1725.42 0.0524367 0.291524 
30 1.64 0.976224 -1725.45 0.0510964 0.289976 
30 1.66 0.974147 -1719.84 0.0588805 0.316127 
30 1.66 0.974262 -1720.11 0.0586621 0.310712 
30 1.66 0.974104 -1719.65 0.0588314 0.314181 
30 1.66 0.97433 -1720.1 0.0555849 0.304911 
30 1.66 0.97419 -1719.87 0.0574771 0.30723 
30 1.68 0.972344 -1714.6 0.0616767 0.322541 
30 1.68 0.972566 -1715.02 0.0611283 0.324816 
30 1.68 0.972203 -1714.1 0.0625617 0.324396 
30 1.68 0.972104 -1714.05 0.0624867 0.323465 
30 1.68 0.972255 -1714.29 0.0627714 0.325646 
30 1.7 0.969876 -1707.88 0.0703767 0.347749 
30 1.7 0.9698 -1707.49 0.0685779 0.342525 
30 1.7 0.970104 -1708.48 0.0695942 0.340594 
30 1.7 0.970228 -1708.66 0.0686799 0.345981 
30 1.7 0.969964 -1708.07 0.0698006 0.343606 
30 1.72 0.967688 -1701.9 0.0770878 0.362847 
30 1.72 0.967774 -1702.17 0.0768258 0.361681 
30 1.72 0.967716 -1701.75 0.0764605 0.363567 
30 1.72 0.96787 -1702.22 0.0752581 0.353024 
30 1.72 0.967773 -1701.89 0.0738579 0.351854 
30 1.74 0.965295 -1695.61 0.0860012 0.377187 
30 1.74 0.965133 -1694.94 0.0839216 0.379525 
30 1.74 0.965393 -1695.67 0.0833749 0.375497 
30 1.74 0.965151 -1695.07 0.0856013 0.384286 
30 1.74 0.96531 -1695.3 0.0833517 0.375823 
30 1.76 0.962629 -1688.31 0.0924198 0.388383 
30 1.76 0.962657 -1688.46 0.0926783 0.396634 
30 1.76 0.962651 -1688.25 0.0894418 0.391239 
30 1.76 0.96278 -1688.69 0.092886 0.397952 
30 1.76 0.962708 -1688.54 0.0946505 0.401384 
30 1.78 0.959625 -1680.47 0.104416 0.42483 
30 1.78 0.959866 -1681.18 0.101058 0.406859 
30 1.78 0.960009 -1681.54 0.102678 0.421252 
30 1.78 0.959814 -1680.87 0.101931 0.416674 
30 1.78 0.959674 -1680.59 0.102899 0.424617 
30 1.8 0.95677 -1673.25 0.115108 0.44056 
30 1.8 0.95665 -1672.9 0.116646 0.443488 
30 1.8 0.956791 -1673.04 0.11204 0.435351 
30 1.8 0.956857 -1673.33 0.112131 0.438666 
30 1.8 0.956706 -1673.03 0.115359 0.440259 
30 1.82 0.9536 -1665.32 0.129017 0.470566 
30 1.82 0.953672 -1665.15 0.119582 0.441265 
30 1.82 0.953769 -1665.42 0.126861 0.458708 
30 1.82 0.953502 -1665.09 0.129884 0.463594 
30 1.82 0.95365 -1665.2 0.120685 0.448816 
30 1.84 0.950181 -1656.58 0.139688 0.479147 
30 1.84 0.950132 -1656.77 0.144962 0.486339 
30 1.84 0.950356 -1657.14 0.138417 0.483318 
30 1.84 0.950433 -1657.24 0.138614 0.483887 
30 1.84 0.950283 -1657.07 0.139429 0.484545 
30 1.86 0.946085 -1646.87 0.155938 0.504486 
30 1.86 0.946299 -1647.43 0.158966 0.515031 
30 1.86 0.946602 -1648.02 0.163889 0.52215 
30 1.86 0.9468 -1648.09 0.153015 0.513167 
30 1.86 0.946671 -1648.14 0.154803 0.503217 
30 1.88 0.942548 -1638.44 0.175225 0.534176 
30 1.88 0.942503 -1638.22 0.178089 0.531807 
30 1.88 0.942653 -1638.48 0.173669 0.534438 
30 1.88 0.942374 -1638.33 0.187383 0.545552 
30 1.88 0.942685 -1638.64 0.177285 0.537023 
30 1.9 0.938336 -1628.76 0.208123 0.580546 
30 1.9 0.93825 -1628.31 0.202098 0.578902 
30 1.9 0.938039 -1627.95 0.199637 0.56771 
30 1.9 0.938318 -1628.61 0.201904 0.5713 
30 1.9 0.938306 -1628.4 0.195342 0.55985 
30 1.92 0.933206 -1617.02 0.225411 0.596424 
30 1.92 0.933972 -1618.4 0.218378 0.58833 
30 1.92 0.933658 -1618.11 0.222786 0.597788 
30 1.92 0.934035 -1618.53 0.215881 0.586059 
30 1.92 0.934021 -1619.04 0.22239 0.588332 
30 1.94 0.928733 -1606.89 0.251141 0.625838 
30 1.94 0.929005 -1607.58 0.252811 0.621645 
30 1.94 0.928889 -1607.51 0.256467 0.624464 
30 1.94 0.928593 -1607.08 0.255309 0.63254 
30 1.94 0.928479 -1606.88 0.26388 0.627843 
30 1.96 0.923513 -1595.62 0.278426 0.641583 
30 1.96 0.923566 -1596.39 0.288341 0.652027 
30 1.96 0.923647 -1596.31 0.286038 0.657244 
30 1.96 0.923621 -1596.1 0.283352 0.655138 
30 1.96 0.923005 -1594.86 0.300016 0.67094 
30 1.98 0.917335 -1583.41 0.339135 0.68612 
30 1.98 0.917992 -1583.84 0.316439 0.673881 
30 1.98 0.917269 -1583.3 0.339621 0.695738 
30 1.98 0.917612 -1583.53 0.321689 0.671128 
30 1.98 0.917793 -1584 0.331131 0.68699 
30 2 0.91161 -1571.71 0.385262 0.713076 
30 2 0.911649 -1571.47 0.378369 0.732224 
30 2 0.911225 -1570.75 0.384195 0.721297 
30 2 0.911584 -1571.41 0.383802 0.723139 
30 2 0.911616 -1571.28 0.376264 0.725017 
30 2.02 0.904317 -1557.14 0.450101 0.776556 
30 2.02 0.904358 -1557.46 0.451953 0.76586 
30 2.02 0.904376 -1557.58 0.43819 0.761759 
30 2.02 0.904665 -1558.4 0.442593 0.754524 
30 2.02 0.90397 -1557.03 0.440609 0.746361 
30 2.04 0.897042 -1543.84 0.527814 0.820164 
30 2.04 0.896803 -1543.08 0.510014 0.807747 
30 2.04 0.896475 -1543.43 0.538841 0.801633 
30 2.04 0.897076 -1543.86 0.515519 0.80621 
30 2.04 0.896565 -1543.32 0.545684 0.818872 
30 2.06 0.889211 -1529.52 0.613725 0.845887 
30 2.06 0.888918 -1529 0.64995 0.841488 
30 2.06 0.888639 -1528.72 0.636512 0.852262 
30 2.06 0.888642 -1528.34 0.624675 0.856639 
30 2.06 0.888404 -1528.49 0.644225 0.858433 
30 2.08 0.878725 -1512.28 0.82635 0.918862 
30 2.08 0.879561 -1513.07 0.7533 0.912575 
30 2.08 0.879117 -1513.08 0.798263 0.902676 
30 2.08 0.879929 -1513.13 0.750114 0.907286 
30 2.08 0.878834 -1512.1 0.784188 0.909907 
30 2.1 0.869626 -1497.61 0.965784 0.969239 
30 2.1 0.869468 -1496.78 0.953995 0.971011 
30 2.1 0.868988 -1495.85 0.939265 0.966193 
30 2.1 0.867694 -1494.58 0.999783 0.966667 
30 2.1 0.86874 -1495.49 0.958857 0.969095 
30 2.12 0.857226 -1478.52 1.235 1.03014 
30 2.12 0.857071 -1478.53 1.2197 1.03572 
30 2.12 0.856037 -1477.77 1.31794 1.03734 
30 2.12 0.856892 -1477.96 1.18336 1.03812 
30 2.12 0.856997 -1478.14 1.20647 1.02783 
30 2.14 0.844835 -1460.77 1.54947 1.11899 
30 2.14 0.843301 -1458.99 1.60246 1.12597 
30 2.14 0.842568 -1457.35 1.60689 1.13516 
30 2.14 0.843082 -1459.16 1.70404 1.10594 
30 2.14 0.84249 -1458.33 1.64504 1.12032 
30 2.16 0.827314 -1438.67 2.19014 1.21196 
30 2.16 0.827451 -1438.09 2.13854 1.1492 
30 2.16 0.828114 -1438.7 2.05317 1.15076 
30 2.16 0.826106 -1437.69 2.12106 1.20656 
30 2.16 0.827519 -1438.53 2.12337 1.19597 
30 2.18 0.807635 -1415.43 3.09076 1.2907 
30 2.18 0.806879 -1416.03 3.11468 1.2864 
30 2.18 0.808004 -1415.61 3.01661 1.31439 
30 2.18 0.808625 -1416.45 3.01879 1.27332 
30 2.18 0.809366 -1416.83 3.04657 1.26765 
30 2.2 0.784744 -1391.02 4.15306 1.37926 
30 2.2 0.785701 -1391.19 4.02791 1.39838 
30 2.2 0.785595 -1391.87 4.08864 1.37694 
30 2.2 0.782865 -1390.43 4.48108 1.43175 
30 2.2 0.784462 -1391.45 4.25711 1.37828 
30 2.22 0.755431 -1364.13 6.07577 1.55798 
30 2.22 0.757266 -1365.65 5.95074 1.51643 
30 2.22 0.75567 -1365.15 6.22539 1.53123 
30 2.22 0.755121 -1364.35 6.32711 1.56573 
30 2.22 0.75704 -1365.09 5.90308 1.50286 
30 2.24 0.722117 -1337.29 8.42775 1.67555 
30 2.24 0.724143 -1337.19 7.89873 1.65569 
30 2.24 0.722618 -1337.68 8.39991 1.61249 
30 2.24 0.72194 -1336.26 8.31144 1.68488 
30 2.24 0.722008 -1338.1 8.6597 1.7139 
30 2.26 0.681922 -1307.05 11.0428 1.76969 
30 2.26 0.68114 -1307.15 11.3177 1.75481 
30 2.26 0.681963 -1306.67 10.7898 1.78553 
30 2.26 0.681809 -1306.7 10.8277 1.74754 
30 2.26 0.682359 -1306.93 10.8578 1.79148 
30 2.28 0.632322 -1274.22 13.9266 1.82743 
30 2.28 0.636107 -1274.38 13.5202 1.8247 
30 2.28 0.631948 -1273.13 14.0829 1.87679 
30 2.28 0.633502 -1273.71 14.0768 1.83839 
30 2.28 0.626635 -1271.45 14.8798 1.86372 
30 2.3 0.579549 -1239.4 16.1827 1.89103 
30 2.3 0.578094 -1240.21 16.5084 1.87271 
30 2.3 0.577484 -1239.72 16.8527 1.90982 
30 2.3 0.580112 -1239.56 16.3857 1.88812 
30 2.3 0.578952 -1241.67 16.7141 1.86553 
30 2.32 0.520332 -1206.08 17.909 1.77277 
30 2.32 0.524708 -1208.32 18.4018 1.85645 
30 2.32 0.521434 -1206.77 18.1157 1.81505 
30 2.32 0.522416 -1207.26 18.2949 1.79818 
30 2.32 0.522432 -1207.22 18.0129 1.77285 
30 2.34 0.467821 -1174.93 18.3595 1.71538 
30 2.34 0.469958 -1176.23 18.1703 1.74988 
30 2.34 0.470895 -1175.35 18.2286 1.70825 
30 2.34 0.46764 -1174.42 18.4708 1.68753 
30 2.34 0.467706 -1175.31 18.4296 1.70695 
30 2.36 0.413478 -1143.4 17.8796 1.59839 
30 2.36 0.41371 -1144.29 17.9054 1.54121 
30 2.36 0.412848 -1143.53 18.0446 1.53361 
30 2.36 0.418153 -1145.67 17.8529 1.61365 
30 2.36 0.419644 -1146.64 17.7689 1.5904 
30 2.38 0.374478 -1118.26 16.6165 1.46607 
30 2.38 0.373982 -1119.31 16.5249 1.44159 
30 2.38 0.377671 -1118.93 16.3569 1.42528 
30 2.38 0.371376 -1119 16.5628 1.4031 
30 2.38 0.372141 -1116.99 16.8385 1.48774 
30 2.4 0.330962 -1093.68 14.9209 1.28122 
30 2.4 0.334161 -1091.36 14.664 1.31374 
30 2.4 0.334312 -1094.08 14.9254 1.31117 
30 2.4 0.333615 -1093.38 14.8742 1.28687 
30 2.4 0.3316 -1092.39 15.0832 1.31038 
30 2.42 0.30252 -1069.57 13.4998 1.18385 
30 2.42 0.294663 -1068.78 13.1142 1.17069 
30 2.42 0.298808 -1070.82 13.3081 1.21767 
30 2.42 0.303955 -1071.62 13.4549 1.17201 
30 2.42 0.303434 -1069.81 13.4319 1.18268 
30 2.44 0.27066 -1049.88 11.8282 1.07929 
30 2.44 0.27129 -1051.45 11.6227 1.0564 
30 2.44 0.271934 -1049.9 11.5682 1.10366 
30 2.44 0.272248 -1050.36 11.6518 1.09249 
30 2.44 0.273426 -1050.5 11.999 1.09461 
30 2.46 0.247882 -1030.86 10.3226 1.01498 
30 2.46 0.252892 -1032.65 10.4109 1.01854 
30 2.46 0.2514 -1031.68 10.3531 1.0119 
30 2.46 0.248153 -1029.32 10.1373 1.00804 
30 2.46 0.246793 -1030.28 10.2195 0.961093 
30 2.48 0.233959 -1015.59 9.21885 0.955733 
30 2.48 0.231793 -1012.86 9.04266 0.948304 
30 2.48 0.232135 -1014.31 9.2564 0.956015 
30 2.48 0.233101 -1014.67 9.05472 0.966109 
30 2.48 0.230247 -1012.98 9.06663 0.927146 
30 2.5 0.216991 -997.604 8.19799 0.926024 
30 2.5 0.218194 -998.592 8.32635 0.889552 
30 2.5 0.213922 -998.83 8.051 0.87419 
30 2.5 0.211934 -994.592 7.88149 0.872261 
