size temperature m m^2 m^4 mag_sus
16 2 0.911818 0.83435 0.704725 0.376007 
16 2 0.911684 0.834082 0.704296 0.372942 
16 2 0.911591 0.834176 0.70462 0.406627 
16 2 0.911887 0.834491 0.704918 0.378114 
16 2 0.91107 0.833106 0.702783 0.391454 
16 2.001 0.911111 0.833232 0.703131 0.397788 
16 2.001 0.911579 0.833864 0.703828 0.369512 
16 2.001 0.910827 0.832644 0.702002 0.388659 
16 2.001 0.91083 0.832877 0.702741 0.41765 
16 2.001 0.91107 0.833092 0.702725 0.389514 
16 2.002 0.910311 0.831905 0.701241 0.414187 
16 2.002 0.910638 0.832401 0.701814 0.401389 
16 2.002 0.910719 0.832446 0.701655 0.388423 
16 2.002 0.910473 0.832078 0.701331 0.3986 
16 2.002 0.910735 0.832406 0.701642 0.379456 
16 2.003 0.910301 0.831905 0.701277 0.416385 
16 2.003 0.909843 0.831049 0.699787 0.413411 
16 2.003 0.910763 0.832569 0.702105 0.393795 
16 2.003 0.911142 0.833302 0.703161 0.39905 
16 2.003 0.909348 0.829954 0.697698 0.388512 
16 2.004 0.909547 0.830413 0.698592 0.400776 
16 2.004 0.909952 0.831229 0.700106 0.410848 
16 2.004 0.909389 0.830271 0.698739 0.419319 
16 2.004 0.909655 0.830587 0.6988 0.397958 
16 2.004 0.910047 0.831379 0.700188 0.408001 
16 2.005 0.909006 0.829528 0.697292 0.413098 
16 2.005 0.909816 0.830918 0.699481 0.40246 
16 2.005 0.908669 0.829007 0.696647 0.424996 
16 2.005 0.909942 0.831095 0.699709 0.395781 
16 2.005 0.91022 0.831723 0.700775 0.411624 
16 2.006 0.908854 0.829286 0.696993 0.417393 
16 2.006 0.90959 0.83041 0.698351 0.390084 
16 2.006 0.909606 0.830485 0.698649 0.39585 
16 2.006 0.909037 0.829423 0.696737 0.392468 
16 2.006 0.908323 0.828183 0.694979 0.399668 
16 2.007 0.909009 0.829573 0.697384 0.417679 
16 2.007 0.90893 0.829388 0.697059 0.412577 
16 2.007 0.908527 0.828565 0.695645 0.401081 
16 2.007 0.909352 0.830188 0.69832 0.416774 
16 2.007 0.908499 0.828813 0.696305 0.439098 
16 2.008 0.908527 0.828531 0.69549 0.396563 
16 2.008 0.909029 0.829543 0.697313 0.409124 
16 2.008 0.908279 0.828241 0.695349 0.417003 
16 2.008 0.90883 0.829032 0.69624 0.390139 
16 2.008 0.907529 0.827166 0.693908 0.453516 
16 2.009 0.908741 0.829123 0.696598 0.422247 
16 2.009 0.90954 0.830492 0.698882 0.41147 
16 2.009 0.909155 0.829694 0.697487 0.399042 
16 2.009 0.906388 0.825338 0.691354 0.483972 
16 2.009 0.909084 0.82974 0.697599 0.421462 
16 2.01 0.907834 0.827478 0.694175 0.422225 
16 2.01 0.907191 0.826598 0.693119 0.458765 
16 2.01 0.908072 0.827694 0.69413 0.394702 
16 2.01 0.908103 0.828025 0.695106 0.429682 
16 2.01 0.908842 0.829161 0.696583 0.403357 
16 2.011 0.907068 0.826198 0.692275 0.436137 
16 2.011 0.908147 0.827934 0.694632 0.407756 
16 2.011 0.907199 0.826309 0.69219 0.419901 
16 2.011 0.907636 0.827184 0.693762 0.430449 
16 2.011 0.907706 0.827116 0.693373 0.405467 
16 2.012 0.907252 0.826436 0.692469 0.423574 
16 2.012 0.90811 0.827866 0.694519 0.407353 
16 2.012 0.906798 0.825416 0.690525 0.398607 
16 2.012 0.907043 0.826201 0.692345 0.442012 
16 2.012 0.906911 0.825759 0.691177 0.416219 
16 2.013 0.907273 0.826523 0.692585 0.429786 
16 2.013 0.905894 0.824221 0.689261 0.455012 
16 2.013 0.907347 0.826593 0.692582 0.421506 
16 2.013 0.907352 0.826368 0.691953 0.391663 
16 2.013 0.906791 0.825726 0.691471 0.439573 
16 2.014 0.906395 0.825118 0.690565 0.453276 
16 2.014 0.906635 0.825484 0.691044 0.444457 
