J: 3.57825 1.11248 0 0 
nth temperature m m2 m4 ms e sp_h 
1 1.265 0.99879 0.997612 0.995345 0.00237912 -219.45 0.0358999 
1 1.265 0.998814 0.997659 0.995439 0.00235205 -219.462 0.0348658 
1 1.27 0.998792 0.997615 0.995349 0.00231659 -219.448 0.03481 
1 1.27 0.9988 0.99763 0.995374 0.00221732 -219.455 0.0337444 
1 1.275 0.998652 0.997339 0.994815 0.00261827 -219.391 0.0385353 
1 1.275 0.998654 0.997343 0.99482 0.0025779 -219.396 0.0376631 
1 1.28 0.998634 0.997304 0.994749 0.0026886 -219.382 0.0392762 
1 1.28 0.998722 0.997476 0.995078 0.00240677 -219.415 0.0360898 
1 1.285 0.998722 0.997478 0.995089 0.0025406 -219.423 0.0357203 
1 1.285 0.998612 0.99726 0.994657 0.00261428 -219.371 0.0381271 
1 1.29 0.998472 0.996984 0.994122 0.00290738 -219.31 0.0419147 
1 1.29 0.998534 0.997105 0.994356 0.00272642 -219.336 0.040601 
1 1.295 0.998614 0.997264 0.994666 0.00260996 -219.37 0.0383542 
1 1.295 0.998532 0.997101 0.994346 0.00269382 -219.328 0.0398779 
1 1.3 0.998484 0.997006 0.994158 0.00272167 -219.304 0.0413054 
1 1.3 0.998512 0.997063 0.994275 0.00280199 -219.328 0.0399819 
1 1.305 0.998408 0.996858 0.993876 0.00299353 -219.284 0.0423062 
1 1.305 0.99835 0.996742 0.993644 0.00297605 -219.248 0.0441786 
1 1.31 0.998302 0.996652 0.99349 0.0034593 -219.24 0.0468441 
1 1.31 0.998328 0.996701 0.993577 0.00323698 -219.249 0.0451309 
1 1.315 0.998356 0.996755 0.993678 0.00307964 -219.258 0.044276 
1 1.315 0.99847 0.99698 0.994117 0.00289119 -219.308 0.0416103 
1 1.32 0.998282 0.99661 0.993396 0.00324004 -219.224 0.0451841 
1 1.32 0.998372 0.996787 0.993742 0.003078 -219.259 0.0445882 
1 1.325 0.998048 0.996153 0.992524 0.00400526 -219.141 0.0511912 
1 1.325 0.9983 0.996645 0.993464 0.00317509 -219.236 0.0440854 
1 1.33 0.998192 0.996433 0.993055 0.00343542 -219.187 0.0478816 
1 1.33 0.998098 0.996247 0.992693 0.00358665 -219.147 0.0494683 
