size temperature err_m err_ms
48 2.387 0.00369688 0.611333
48 2.388 0.00366084 0.641071
48 2.389 0.0037608 0.612852
48 2.39 0.00407112 0.645297
48 2.391 0.00347602 0.552243
48 2.392 0.00361321 0.601934
48 2.393 0.00437411 0.647088
48 2.394 0.00351781 0.563037
48 2.395 0.00341119 0.590688
48 2.396 0.00380425 0.516614
48 2.397 0.00365603 0.570078
48 2.398 0.00387197 0.609551
48 2.399 0.0032529 0.565847
48 2.4 0.00405338 0.53773
48 2.401 0.00391976 0.668948
48 2.402 0.00417028 0.802327
48 2.403 0.00350861 0.553029
48 2.404 0.00374397 0.555434
48 2.405 0.00382916 0.577753
48 2.406 0.00326142 0.584862
48 2.407 0.00392613 0.593975
48 2.408 0.00356258 0.548626
48 2.409 0.00319708 0.466128
48 2.41 0.00368088 0.548436
48 2.411 0.00364335 0.510135
48 2.412 0.00324257 0.480694
48 2.413 0.00449436 0.673509
48 2.414 0.00339269 0.449392
48 2.415 0.00387493 0.517136
48 2.416 0.00331677 0.481922
48 2.417 0.00352949 0.550164
48 2.418 0.00373669 0.54842
48 2.419 0.00453866 0.737041
48 2.42 0.00354913 0.491795
48 2.421 0.00368174 0.507589
48 2.422 0.00313153 0.42972
48 2.423 0.00325362 0.461582
48 2.424 0.00328981 0.474
48 2.425 0.00428033 0.622471
48 2.426 0.00371491 0.488132
48 2.427 0.00319331 0.471122
48 2.428 0.0032382 0.452015
48 2.429 0.00376866 0.494549
48 2.43 0.00314774 0.467608
48 2.431 0.00294229 0.409282
48 2.432 0.00316158 0.454922
48 2.433 0.00394885 0.475815
48 2.434 0.00311274 0.415681
48 2.435 0.00293031 0.425101
48 2.436 0.00295832 0.421586
48 2.437 0.00303056 0.383466
48 2.438 0.00304245 0.425404
48 2.439 0.0030394 0.442608
48 2.44 0.00341169 0.420483
48 2.441 0.00292146 0.379635
48 2.442 0.00289619 0.410788
48 2.443 0.00319514 0.418356
48 2.444 0.00307268 0.428029
48 2.445 0.00266715 0.434805
48 2.446 0.00307864 0.422792
48 2.447 0.0027598 0.397581
48 2.448 0.00325427 0.397162
48 2.449 0.00299759 0.415464
48 2.45 0.00326557 0.375492
48 2.451 0.00311267 0.439478
48 2.452 0.00292614 0.417218
48 2.453 0.003074 0.406781
48 2.454 0.00294623 0.391401
48 2.455 0.00291014 0.352508
48 2.456 0.00291348 0.444687
48 2.457 0.00308621 0.440734
48 2.458 0.00303271 0.40734
48 2.459 0.00275974 0.38347
48 2.46 0.0036155 0.475329
48 2.461 0.00283711 0.404909
48 2.462 0.00332179 0.394409
48 2.463 0.00302257 0.405136
48 2.464 0.00337006 0.350752
48 2.465 0.00297343 0.44536
48 2.466 0.00295523 0.435112
48 2.467 0.00350712 0.440035
48 2.468 0.0027356 0.388758
48 2.469 0.00274553 0.351736
