size temperature m mag_sus 
32 2.364 0.38828 19.582 
32 2.364 0.391332 19.7864 
32 2.365 0.384685 19.3014 
32 2.365 0.389331 19.2218 
32 2.365 0.389594 19.3419 
32 2.365 0.385862 19.1842 
32 2.365 0.391369 19.267 
32 2.366 0.381525 19.01 
32 2.366 0.386907 19.2223 
32 2.366 0.384765 19.1474 
32 2.366 0.383047 19.1789 
32 2.366 0.383497 18.909 
32 2.367 0.387288 19.0501 
32 2.367 0.382301 18.9522 
32 2.367 0.383877 18.9337 
32 2.367 0.380221 19.3885 
32 2.367 0.383386 19.4023 
32 2.368 0.380089 18.7554 
32 2.368 0.381221 18.7473 
32 2.368 0.380278 19.0795 
32 2.368 0.380467 19.0581 
32 2.368 0.376186 19.0666 
32 2.369 0.380419 18.9805 
32 2.369 0.376323 18.8517 
32 2.369 0.378888 19.0915 
32 2.369 0.374371 18.833 
32 2.369 0.378801 19.1593 
32 2.37 0.375332 19.0294 
32 2.37 0.376354 18.6134 
32 2.37 0.377328 18.9222 
32 2.37 0.377156 18.364 
32 2.37 0.375759 18.8596 
32 2.371 0.367433 18.2427 
32 2.371 0.375369 18.3803 
32 2.371 0.371015 18.7231 
32 2.371 0.375128 18.9096 
32 2.371 0.373971 18.9147 
32 2.372 0.370617 18.7542 
32 2.372 0.368261 18.6872 
32 2.372 0.371556 18.6641 
32 2.372 0.370138 18.7677 
32 2.372 0.374475 18.7556 
32 2.373 0.365997 18.5473 
32 2.373 0.366388 18.413 
32 2.373 0.367439 18.5787 
32 2.373 0.362959 18.1784 
32 2.373 0.370884 18.7659 
32 2.374 0.36513 18.4682 
32 2.374 0.36103 18.543 
32 2.374 0.362654 18.4268 
32 2.374 0.366723 18.6449 
32 2.374 0.366624 18.7345 
32 2.375 0.362424 18.5426 
32 2.375 0.36184 18.5401 
32 2.375 0.36239 18.294 
32 2.375 0.360123 18.5421 
32 2.375 0.362313 18.459 
32 2.376 0.358921 18.4662 
32 2.376 0.360346 18.3918 
32 2.376 0.360759 18.3915 
32 2.376 0.358921 18.2782 
32 2.376 0.364329 18.3681 
32 2.377 0.361817 18.2326 
32 2.377 0.35892 18.1684 
32 2.377 0.356642 18.8392 
32 2.377 0.363873 18.0581 
32 2.377 0.356876 18.141 
32 2.378 0.354622 18.2796 
32 2.378 0.358199 18.5259 
32 2.378 0.354096 18.0555 
32 2.378 0.35871 18.1467 
32 2.378 0.358442 18.2611 
32 2.379 0.359094 18.4057 
32 2.379 0.356106 18.2449 
32 2.379 0.353541 17.8352 
32 2.379 0.356904 18.0944 
32 2.379 0.35762 18.134 
32 2.38 0.354234 18.0038 
32 2.38 0.352531 18.082 
32 2.38 0.347494 18.0563 
32 2.38 0.353363 18.1277 
32 2.38 0.350993 17.9415 
32 2.381 0.355531 17.6342 
32 2.381 0.356843 18.0659 
32 2.381 0.352633 18.0048 
32 2.381 0.351594 17.9476 
32 2.381 0.352347 17.6532 
32 2.382 0.349206 17.9929 
32 2.382 0.348708 17.8416 
32 2.382 0.350006 17.6885 
32 2.382 0.347976 17.7033 
32 2.382 0.347136 18.0349 
32 2.383 0.348091 17.6277 
32 2.383 0.347729 17.6548 
32 2.383 0.345223 17.4888 
32 2.383 0.347024 17.7719 
32 2.383 0.349882 17.678 
32 2.384 0.345449 17.6381 
32 2.384 0.347266 17.8043 
32 2.384 0.342426 17.5686 
32 2.384 0.349107 17.6106 
32 2.384 0.344842 17.6761 
32 2.385 0.339809 17.384 
32 2.385 0.339324 17.1906 
32 2.385 0.341701 17.5916 
32 2.385 0.341094 17.1375 
32 2.385 0.338257 17.4832 
32 2.386 0.344535 17.3064 
32 2.386 0.342014 17.5449 
32 2.386 0.344911 17.5102 
32 2.386 0.342165 17.2168 
32 2.386 0.342059 17.0575 
32 2.387 0.335173 16.7452 
32 2.387 0.338693 17.4953 
32 2.387 0.337601 17.4895 
32 2.387 0.339066 17.3927 
32 2.387 0.343245 17.4093 
32 2.388 0.340371 17.1637 
32 2.388 0.335781 17.101 
32 2.388 0.335285 17.1046 
32 2.388 0.334597 17.1698 
32 2.388 0.340643 17.3385 
32 2.389 0.333993 17.2518 
32 2.389 0.33391 17.0949 
32 2.389 0.333263 16.9192 
32 2.389 0.332649 16.9797 
32 2.389 0.338858 16.9682 
32 2.39 0.329015 17.0652 
32 2.39 0.330259 16.7461 
32 2.39 0.332407 17.1426 
32 2.39 0.329772 16.961 
32 2.39 0.3299 16.7383 
32 2.391 0.331936 16.9896 
32 2.391 0.330944 16.8204 
32 2.391 0.329233 16.8067 
32 2.391 0.329291 16.6996 
32 2.391 0.332304 16.7989 
32 2.392 0.328951 16.8929 
32 2.392 0.331203 16.8754 
32 2.392 0.328153 16.3962 
32 2.392 0.32966 16.6423 
32 2.392 0.32836 16.9986 
32 2.393 0.325787 16.5901 
32 2.393 0.327332 16.8577 
32 2.393 0.329693 17.1956 
32 2.393 0.325797 16.6456 
32 2.393 0.326471 16.6753 
32 2.394 0.32325 16.8193 
32 2.394 0.323943 16.796 
32 2.394 0.324568 16.6365 
32 2.394 0.328759 16.5142 
32 2.394 0.322553 16.6346 
32 2.395 0.326277 16.5648 
32 2.395 0.326421 16.3396 
32 2.395 0.327187 16.7841 
32 2.395 0.327236 16.3645 
32 2.395 0.322246 16.3535 
32 2.396 0.325026 16.5569 
32 2.396 0.320042 16.1823 
32 2.396 0.324768 16.5739 
32 2.396 0.323119 16.3874 
32 2.396 0.32304 16.4733 
32 2.397 0.318205 16.1586 
32 2.397 0.320846 16.3035 
32 2.397 0.31869 16.5058 
32 2.397 0.325157 15.9809 
32 2.397 0.321028 16.2688 
32 2.398 0.316242 16.1317 
32 2.398 0.317537 15.8453 
32 2.398 0.317637 16.0127 
32 2.398 0.316646 15.855 
32 2.398 0.318573 16.0605 
32 2.399 0.317089 16.2128 
32 2.399 0.318581 16.0916 
32 2.399 0.317267 16.0699 
32 2.399 0.313205 15.9828 
32 2.399 0.314145 16.0497 
32 2.4 0.314444 16.0031 
32 2.4 0.313806 15.8452 
32 2.4 0.315768 15.8922 
32 2.4 0.312287 15.9343 
32 2.4 0.31138 15.8834 
32 2.401 0.311241 15.6078 
32 2.401 0.311333 15.8098 
32 2.401 0.313334 15.8005 
32 2.401 0.312265 15.8148 
32 2.401 0.313512 15.6785 
32 2.402 0.312075 15.9254 
32 2.402 0.311377 15.7368 
32 2.402 0.308895 15.7409 
32 2.402 0.310671 15.8579 
32 2.402 0.314507 15.7768 
32 2.403 0.305998 15.5344 
32 2.403 0.308662 15.6456 
32 2.403 0.310699 15.7208 
32 2.403 0.309514 15.8252 
32 2.403 0.304523 15.8649 
32 2.404 0.307275 15.7299 
32 2.404 0.307668 15.6813 
32 2.404 0.302563 15.3061 
32 2.404 0.309892 15.4702 
32 2.404 0.303704 15.2004 
32 2.405 0.304937 15.5967 
32 2.405 0.311176 15.4717 
32 2.405 0.306008 15.7658 
32 2.405 0.307005 15.4431 
32 2.405 0.306781 15.307 
32 2.406 0.303279 15.4805 
32 2.406 0.305109 15.3852 
32 2.406 0.302969 15.1269 
32 2.406 0.307771 15.4448 
32 2.406 0.30177 15.2233 
32 2.407 0.30134 15.3169 
32 2.407 0.303346 15.1478 
32 2.407 0.3022 15.2949 
32 2.407 0.299887 14.9934 
32 2.407 0.304213 15.1802 
32 2.408 0.302276 15.1976 
32 2.408 0.302958 15.1116 
32 2.408 0.297769 14.8203 
32 2.408 0.302185 15.4106 
32 2.408 0.297305 15.2561 
32 2.409 0.301188 15.3907 
32 2.409 0.297531 14.9774 
32 2.409 0.299036 15.0792 
32 2.409 0.297473 14.9936 
32 2.409 0.298311 15.0306 
32 2.41 0.295104 14.9235 
32 2.41 0.294471 14.9002 
32 2.41 0.297433 14.9135 
32 2.41 0.297872 14.9511 
32 2.41 0.298333 14.9475 
32 2.411 0.294643 14.8549 
32 2.411 0.296089 14.913 
32 2.411 0.295519 14.8624 
32 2.411 0.300392 14.948 
32 2.411 0.293773 14.6858 
32 2.412 0.296669 14.7241 
32 2.412 0.29461 14.7862 
32 2.412 0.292561 14.7425 
32 2.412 0.297131 14.9726 
32 2.412 0.296438 14.8117 
32 2.413 0.291147 14.598 
32 2.413 0.293662 14.6994 
32 2.413 0.296286 15.0093 
32 2.413 0.292424 14.4678 
32 2.413 0.292 14.5056 
32 2.414 0.291642 14.605 
32 2.414 0.292426 14.5936 
32 2.414 0.292573 14.5727 
32 2.414 0.292876 14.3128 
32 2.414 0.293285 14.6475 
32 2.415 0.290683 14.5834 
32 2.415 0.287228 14.3819 
32 2.415 0.289933 14.3011 
32 2.415 0.290406 14.9444 
32 2.415 0.294723 14.5501 
32 2.416 0.288258 14.1741 
32 2.416 0.289913 14.45 
32 2.416 0.290051 14.2678 
32 2.416 0.291505 14.5655 
32 2.416 0.287569 14.3302 
32 2.417 0.286364 14.1535 
32 2.417 0.286041 14.008 
32 2.417 0.288743 14.52 
32 2.417 0.287627 14.3171 
32 2.417 0.288106 14.1676 
32 2.418 0.286378 14.2441 
32 2.418 0.287253 14.1717 
32 2.418 0.284625 14.1991 
32 2.418 0.281963 14.0011 
32 2.418 0.291664 14.4147 
32 2.419 0.290614 14.2362 
32 2.419 0.28337 14.1614 
32 2.419 0.282814 13.9394 
32 2.419 0.283588 14.0027 
32 2.419 0.284315 14.3701 
32 2.42 0.281341 14.3394 
32 2.42 0.28139 13.9193 
32 2.42 0.279573 13.8334 
32 2.42 0.280515 14.0201 
32 2.42 0.280467 13.6016 
32 2.421 0.285021 13.97 
32 2.421 0.282322 13.7269 
32 2.421 0.282004 14.0822 
32 2.421 0.28141 13.9173 
32 2.421 0.282848 14.0284 
32 2.422 0.280261 13.6794 
32 2.422 0.280197 13.8711 
32 2.422 0.279624 13.87 
32 2.422 0.280291 14.2108 
32 2.422 0.278499 13.6202 
32 2.423 0.283369 14.0255 
32 2.423 0.275889 13.6677 
32 2.423 0.276318 13.7521 
32 2.423 0.279498 14.0064 
32 2.423 0.28357 13.7873 
32 2.424 0.276536 13.8357 
32 2.424 0.277859 13.6315 
32 2.424 0.280667 13.5462 
32 2.424 0.272092 13.5965 
32 2.424 0.280777 13.7878 
32 2.425 0.276025 13.6439 
32 2.425 0.274978 13.6791 
32 2.425 0.274616 13.5853 
32 2.425 0.27801 13.5185 
32 2.425 0.275982 13.58 
32 2.426 0.272885 13.4679 
32 2.426 0.275084 13.5022 
32 2.426 0.273102 13.4665 
32 2.426 0.276508 13.5666 
32 2.426 0.274071 13.2442 
32 2.427 0.272539 13.396 
32 2.427 0.274125 13.5465 
32 2.427 0.273652 13.4479 
32 2.427 0.273566 13.1527 
32 2.427 0.271256 13.2225 
32 2.428 0.272129 13.4154 
32 2.428 0.272743 13.3686 
32 2.428 0.269779 13.1386 
32 2.428 0.271199 13.0279 
32 2.428 0.269991 13.2553 
32 2.429 0.271097 13.0601 
32 2.429 0.272378 13.2016 
32 2.429 0.269806 13.2489 
32 2.429 0.271875 13.254 
32 2.429 0.269812 13.2542 
32 2.43 0.269978 13.0688 
32 2.43 0.273307 13.5041 
32 2.43 0.265786 13.1024 
32 2.43 0.269721 13.3979 
32 2.43 0.268988 12.9617 
32 2.431 0.267329 13.1688 
32 2.431 0.267331 13.0449 
32 2.431 0.268965 12.7921 
32 2.431 0.266702 13.1967 
32 2.431 0.266485 12.9109 
32 2.432 0.262995 12.7705 
32 2.432 0.268003 12.9415 
32 2.432 0.265756 12.9787 
32 2.432 0.267134 12.9663 
32 2.432 0.27058 12.8532 
32 2.433 0.262769 12.7192 
32 2.433 0.265182 12.625 
32 2.433 0.265813 12.7909 
32 2.433 0.266643 12.7289 
32 2.433 0.266049 12.8891 
32 2.434 0.261949 12.8085 
32 2.434 0.264569 12.7615 
32 2.434 0.265866 12.7514 
32 2.434 0.263756 12.6736 
32 2.434 0.266909 13.1528 
32 2.435 0.263436 12.4764 
32 2.435 0.261435 12.4951 
32 2.435 0.264884 12.7271 
32 2.435 0.261029 12.6461 
32 2.435 0.261728 12.5458 
32 2.436 0.263022 12.8111 
32 2.436 0.26217 12.539 
32 2.436 0.263124 12.4193 
32 2.436 0.260442 12.5161 
32 2.436 0.261087 12.4364 
32 2.437 0.261594 12.499 
32 2.437 0.260827 12.319 
32 2.437 0.261463 12.4536 
32 2.437 0.261386 12.4222 
32 2.437 0.260443 12.3699 
32 2.438 0.258241 12.443 
32 2.438 0.258372 12.3916 
32 2.438 0.260862 12.3707 
32 2.438 0.259704 12.5729 
32 2.438 0.261851 12.4842 
32 2.439 0.255586 12.4169 
32 2.439 0.259816 12.4124 
32 2.439 0.259214 12.4535 
32 2.439 0.257691 12.3476 
32 2.439 0.259323 12.3696 
32 2.44 0.254604 12.3797 
32 2.44 0.259705 12.207 
32 2.44 0.258039 12.3687 
32 2.44 0.257053 11.9474 
32 2.44 0.255861 12.0996 
32 2.441 0.253076 11.9527 
32 2.441 0.255817 12.009 
32 2.441 0.256252 12.1235 
32 2.441 0.260243 12.3836 
32 2.441 0.25395 12.2136 
32 2.442 0.252606 12.1641 
32 2.442 0.255853 12.0823 
32 2.442 0.255307 12.0958 
32 2.442 0.25431 12.0397 
32 2.442 0.254804 12.1766 
32 2.443 0.250139 11.9556 
32 2.443 0.253942 12.125 
32 2.443 0.253716 11.9766 
32 2.443 0.255924 11.9501 
32 2.443 0.255965 12.0033 
32 2.444 0.25488 12.335 
32 2.444 0.249806 11.7736 
32 2.444 0.256357 11.8903 
32 2.444 0.252853 11.7314 
32 2.444 0.252254 11.9542 
32 2.445 0.248899 11.8013 
32 2.445 0.254342 11.8842 
32 2.445 0.252282 11.6599 
32 2.445 0.249329 11.6102 
32 2.445 0.251705 11.676 
32 2.446 0.250554 11.6159 
32 2.446 0.247349 11.508 
32 2.446 0.248082 11.6473 
32 2.446 0.247362 11.7261 
32 2.446 0.253013 11.7872 
32 2.447 0.247532 11.6146 
32 2.447 0.246721 11.4865 
32 2.447 0.249371 11.5855 
32 2.447 0.247028 11.6138 
32 2.447 0.249179 11.5141 
32 2.448 0.249154 11.7271 
32 2.448 0.24584 11.5 
32 2.448 0.248447 11.6388 
32 2.448 0.246094 11.5654 
32 2.448 0.243091 11.4098 
32 2.449 0.243948 11.3658 
32 2.449 0.247251 11.4583 
32 2.449 0.244583 11.4004 
32 2.449 0.244516 11.3398 
32 2.449 0.24838 11.542 
32 2.45 0.245115 11.4068 
32 2.45 0.244371 11.2502 
32 2.45 0.246991 11.588 
32 2.45 0.249361 11.6514 
32 2.45 0.244789 11.3619 
32 2.451 0.244876 11.529 
32 2.451 0.245693 11.5234 
32 2.451 0.246446 11.4398 
32 2.451 0.242255 11.1448 
32 2.451 0.244178 11.2338 
32 2.452 0.245127 11.1668 
32 2.452 0.244289 11.5232 
32 2.452 0.243851 11.3097 
32 2.452 0.244106 11.4271 
32 2.452 0.243662 11.3009 
32 2.453 0.245681 11.1783 
32 2.453 0.245022 11.2403 
32 2.453 0.242953 11.163 
32 2.453 0.241005 11.0472 
32 2.453 0.242097 11.0694 
32 2.454 0.240202 11.2009 
32 2.454 0.240363 10.909 
32 2.454 0.239911 11.1436 
32 2.454 0.241534 11.1753 
32 2.454 0.241906 11.0879 
32 2.455 0.241554 11.1569 
32 2.455 0.238458 10.794 
32 2.455 0.242206 11.3037 
32 2.455 0.239683 11.2097 
32 2.455 0.239254 11.1929 
32 2.456 0.236604 10.7543 
32 2.456 0.24093 11.1513 
32 2.456 0.237935 10.7176 
32 2.456 0.240307 11.1322 
32 2.456 0.241273 10.9388 
32 2.457 0.238462 10.8539 
32 2.457 0.239064 11.002 
32 2.457 0.237566 10.7899 
32 2.457 0.239304 10.9394 
32 2.457 0.237556 10.8723 
32 2.458 0.237616 11.0604 
32 2.458 0.239182 10.8489 
32 2.458 0.240645 11.0154 
32 2.458 0.237509 10.7646 
32 2.458 0.238401 10.8419 
32 2.459 0.234254 10.5353 
32 2.459 0.237209 10.9823 
32 2.459 0.233865 10.5214 
32 2.459 0.237065 10.7593 
32 2.459 0.235929 10.7655 
32 2.46 0.233103 10.6012 
32 2.46 0.231346 10.6292 
32 2.46 0.23582 10.8931 
32 2.46 0.234555 10.5806 
32 2.46 0.235167 10.7788 
32 2.461 0.233276 10.4594 
32 2.461 0.231451 10.6173 
32 2.461 0.231421 10.4558 
32 2.461 0.23388 10.5886 
32 2.461 0.231911 10.6833 
32 2.462 0.230778 10.3949 
32 2.462 0.23194 10.5166 
32 2.462 0.231953 10.2818 
32 2.462 0.234619 10.5253 
32 2.462 0.231489 10.5404 
32 2.463 0.232096 10.4106 
32 2.463 0.232181 10.3296 
32 2.463 0.234304 10.4691 
32 2.463 0.230797 10.5013 
32 2.463 0.234826 10.6475 
32 2.464 0.229822 10.4045 
32 2.464 0.23072 10.3164 
32 2.464 0.229713 10.3031 
32 2.464 0.2319 10.6406 
32 2.464 0.233085 10.4239 
32 2.465 0.229561 10.5578 
32 2.465 0.230657 10.2955 
32 2.465 0.230172 10.2839 
32 2.465 0.230197 10.3112 
32 2.465 0.228219 10.4347 
32 2.466 0.229627 10.3439 
32 2.466 0.229647 10.1957 
32 2.466 0.230055 10.2784 
32 2.466 0.23102 10.3268 
32 2.466 0.228228 10.2261 
32 2.467 0.227223 10.2153 
32 2.467 0.22903 10.1939 
32 2.467 0.227023 10.0129 
32 2.467 0.226515 10.0875 
32 2.467 0.227704 10.162 
32 2.468 0.227518 10.1931 
32 2.468 0.228041 10.3056 
32 2.468 0.227686 9.96514 
32 2.468 0.228514 10.2568 
32 2.468 0.223096 9.83748 
32 2.469 0.227126 10.3374 
32 2.469 0.227551 9.90829 
32 2.469 0.227703 10.0689 
32 2.469 0.225884 10.0752 
32 2.469 0.226894 10.0197 
32 2.47 0.2281 9.9869 
32 2.47 0.226202 10.0357 
32 2.47 0.22703 9.88165 
32 2.47 0.225245 10.0271 
32 2.47 0.227538 10.0536 
32 2.471 0.223209 9.88754 
32 2.471 0.224777 9.93306 
32 2.471 0.226381 9.79227 
32 2.471 0.223912 9.96531 
32 2.471 0.222692 9.85814 
32 2.472 0.222908 9.82292 
32 2.472 0.220939 9.69001 
32 2.472 0.223431 9.9239 
32 2.472 0.22347 9.82426 
32 2.472 0.222658 9.6953 
32 2.473 0.220324 9.80206 
32 2.473 0.220208 9.70203 
32 2.473 0.223177 9.94748 
32 2.473 0.221789 9.70486 
32 2.473 0.225779 9.86005 
32 2.474 0.224149 9.85828 
32 2.474 0.222199 9.67746 
32 2.474 0.221834 9.96927 
32 2.474 0.221837 9.84266 
32 2.474 0.220083 9.77895 
32 2.475 0.221031 9.54645 
32 2.475 0.219015 9.40345 
32 2.475 0.221525 9.7905 
32 2.475 0.220084 9.61209 
32 2.475 0.220625 9.76386 
32 2.476 0.220885 9.47749 
32 2.476 0.219693 9.47851 
32 2.476 0.221153 9.48679 
32 2.476 0.219796 9.68416 
32 2.476 0.224245 9.58243 
32 2.477 0.220069 9.79674 
32 2.477 0.222768 9.7677 
32 2.477 0.218745 9.67827 
32 2.477 0.217388 9.50084 
32 2.477 0.218338 9.5228 
32 2.478 0.221079 9.57572 
32 2.478 0.217553 9.35213 
32 2.478 0.218996 9.41114 
32 2.478 0.216126 9.37022 
32 2.478 0.214631 9.28347 
32 2.479 0.218289 9.25347 
32 2.479 0.218296 9.48613 
32 2.479 0.219519 9.31102 
32 2.479 0.217305 9.38988 
32 2.479 0.217485 9.44931 
32 2.48 0.217426 9.49538 
32 2.48 0.217096 9.49786 
32 2.48 0.213709 9.17304 
32 2.48 0.217766 9.19153 
32 2.48 0.217243 9.45251 
32 2.481 0.215812 9.45303 
32 2.481 0.214856 9.32123 
32 2.481 0.215389 9.27989 
32 2.481 0.214804 9.3416 
32 2.481 0.216365 9.22154 
32 2.482 0.21415 9.29942 
32 2.482 0.214987 9.2923 
32 2.482 0.215345 9.27758 
32 2.482 0.216488 9.21118 
32 2.482 0.215669 9.31918 
32 2.483 0.213749 9.13165 
32 2.483 0.21428 9.06571 
32 2.483 0.216884 9.37023 
32 2.483 0.213306 9.24483 
32 2.483 0.215836 9.22614 
32 2.484 0.211572 9.12266 
32 2.484 0.21458 9.12218 
32 2.484 0.212839 9.09425 
32 2.484 0.21407 9.09267 
32 2.484 0.21289 9.29032 
32 2.485 0.211648 9.0662 
32 2.485 0.213723 8.90871 
32 2.485 0.212781 8.94007 
32 2.485 0.214476 9.17663 
32 2.485 0.210515 8.86202 
32 2.486 0.211578 8.96077 
32 2.486 0.209684 8.60734 
32 2.486 0.209608 8.9476 
32 2.486 0.212205 9.00363 
32 2.486 0.212197 9.03007 
32 2.487 0.209665 8.89221 
32 2.487 0.211874 9.01129 
32 2.487 0.208931 8.86591 
32 2.487 0.211424 9.02099 
32 2.487 0.210014 8.82977 
32 2.488 0.209762 9.05459 
32 2.488 0.211459 8.92557 
32 2.488 0.211138 8.81334 
32 2.488 0.210466 8.90047 
32 2.488 0.20839 8.7368 
32 2.489 0.208665 8.6488 
32 2.489 0.209161 8.91527 
32 2.489 0.211679 8.94867 
32 2.489 0.209771 8.8559 
32 2.489 0.209689 8.78391 
32 2.49 0.210015 8.7277 
32 2.49 0.206443 8.50845 
32 2.49 0.207345 8.77624 
32 2.49 0.209395 8.72437 
32 2.49 0.208898 8.68692 
32 2.491 0.207676 8.73391 
32 2.491 0.207428 8.60551 
32 2.491 0.205589 8.54558 
32 2.491 0.208391 8.61994 
32 2.491 0.210293 8.93112 
32 2.492 0.205824 8.56795 
32 2.492 0.206763 8.69831 
32 2.492 0.206006 8.75017 
32 2.492 0.207037 8.84511 
32 2.492 0.208245 8.77641 
32 2.493 0.207638 8.58643 
32 2.493 0.205176 8.38919 
32 2.493 0.207813 8.71072 
32 2.493 0.20601 8.55583 
32 2.493 0.205435 8.58703 
32 2.494 0.208203 8.6585 
32 2.494 0.204245 8.63826 
32 2.494 0.206318 8.53185 
32 2.494 0.206694 8.52343 
32 2.494 0.20784 8.58946 
32 2.495 0.207071 8.7178 
32 2.495 0.204962 8.54587 
32 2.495 0.20425 8.4329 
32 2.495 0.206341 8.45307 
32 2.495 0.203659 8.37217 
32 2.496 0.204013 8.4442 
32 2.496 0.201599 8.25731 
32 2.496 0.202045 8.45531 
32 2.496 0.204931 8.56745 
32 2.496 0.202867 8.31849 
32 2.497 0.203709 8.33428 
32 2.497 0.202377 8.29416 
32 2.497 0.203278 8.51304 
32 2.497 0.202755 8.48479 
32 2.497 0.202131 8.49482 
32 2.498 0.20302 8.24151 
32 2.498 0.201392 8.36139 
32 2.498 0.202601 8.32271 
32 2.498 0.202191 8.25782 
32 2.498 0.202488 8.23163 
32 2.499 0.200367 8.23584 
32 2.499 0.203362 8.35528 
32 2.499 0.205167 8.39847 
32 2.499 0.20099 8.21104 
32 2.499 0.202693 8.39084 
