size temperature m m2 m4 mag_sus 
48 0.46 1 1 1 0 
48 0.46 1 1 1 0 
48 0.46 1 1 1 3.77377e-07 
48 0.46 1 1 1 3.77378e-07 
48 0.48 1 1 0.999999 7.23236e-07 
48 0.48 1 1 1 3.61654e-07 
48 0.48 1 0.999999 0.999999 1.44618e-06 
48 0.48 1 0.999999 0.999999 1.08474e-06 
48 0.48 1 1 0.999999 7.23235e-07 
48 0.5 1 1 1 3.47187e-07 
48 0.5 1 0.999999 0.999999 1.04136e-06 
48 0.5 1 1 1 0 
48 0.5 1 1 1 3.47187e-07 
48 0.5 1 0.999999 0.999998 1.73524e-06 
48 0.52 0.999999 0.999999 0.999997 2.6688e-06 
48 0.52 1 0.999999 0.999999 1.33494e-06 
48 0.52 0.999999 0.999999 0.999998 2.002e-06 
48 0.52 1 0.999999 0.999999 1.0013e-06 
48 0.52 1 0.999999 0.999998 1.6685e-06 
48 0.54 0.999999 0.999999 0.999997 2.56996e-06 
48 0.54 0.999999 0.999998 0.999995 4.17409e-06 
48 0.54 1 0.999999 0.999998 1.60671e-06 
48 0.54 1 0.999999 0.999999 1.28549e-06 
48 0.54 1 0.999999 0.999998 1.60671e-06 
48 0.56 0.999999 0.999998 0.999995 4.02502e-06 
48 0.56 0.999999 0.999998 0.999996 3.71577e-06 
48 0.56 0.999999 0.999998 0.999996 3.71577e-06 
48 0.56 0.999999 0.999998 0.999996 3.71577e-06 
48 0.56 0.999998 0.999997 0.999993 6.188e-06 
48 0.58 0.999997 0.999994 0.999989 9.54789e-06 
48 0.58 0.999997 0.999995 0.99999 8.95294e-06 
48 0.58 0.999998 0.999997 0.999993 5.97462e-06 
48 0.58 0.999998 0.999996 0.999993 6.27272e-06 
48 0.58 0.999998 0.999995 0.99999 8.35776e-06 
48 0.6 0.999997 0.999993 0.999986 1.15278e-05 
48 0.6 0.999994 0.999989 0.999977 2.04217e-05 
48 0.6 0.999997 0.999994 0.999987 1.06664e-05 
48 0.6 0.999997 0.999994 0.999988 1.00919e-05 
48 0.6 0.999997 0.999993 0.999986 1.15278e-05 
48 0.62 0.999995 0.999991 0.999981 1.50393e-05 
48 0.62 0.999995 0.99999 0.99998 1.587e-05 
48 0.62 0.999995 0.999989 0.999979 1.72535e-05 
48 0.62 0.999994 0.999989 0.999978 1.78064e-05 
48 0.62 0.999994 0.999989 0.999978 1.78064e-05 
48 0.64 0.999992 0.999984 0.999968 2.49932e-05 
48 0.64 0.999993 0.999985 0.999971 2.31376e-05 
48 0.64 0.999993 0.999985 0.999971 2.2595e-05 
48 0.64 0.999993 0.999985 0.999971 2.2595e-05 
48 0.64 0.999994 0.999987 0.999975 2.02005e-05 
48 0.66 0.999989 0.999979 0.999958 3.19697e-05 
48 0.66 0.999989 0.999979 0.999958 3.14436e-05 
48 0.66 0.999989 0.999978 0.999957 3.24699e-05 
48 0.66 0.999989 0.999979 0.999958 3.24958e-05 
48 0.66 0.99999 0.99998 0.999959 3.09425e-05 
48 0.68 0.999987 0.999974 0.999948 3.84804e-05 
48 0.68 0.999981 0.999962 0.999924 5.75081e-05 
48 0.68 0.999984 0.999968 0.999937 4.61314e-05 
48 0.68 0.999985 0.99997 0.99994 4.41616e-05 
48 0.68 0.999984 0.999968 0.999936 4.76446e-05 
48 0.7 0.999979 0.999957 0.999914 6.3219e-05 
48 0.7 0.999978 0.999956 0.999911 6.38508e-05 
48 0.7 0.99998 0.99996 0.999921 5.57543e-05 
48 0.7 0.999978 0.999956 0.999913 6.11855e-05 
48 0.7 0.999976 0.999952 0.999905 6.85745e-05 
48 0.72 0.999971 0.999941 0.999882 8.62046e-05 
48 0.72 0.99997 0.999939 0.999878 8.6005e-05 
48 0.72 0.999965 0.999931 0.999862 9.69713e-05 
48 0.72 0.99997 0.999941 0.999882 8.42428e-05 
48 0.72 0.99997 0.99994 0.99988 8.36944e-05 
48 0.74 0.999959 0.999918 0.999836 0.000112972 
48 0.74 0.999957 0.999915 0.99983 0.000115637 
48 0.74 0.999963 0.999926 0.999853 0.00010251 
48 0.74 0.999961 0.999922 0.999844 0.000107179 
48 0.74 0.999958 0.999916 0.999831 0.000115517 
48 0.76 0.999947 0.999893 0.999786 0.000144841 
48 0.76 0.999945 0.99989 0.99978 0.000149809 
48 0.76 0.999947 0.999894 0.999789 0.000139326 
48 0.76 0.999945 0.999889 0.999779 0.000149494 
48 0.76 0.999946 0.999891 0.999783 0.000146384 
48 0.78 0.999927 0.999855 0.999709 0.000192703 
48 0.78 0.99993 0.999861 0.999722 0.000181107 
48 0.78 0.999927 0.999854 0.999708 0.000189622 
48 0.78 0.999928 0.999856 0.999713 0.000186656 
48 0.78 0.99993 0.999861 0.999722 0.00018263 
48 0.8 0.999901 0.999803 0.999605 0.000256184 
48 0.8 0.999907 0.999815 0.99963 0.000235756 
48 0.8 0.999908 0.999817 0.999634 0.000235611 
48 0.8 0.999911 0.999822 0.999645 0.000222036 
48 0.8 0.999905 0.99981 0.999621 0.000254843 
48 0.82 0.999881 0.999762 0.999525 0.000298746 
48 0.82 0.999883 0.999766 0.999532 0.000299744 
48 0.82 0.999879 0.999759 0.999518 0.000301505 
48 0.82 0.99988 0.999759 0.999519 0.000310668 
48 0.82 0.99988 0.99976 0.99952 0.000303434 
48 0.84 0.99985 0.9997 0.999401 0.000380032 
48 0.84 0.999845 0.999691 0.999382 0.000375556 
48 0.84 0.999849 0.999698 0.999397 0.000375317 
48 0.84 0.999853 0.999706 0.999413 0.000370998 
48 0.84 0.999853 0.999707 0.999414 0.000345236 
48 0.86 0.99981 0.99962 0.999241 0.000463984 
48 0.86 0.999803 0.999607 0.999214 0.000473701 
48 0.86 0.999805 0.999611 0.999222 0.000467114 
48 0.86 0.999813 0.999626 0.999252 0.000442971 
48 0.86 0.999805 0.99961 0.999221 0.000470274 
48 0.88 0.999768 0.999536 0.999072 0.00054291 
48 0.88 0.999768 0.999536 0.999073 0.000559298 
48 0.88 0.999758 0.999516 0.999034 0.000575029 
48 0.88 0.999764 0.999529 0.999059 0.000560571 
48 0.88 0.999764 0.999529 0.999059 0.000559962 
48 0.9 0.999721 0.999442 0.998886 0.000647959 
48 0.9 0.999705 0.999411 0.998824 0.000672083 
48 0.9 0.999709 0.999418 0.998838 0.00068102 
48 0.9 0.999713 0.999426 0.998852 0.000672208 
48 0.9 0.999714 0.999428 0.998858 0.000662673 
48 0.92 0.999644 0.999288 0.998578 0.00082158 
48 0.92 0.999641 0.999283 0.998569 0.000821314 
48 0.92 0.999646 0.999292 0.998585 0.000791046 
48 0.92 0.999654 0.999308 0.998619 0.000773924 
48 0.92 0.999645 0.999291 0.998585 0.000831464 
48 0.94 0.999571 0.999143 0.998288 0.000984719 
48 0.94 0.999581 0.999163 0.998328 0.000918828 
48 0.94 0.999578 0.999157 0.998316 0.000943412 
48 0.94 0.999569 0.999139 0.99828 0.000969614 
48 0.94 0.999577 0.999155 0.998311 0.000965275 
48 0.96 0.999502 0.999005 0.998014 0.00109235 
48 0.96 0.999478 0.998956 0.997915 0.00118565 
48 0.96 0.99949 0.998981 0.997965 0.00116602 
48 0.96 0.999487 0.998976 0.997954 0.00114043 
48 0.96 0.999489 0.998979 0.997961 0.00112841 
48 0.98 0.999387 0.998776 0.997555 0.00137345 
48 0.98 0.999387 0.998776 0.997555 0.00133264 
48 0.98 0.999391 0.998782 0.997569 0.00137266 
48 0.98 0.999382 0.998765 0.997534 0.0013593 
48 0.98 0.999386 0.998773 0.99755 0.00136343 
48 1 0.999277 0.998556 0.997117 0.00156744 
48 1 0.99927 0.998542 0.997089 0.00162012 
48 1 0.999284 0.998569 0.997142 0.00160737 
48 1 0.999281 0.998562 0.997129 0.00154043 
48 1 0.999282 0.998566 0.997137 0.00149988 
48 1.02 0.999144 0.99829 0.996586 0.00182359 
48 1.02 0.999149 0.998301 0.996607 0.00185184 
48 1.02 0.999149 0.9983 0.996605 0.00180404 
48 1.02 0.999139 0.998279 0.996565 0.00183047 
48 1.02 0.999161 0.998323 0.996652 0.0018333 
48 1.04 0.999014 0.99803 0.996068 0.00203419 
48 1.04 0.998997 0.997996 0.996 0.00215253 
48 1.04 0.999019 0.998041 0.996089 0.00210416 
48 1.04 0.998999 0.998001 0.996009 0.00214385 
48 1.04 0.998991 0.997983 0.995975 0.00213279 
48 1.06 0.998839 0.99768 0.99537 0.00243431 
48 1.06 0.998817 0.997636 0.995283 0.00244268 
48 1.06 0.998832 0.997666 0.995341 0.00243692 
48 1.06 0.998836 0.997675 0.995359 0.00252274 
48 1.06 0.998831 0.997664 0.995338 0.00244495 
48 1.08 0.998653 0.997309 0.99463 0.0027847 
48 1.08 0.998662 0.997328 0.994667 0.00273938 
48 1.08 0.998661 0.997324 0.994661 0.00276067 
48 1.08 0.998661 0.997325 0.994662 0.00281312 
48 1.08 0.998648 0.997298 0.994609 0.00283635 
48 1.1 0.998447 0.996899 0.993813 0.00312919 
48 1.1 0.998445 0.996894 0.993805 0.00320054 
48 1.1 0.99845 0.996904 0.993823 0.00309709 
48 1.1 0.998457 0.996919 0.993853 0.00323479 
48 1.1 0.998456 0.996916 0.993848 0.00313043 
48 1.12 0.998216 0.996438 0.992895 0.00370907 
48 1.12 0.998218 0.996442 0.992903 0.00372697 
48 1.12 0.998216 0.996436 0.992892 0.00364693 
48 1.12 0.998224 0.996454 0.992927 0.00363923 
48 1.12 0.99821 0.996425 0.99287 0.00370759 
48 1.14 0.997962 0.995931 0.991887 0.00417867 
48 1.14 0.997958 0.995923 0.99187 0.00394747 
48 1.14 0.997947 0.995901 0.991826 0.00406421 
48 1.14 0.997962 0.995931 0.991886 0.00414069 
48 1.14 0.997922 0.99585 0.991725 0.00412739 
48 1.16 0.997671 0.995349 0.990729 0.00472481 
48 1.16 0.99767 0.995349 0.990728 0.00471362 
48 1.16 0.997673 0.995354 0.990739 0.00462258 
48 1.16 0.997689 0.995386 0.990802 0.00462712 
48 1.16 0.997689 0.995386 0.990802 0.00456706 
48 1.18 0.997365 0.99474 0.989518 0.00525461 
48 1.18 0.997375 0.99476 0.989557 0.00527752 
48 1.18 0.997395 0.994799 0.989636 0.00503222 
48 1.18 0.997379 0.994767 0.989572 0.0052188 
48 1.18 0.997373 0.994755 0.989549 0.00529778 
48 1.2 0.997021 0.994054 0.988156 0.00588617 
48 1.2 0.997023 0.994059 0.988165 0.00574763 
48 1.2 0.997015 0.994042 0.988131 0.00591154 
48 1.2 0.997037 0.994085 0.988217 0.00592735 
48 1.2 0.996996 0.994005 0.988058 0.00600264 
48 1.22 0.996643 0.993301 0.986661 0.00650915 
48 1.22 0.996617 0.993249 0.986558 0.00653146 
48 1.22 0.996689 0.993393 0.986844 0.00667245 
48 1.22 0.996638 0.993292 0.986643 0.00671739 
48 1.22 0.996645 0.993305 0.986669 0.00665044 
48 1.24 0.996239 0.992496 0.985064 0.00739874 
48 1.24 0.996227 0.992472 0.985016 0.00730497 
48 1.24 0.996245 0.992508 0.985089 0.00736837 
48 1.24 0.996235 0.992488 0.985048 0.00738518 
48 1.24 0.996248 0.992514 0.9851 0.00728829 
48 1.26 0.995784 0.99159 0.983268 0.00830772 
48 1.26 0.995786 0.991593 0.983275 0.00821415 
48 1.26 0.995759 0.99154 0.983171 0.00843617 
48 1.26 0.995778 0.991579 0.983247 0.00832784 
48 1.26 0.995796 0.991615 0.983317 0.00820779 
48 1.28 0.9953 0.990627 0.981361 0.00896933 
48 1.28 0.995344 0.990714 0.981533 0.00879928 
48 1.28 0.995323 0.990673 0.981454 0.00909284 
48 1.28 0.995328 0.990683 0.981472 0.00869287 
48 1.28 0.995326 0.990678 0.981463 0.00909176 
48 1.3 0.994759 0.989552 0.979236 0.0102559 
48 1.3 0.994738 0.989509 0.97915 0.0103621 
48 1.3 0.994781 0.989594 0.979319 0.0100384 
48 1.3 0.994753 0.98954 0.979212 0.0102035 
48 1.3 0.994756 0.989545 0.979222 0.0103756 
48 1.32 0.994194 0.988429 0.977018 0.0114181 
48 1.32 0.994179 0.988398 0.976956 0.0116236 
48 1.32 0.99419 0.988421 0.977001 0.0113715 
48 1.32 0.994208 0.988456 0.977071 0.0112599 
48 1.32 0.994199 0.988438 0.977035 0.0112186 
48 1.34 0.993555 0.987159 0.974512 0.0126867 
48 1.34 0.993573 0.987195 0.974582 0.0127161 
48 1.34 0.99362 0.987287 0.974764 0.0124378 
48 1.34 0.993544 0.987138 0.97447 0.0127073 
48 1.34 0.993573 0.987195 0.974583 0.0123889 
48 1.36 0.992869 0.985797 0.971828 0.0141008 
48 1.36 0.992897 0.985853 0.971939 0.0140158 
48 1.36 0.992867 0.985794 0.971821 0.0138044 
48 1.36 0.992928 0.985913 0.972055 0.0132692 
48 1.36 0.992914 0.985885 0.972002 0.0135141 
48 1.38 0.992177 0.984424 0.969127 0.0151606 
48 1.38 0.992176 0.984423 0.969125 0.0153946 
48 1.38 0.992192 0.984454 0.969185 0.0154863 
48 1.38 0.992158 0.984387 0.969054 0.0151381 
48 1.38 0.99217 0.98441 0.9691 0.0152493 
48 1.4 0.991419 0.982922 0.966175 0.0166699 
48 1.4 0.991418 0.982919 0.96617 0.0165453 
48 1.4 0.991422 0.982928 0.966187 0.0168722 
48 1.4 0.991389 0.982863 0.966061 0.0171564 
48 1.4 0.991395 0.982874 0.966083 0.0175892 
48 1.42 0.990536 0.981174 0.962747 0.0190318 
48 1.42 0.990557 0.981214 0.962826 0.0184757 
48 1.42 0.99048 0.981063 0.962529 0.0187248 
48 1.42 0.990567 0.981234 0.962865 0.0184504 
48 1.42 0.990499 0.981099 0.9626 0.0186801 
48 1.44 0.989642 0.979405 0.959284 0.0204786 
48 1.44 0.989663 0.979446 0.959362 0.0197788 
48 1.44 0.989629 0.979377 0.959229 0.0199428 
48 1.44 0.98966 0.97944 0.959355 0.0210987 
48 1.44 0.989658 0.979435 0.959344 0.0205432 
48 1.46 0.98875 0.977642 0.955839 0.0227081 
48 1.46 0.988692 0.977526 0.955612 0.0221938 
48 1.46 0.988677 0.977496 0.955553 0.0222117 
48 1.46 0.988623 0.97739 0.955347 0.0228946 
48 1.46 0.988637 0.977416 0.955398 0.0223258 
48 1.48 0.987607 0.975383 0.951434 0.0250138 
48 1.48 0.987643 0.975455 0.951575 0.0247332 
48 1.48 0.987661 0.97549 0.951641 0.0245651 
48 1.48 0.987582 0.975333 0.951335 0.0242433 
48 1.48 0.987555 0.97528 0.951233 0.024727 
48 1.5 0.986475 0.97315 0.947087 0.0263281 
48 1.5 0.986491 0.973183 0.947155 0.0275014 
48 1.5 0.986472 0.973145 0.94708 0.0274036 
48 1.5 0.986535 0.973268 0.947319 0.026814 
48 1.5 0.986534 0.973266 0.947316 0.0273185 
48 1.51 0.98589 0.971998 0.944855 0.0292543 
48 1.51 0.985953 0.972122 0.945094 0.0282671 
48 1.51 0.985943 0.972101 0.945053 0.0283008 
48 1.51 0.985857 0.971933 0.944726 0.0284853 
48 1.51 0.985887 0.971991 0.94484 0.0286662 
48 1.52 0.985288 0.970811 0.94255 0.0297029 
48 1.52 0.985308 0.970851 0.942627 0.0295397 
48 1.52 0.985321 0.970878 0.942684 0.0308393 
48 1.52 0.98523 0.970699 0.942335 0.0309092 
48 1.52 0.985286 0.970808 0.942547 0.0305617 
48 1.53 0.984702 0.969659 0.940317 0.0308905 
48 1.53 0.984656 0.969569 0.940147 0.0321285 
48 1.53 0.984656 0.969568 0.940142 0.0313311 
48 1.53 0.984762 0.969776 0.940543 0.0304419 
48 1.53 0.98462 0.969497 0.940004 0.0307678 
48 1.54 0.984066 0.968408 0.937897 0.0322739 
48 1.54 0.984105 0.968483 0.938044 0.0322931 
48 1.54 0.98409 0.968456 0.937992 0.0331379 
48 1.54 0.98405 0.968377 0.937837 0.0325933 
48 1.54 0.983955 0.96819 0.937477 0.0326469 
48 1.55 0.98333 0.96696 0.935098 0.0336985 
48 1.55 0.983341 0.966983 0.935145 0.0344119 
48 1.55 0.983372 0.967043 0.93526 0.0340117 
48 1.55 0.98327 0.966842 0.934874 0.0346092 
48 1.55 0.983354 0.967009 0.935196 0.0346844 
48 1.56 0.982699 0.965721 0.932712 0.0362162 
48 1.56 0.982657 0.965638 0.932551 0.0356853 
48 1.56 0.98268 0.965685 0.932642 0.035969 
48 1.56 0.982622 0.965569 0.932415 0.0350199 
48 1.56 0.982631 0.965588 0.932453 0.0358562 
48 1.57 0.981842 0.96404 0.929471 0.0375 
48 1.57 0.981954 0.964259 0.929894 0.0376251 
48 1.57 0.982028 0.964405 0.930172 0.0366665 
48 1.57 0.98193 0.964211 0.929799 0.0369745 
48 1.57 0.981838 0.964031 0.929455 0.0378861 
48 1.58 0.981227 0.962834 0.927155 0.0400442 
48 1.58 0.981171 0.962723 0.926939 0.0389959 
48 1.58 0.981163 0.962707 0.92691 0.0396554 
48 1.58 0.981089 0.962563 0.926631 0.0393919 
48 1.58 0.981164 0.962711 0.926917 0.0398937 
48 1.59 0.980386 0.961186 0.923988 0.0412576 
48 1.59 0.980336 0.961087 0.923797 0.0409629 
48 1.59 0.980399 0.961211 0.924038 0.0419538 
48 1.59 0.980422 0.961257 0.924124 0.0414244 
48 1.59 0.980462 0.961334 0.924271 0.0407745 
48 1.6 0.97973 0.959901 0.921524 0.0432522 
48 1.6 0.979624 0.959694 0.921129 0.0437872 
48 1.6 0.979693 0.959827 0.921383 0.0431072 
48 1.6 0.97962 0.959685 0.921113 0.0441091 
48 1.6 0.979586 0.959619 0.920983 0.0431742 
48 1.61 0.978811 0.958102 0.918081 0.0451815 
48 1.61 0.978707 0.957897 0.917686 0.0443494 
48 1.61 0.978798 0.958077 0.918033 0.0450987 
48 1.61 0.978838 0.958155 0.918178 0.0437748 
48 1.61 0.978803 0.958087 0.918054 0.0458325 
48 1.62 0.977853 0.95623 0.914505 0.0477414 
48 1.62 0.977917 0.956354 0.91474 0.0472044 
48 1.62 0.977942 0.956405 0.914838 0.0478423 
48 1.62 0.977984 0.956486 0.914993 0.0475276 
48 1.62 0.977967 0.956454 0.914934 0.0483858 
48 1.63 0.977182 0.95492 0.912005 0.04951 
48 1.63 0.977077 0.954714 0.911611 0.0494341 
48 1.63 0.977051 0.954664 0.911517 0.049658 
48 1.63 0.977041 0.954644 0.911479 0.0496281 
48 1.63 0.977071 0.954703 0.911591 0.049425 
48 1.64 0.976097 0.952802 0.907976 0.05312 
48 1.64 0.976217 0.953036 0.90842 0.0523756 
48 1.64 0.976197 0.952997 0.908343 0.0515542 
48 1.64 0.97621 0.953024 0.908395 0.0518806 
48 1.64 0.976245 0.953091 0.908522 0.0515002 
48 1.65 0.975339 0.951325 0.905165 0.0534871 
48 1.65 0.975164 0.950985 0.904523 0.0553173 
48 1.65 0.975196 0.951045 0.904635 0.0544411 
48 1.65 0.975249 0.951151 0.904836 0.054746 
48 1.65 0.975322 0.951292 0.905103 0.0539789 
48 1.66 0.974233 0.949171 0.901079 0.0565319 
48 1.66 0.974185 0.949077 0.900906 0.0580096 
48 1.66 0.974315 0.949331 0.901385 0.0573492 
48 1.66 0.97426 0.949222 0.901171 0.0546199 
48 1.66 0.974172 0.949052 0.900856 0.0572537 
48 1.67 0.973325 0.947404 0.897731 0.0574017 
48 1.67 0.973449 0.947644 0.898186 0.0571813 
48 1.67 0.973244 0.947248 0.897446 0.0609875 
48 1.67 0.973234 0.947227 0.897401 0.0594561 
48 1.67 0.973317 0.94739 0.897711 0.0597669 
48 1.68 0.972336 0.945482 0.894109 0.0626096 
48 1.68 0.972165 0.94515 0.89348 0.0625434 
48 1.68 0.972161 0.945142 0.893468 0.0633255 
48 1.68 0.972235 0.945286 0.893737 0.0623107 
48 1.68 0.972287 0.945389 0.893937 0.0640846 
48 1.69 0.971068 0.943023 0.889476 0.0667201 
48 1.69 0.97112 0.943121 0.889659 0.0654947 
48 1.69 0.971327 0.943525 0.890425 0.0672358 
48 1.69 0.971153 0.943185 0.889778 0.065222 
48 1.69 0.971065 0.943015 0.889458 0.0655457 
48 1.7 0.969947 0.940849 0.885388 0.0693096 
48 1.7 0.970179 0.941297 0.886227 0.0674678 
48 1.7 0.970194 0.941327 0.886285 0.0681314 
48 1.7 0.97007 0.941088 0.88584 0.0698376 
48 1.7 0.970126 0.941196 0.886042 0.0695089 
48 1.71 0.968999 0.939012 0.881943 0.0716898 
48 1.71 0.968999 0.939015 0.881955 0.0740327 
48 1.71 0.968944 0.938908 0.881753 0.0737727 
48 1.71 0.968957 0.93893 0.881788 0.0714525 
48 1.71 0.968934 0.938886 0.881706 0.0720214 
48 1.72 0.967871 0.936829 0.877852 0.0728503 
48 1.72 0.967651 0.936408 0.877081 0.0795218 
48 1.72 0.967837 0.936765 0.877742 0.0762325 
48 1.72 0.967833 0.936756 0.87772 0.0745672 
48 1.72 0.967857 0.936804 0.877817 0.076959 
48 1.73 0.966592 0.934362 0.873262 0.0818226 
48 1.73 0.96639 0.933971 0.872529 0.08137 
48 1.73 0.966532 0.934244 0.873035 0.0799574 
48 1.73 0.966595 0.934364 0.873253 0.077576 
48 1.73 0.966602 0.93438 0.873292 0.081077 
48 1.74 0.965333 0.931932 0.868733 0.0840457 
48 1.74 0.965348 0.931959 0.868777 0.0821964 
48 1.74 0.965378 0.932018 0.868891 0.0832921 
48 1.74 0.965369 0.932 0.868859 0.0836936 
48 1.74 0.965265 0.931799 0.86848 0.082251 
48 1.75 0.963905 0.929181 0.863625 0.0882899 
48 1.75 0.963858 0.929089 0.863451 0.0870912 
48 1.75 0.963871 0.929117 0.863516 0.0919524 
48 1.75 0.963957 0.929281 0.863813 0.0889081 
48 1.75 0.964137 0.929627 0.864453 0.0877163 
48 1.76 0.962636 0.92674 0.859114 0.0946305 
48 1.76 0.962531 0.926537 0.858731 0.0924701 
48 1.76 0.96257 0.926614 0.858881 0.0949788 
48 1.76 0.962558 0.926588 0.858826 0.0925731 
48 1.76 0.962653 0.926771 0.859166 0.0927847 
48 1.77 0.961187 0.923957 0.853978 0.0999414 
48 1.77 0.961265 0.924109 0.854262 0.100968 
48 1.77 0.961187 0.923954 0.853961 0.0954605 
48 1.77 0.961341 0.924249 0.854508 0.095869 
48 1.77 0.961109 0.923808 0.85371 0.101958 
48 1.78 0.959936 0.921557 0.849556 0.102278 
48 1.78 0.959727 0.921155 0.848812 0.101145 
48 1.78 0.95968 0.921064 0.84865 0.102697 
48 1.78 0.959734 0.92117 0.848852 0.105136 
48 1.78 0.95991 0.921506 0.849463 0.102349 
48 1.79 0.958269 0.918364 0.843702 0.108909 
48 1.79 0.958398 0.918611 0.844155 0.108626 
48 1.79 0.958384 0.918583 0.844098 0.106965 
48 1.79 0.958425 0.918664 0.844258 0.110429 
48 1.79 0.958442 0.918694 0.844304 0.107609 
48 1.8 0.956904 0.915753 0.838926 0.11312 
48 1.8 0.956871 0.915691 0.838817 0.114725 
48 1.8 0.956742 0.915446 0.838373 0.116385 
48 1.8 0.956819 0.915591 0.838628 0.113074 
48 1.8 0.956631 0.915234 0.837982 0.115698 
48 1.81 0.955315 0.91272 0.833397 0.11898 
48 1.81 0.955463 0.913002 0.833914 0.119312 
48 1.81 0.955424 0.91293 0.833782 0.119489 
48 1.81 0.955211 0.912523 0.833042 0.120713 
48 1.81 0.955239 0.912576 0.833139 0.12047 
48 1.82 0.953617 0.909485 0.827523 0.125716 
48 1.82 0.953618 0.909491 0.827546 0.13017 
48 1.82 0.953521 0.909303 0.827201 0.128922 
48 1.82 0.953505 0.909274 0.827147 0.128551 
48 1.82 0.95354 0.909336 0.827248 0.12432 
48 1.83 0.951883 0.906189 0.821566 0.135036 
48 1.83 0.951968 0.906349 0.821848 0.132598 
48 1.83 0.951799 0.906031 0.821287 0.137545 
48 1.83 0.951982 0.906374 0.821891 0.131613 
48 1.83 0.951898 0.906219 0.821625 0.136883 
48 1.84 0.950277 0.903141 0.816074 0.143293 
48 1.84 0.950043 0.902692 0.815253 0.139299 
48 1.84 0.950107 0.902816 0.81548 0.140841 
48 1.84 0.950096 0.902798 0.81546 0.145143 
48 1.84 0.950157 0.902911 0.815655 0.141916 
48 1.85 0.948664 0.900082 0.810575 0.148569 
48 1.85 0.948244 0.899291 0.809167 0.15461 
48 1.85 0.948255 0.899311 0.8092 0.153243 
48 1.85 0.94847 0.899715 0.809911 0.147948 
48 1.85 0.948497 0.899768 0.810016 0.151083 
48 1.86 0.946493 0.895976 0.803227 0.157969 
