J2 J3 temperature m m2 m4 ms e sp_h 
0.1 0.075 1.515 0.999038 0.998101 0.996298 0.00157852 -234.566 0.0193334 
0.1 0.075 1.52 0.999064 0.99815 0.996388 0.00142131 -234.574 0.0182162 
0.1 0.075 1.52 0.999004 0.998034 0.996166 0.00161368 -234.549 0.0202995 
0.1 0.075 1.525 0.998922 0.997869 0.995837 0.00157888 -234.505 0.0208942 
0.1 0.075 1.525 0.99895 0.997926 0.995955 0.00165098 -234.525 0.0209314 
0.1 0.075 1.53 0.998976 0.997977 0.996053 0.00158375 -234.534 0.0198766 
0.1 0.075 1.53 0.998968 0.997961 0.996022 0.00159314 -234.528 0.0207308 
0.1 0.075 1.535 0.998908 0.997844 0.995796 0.00174121 -234.505 0.0212671 
0.1 0.075 1.535 0.998882 0.997791 0.995689 0.00170359 -234.489 0.0216456 
0.1 0.075 1.54 0.998966 0.997958 0.996018 0.00163187 -234.531 0.0201562 
0.1 0.075 1.54 0.998924 0.997876 0.995858 0.00172222 -234.512 0.0213495 
0.1 0.075 1.545 0.99886 0.997748 0.995602 0.00169711 -234.481 0.0218185 
0.1 0.075 1.545 0.99896 0.997946 0.995992 0.00160766 -234.527 0.0200251 
0.1 0.075 1.55 0.998828 0.997685 0.995483 0.00179009 -234.466 0.022573 
0.1 0.075 1.55 0.998782 0.997605 0.995361 0.00257526 -234.458 0.0242927 
0.1 0.075 1.555 0.998848 0.997726 0.995566 0.00181819 -234.478 0.0224751 
0.1 0.075 1.555 0.998806 0.997644 0.995412 0.00196877 -234.462 0.0237456 
0.1 0.075 1.56 0.998734 0.997501 0.995128 0.00199726 -234.425 0.024602 
0.1 0.075 1.56 0.998764 0.997557 0.995228 0.00177387 -234.434 0.0229277 
0.1 0.075 1.565 0.998756 0.997542 0.995199 0.0017976 -234.431 0.0227985 
0.1 0.075 1.565 0.998802 0.997636 0.995396 0.00195558 -234.463 0.0226952 
0.1 0.075 1.57 0.998698 0.997428 0.994982 0.00195317 -234.407 0.024411 
0.1 0.075 1.57 0.998764 0.997558 0.995231 0.00179824 -234.436 0.0227075 
0.1 0.075 1.575 0.998664 0.997361 0.994851 0.00198953 -234.391 0.0245064 
0.1 0.075 1.575 0.99875 0.997531 0.995185 0.00189952 -234.433 0.0233699 
0.1 0.075 1.58 0.99854 0.997117 0.994378 0.00221446 -234.337 0.0267649 
0.1 0.075 1.58 0.998732 0.997495 0.995109 0.00184761 -234.419 0.0231073 
0.1 0.075 1.585 0.998594 0.997223 0.994584 0.00210367 -234.36 0.0257288 
0.1 0.075 1.585 0.998508 0.997054 0.994256 0.00226208 -234.324 0.0271481 
0.1 0.075 1.59 0.998598 0.997231 0.994596 0.00205751 -234.361 0.0252623 
0.1 0.075 1.59 0.998598 0.997234 0.994616 0.00228392 -234.368 0.026993 
0.1 0.075 1.595 0.998516 0.99707 0.994288 0.0022544 -234.326 0.0271302 
0.1 0.075 1.595 0.998554 0.997145 0.994434 0.00219367 -234.343 0.026249 
0.1 0.075 1.6 0.99847 0.99698 0.994115 0.00235619 -234.308 0.0279321 
0.1 0.075 1.6 0.998416 0.996874 0.993907 0.00243818 -234.284 0.0285999 
0.1 0.075 1.605 0.998484 0.997008 0.994171 0.002354 -234.316 0.0273191 
0.1 0.075 1.605 0.998586 0.997209 0.994562 0.00219568 -234.361 0.0254533 
0.1 0.075 1.61 0.998386 0.996814 0.99379 0.00243944 -234.272 0.0285426 
0.1 0.075 1.61 0.998408 0.996857 0.993871 0.00237177 -234.281 0.0279865 
0.1 0.075 1.615 0.998298 0.996644 0.99347 0.00276552 -234.239 0.0310554 
0.1 0.075 1.615 0.99837 0.996782 0.993725 0.00241877 -234.262 0.0284916 
0.1 0.075 1.62 0.998376 0.996793 0.993747 0.00239029 -234.262 0.0284699 
0.1 0.075 1.62 0.998378 0.996798 0.993759 0.0024376 -234.264 0.0288048 
0.1 0.075 1.625 0.99849 0.997019 0.994189 0.00225969 -234.317 0.0262889 
0.1 0.075 1.625 0.998332 0.996711 0.9936 0.00270386 -234.247 0.030061 
0.1 0.075 1.63 0.998234 0.996517 0.993221 0.00279026 -234.209 0.0313096 
0.1 0.075 1.63 0.998268 0.996581 0.993334 0.00255461 -234.216 0.0298132 
0.1 0.075 1.635 0.99824 0.996524 0.993221 0.00252125 -234.199 0.0302515 
0.1 0.075 1.635 0.99822 0.996487 0.993155 0.00267349 -234.196 0.0309619 
0.1 0.075 1.64 0.998282 0.996611 0.993404 0.00270539 -234.227 0.0298749 
0.1 0.075 1.64 0.998102 0.996252 0.99269 0.00270473 -234.135 0.0321759 
0.1 0.075 1.645 0.998218 0.996482 0.993144 0.00262033 -234.195 0.03042 
0.1 0.075 1.645 0.998284 0.996612 0.993393 0.0024909 -234.217 0.0290043 
0.1 0.075 1.65 0.998124 0.996297 0.992782 0.00273943 -234.152 0.0316731 
0.1 0.075 1.65 0.998112 0.996274 0.992741 0.00282397 -234.149 0.0313797 
0.1 0.075 1.655 0.998122 0.996294 0.99278 0.00279596 -234.153 0.0317666 
0.1 0.075 1.655 0.998184 0.996414 0.993006 0.00257052 -234.174 0.0308049 
0.1 0.075 1.66 0.997976 0.996007 0.992229 0.00309298 -234.089 0.0343035 
0.1 0.075 1.66 0.997988 0.996027 0.992253 0.00284047 -234.084 0.0331099 
0.1 0.075 1.665 0.998008 0.996069 0.992345 0.00297129 -234.099 0.0339975 
0.1 0.075 1.665 0.997996 0.996045 0.992293 0.00292036 -234.095 0.0333803 
0.1 0.075 1.67 0.997936 0.995932 0.992092 0.00333293 -234.084 0.0335781 
0.1 0.075 1.67 0.997944 0.995942 0.992096 0.00300915 -234.07 0.0342589 
0.1 0.075 1.675 0.997898 0.995852 0.991921 0.00309144 -234.054 0.0343616 
0.1 0.075 1.675 0.997894 0.995844 0.991905 0.00308566 -234.053 0.0347398 
0.1 0.075 1.68 0.997858 0.995774 0.991769 0.00315309 -234.031 0.0353266 
0.1 0.075 1.68 0.997926 0.99591 0.992044 0.00320825 -234.071 0.0346417 
0.1 0.075 1.685 0.997964 0.99598 0.992162 0.00284004 -234.077 0.032632 
0.1 0.075 1.685 0.99769 0.995445 0.99114 0.00355038 -233.964 0.0375674 
0.1 0.075 1.69 0.997664 0.995397 0.991059 0.00375758 -233.964 0.0389064 
0.1 0.075 1.69 0.997712 0.995488 0.99122 0.00344882 -233.974 0.0372754 
0.1 0.075 1.695 0.99759 0.995247 0.990751 0.00360542 -233.919 0.0385786 
0.1 0.075 1.695 0.997714 0.995493 0.991234 0.00350762 -233.976 0.0374014 
0.1 0.075 1.7 0.99743 0.994933 0.990149 0.00392912 -233.856 0.0413416 
0.1 0.075 1.7 0.99769 0.995445 0.991138 0.00349082 -233.964 0.0371802 
0.1 0.075 1.705 0.997484 0.995045 0.990383 0.00413312 -233.884 0.0412267 
0.1 0.075 1.705 0.997532 0.995134 0.990535 0.00372017 -233.891 0.0400176 
0.1 0.075 1.71 0.997668 0.995405 0.991075 0.00373812 -233.962 0.0377369 
0.1 0.075 1.71 0.99751 0.995092 0.99046 0.00383625 -233.891 0.0400651 
