nth step2 temp ene nn nnn nnnn 
3 1024 2.493 -187.2 -172 -168 -172
3 1024 2.493 -177.6 -164 -160 -152
3 1024 2.493 -169.6 -156 -144 -136
3 1024 2.493 -188.8 -172 -160 -152
3 1024 2.493 -146.4 -132 -116 -92
3 1024 2.493 -154.4 -144 -136 -124
3 1024 2.493 -156 -144 -144 -144
3 1024 2.493 -151.2 -140 -132 -140
3 1024 2.493 -151.2 -140 -124 -124
3 1024 2.493 -147.2 -136 -116 -92
3 1024 2.493 -178.4 -164 -156 -152
3 1024 2.493 -152.8 -140 -124 -100
3 1024 2.493 -150.4 -136 -100 -96
3 1024 2.493 -170.4 -156 -140 -128
3 1024 2.493 -172.8 -160 -164 -164
3 1024 2.493 -129.6 -120 -108 -100
3 1024 2.493 -129.6 -120 -108 -84
3 1024 2.493 -183.2 -168 -160 -168
3 1024 2.493 -136.8 -128 -112 -88
3 1024 2.493 -158.4 -144 -116 -104
3 1024 2.493 -179.2 -164 -152 -148
3 1024 2.493 -152 -140 -120 -120
3 1024 2.493 -154.4 -144 -136 -124
3 1024 2.493 -118.4 -108 -72 -40
3 1024 2.493 -132.8 -124 -112 -116
3 1024 2.493 -173.6 -160 -152 -152
3 1024 2.493 -148 -136 -112 -100
3 1024 2.493 -143.2 -132 -108 -108
3 1024 2.493 -136.8 -128 -112 -100
3 1024 2.493 -121.6 -112 -108 -100
3 1024 2.493 -159.2 -148 -148 -144
3 1024 2.493 -136.8 -128 -112 -120
3 1024 2.493 -170.4 -156 -148 -140
3 1024 2.493 -123.2 -116 -96 -84
3 1024 2.493 -106.4 -100 -76 -68
3 1024 2.493 -168.8 -156 -156 -152
3 1024 2.493 -156.8 -144 -140 -128
3 1024 2.493 -100 -92 -76 -32
3 1024 2.493 -132.8 -120 -92 -72
3 1024 2.493 -132.8 -120 -92 -72
3 1024 2.493 -120.8 -112 -88 -84
3 1024 2.493 -134.4 -124 -96 -104
3 1024 2.493 -148.8 -136 -116 -108
3 1024 2.493 -187.2 -172 -168 -168
3 1024 2.493 -210.4 -192 -192 -192
3 1024 2.493 -174.4 -160 -148 -140
3 1024 2.493 -169.6 -156 -144 -124
3 1024 2.493 -168 -156 -152 -156
3 1024 2.493 -124 -116 -100 -104
3 1024 2.493 -160.8 -148 -140 -136
3 1024 2.493 -138.4 -128 -120 -116
3 1024 2.493 -160.8 -148 -132 -132
3 1024 2.493 -200.8 -184 -184 -184
3 1024 2.493 -182.4 -168 -164 -160
3 1024 2.493 -118.4 -112 -92 -68
3 1024 2.493 -108 -100 -92 -76
3 1024 2.493 -94.4 -88 -68 -60
3 1024 2.493 -116.8 -108 -96 -80
3 1024 2.493 -117.6 -108 -76 -68
3 1024 2.493 -165.6 -152 -136 -116
3 1024 2.493 -188.8 -172 -160 -156
3 1024 2.493 -188.8 -172 -160 -156
3 1024 2.493 -135.2 -124 -100 -100
3 1024 2.493 -85.6 -80 -32 -24
3 1024 2.493 -81.6 -76 -40 -24
3 1024 2.493 -86.4 -80 -44 -40
3 1024 2.493 -86.4 -80 -44 -40
3 1024 2.493 -133.6 -124 -108 -92
3 1024 2.493 -102.4 -96 -68 -56
3 1024 2.493 -152 -140 -120 -100
3 1024 2.493 -187.2 -172 -168 -168
3 1024 2.493 -149.6 -136 -120 -104
3 1024 2.493 -83.2 -76 -32 -24
3 1024 2.493 -164.8 -152 -140 -140
3 1024 2.493 -165.6 -152 -136 -136
3 1024 2.493 -161.6 -148 -128 -140
3 1024 2.493 -93.6 -88 -64 -44
3 1024 2.493 -124 -116 -92 -80
3 1024 2.493 -166.4 -152 -156 -148
3 1024 2.493 -181.6 -168 -168 -168
3 1024 2.493 -191.2 -176 -176 -176
3 1024 2.493 -156.8 -144 -132 -144
3 1024 2.493 -144.8 -132 -108 -116
3 1024 2.493 -172 -160 -160 -164
3 1024 2.493 -121.6 -112 -76 -68
3 1024 2.493 -173.6 -160 -152 -152
3 1024 2.493 -152.8 -140 -124 -116
3 1024 2.493 -156.8 -144 -132 -116
3 1024 2.493 -166.4 -152 -132 -128
3 1024 2.493 -168 -156 -152 -152
3 1024 2.493 -137.6 -128 -116 -112
3 1024 2.493 -167.2 -152 -128 -120
3 1024 2.493 -138.4 -128 -112 -100
3 1024 2.493 -187.2 -172 -168 -172
3 1024 2.493 -210.4 -192 -192 -192
3 1024 2.493 -115.2 -108 -88 -60
3 1024 2.493 -172.8 -160 -164 -160
3 1024 2.493 -153.6 -140 -136 -124
3 1024 2.493 -194.4 -176 -160 -172
3 1024 2.493 -160 -148 -136 -136
3 1024 2.493 -144.8 -136 -128 -124
3 1024 2.493 -132.8 -124 -112 -92
3 1024 2.493 -174.4 -160 -156 -152
3 1024 2.493 -200.8 -184 -184 -184
3 1024 2.493 -191.2 -176 -176 -176
3 1024 2.493 -179.2 -164 -152 -152
3 1024 2.493 -168 -156 -152 -152
3 1024 2.493 -156.8 -144 -124 -116
3 1024 2.493 -128.8 -120 -112 -108
3 1024 2.493 -168.8 -156 -148 -148
3 1024 2.493 -172 -160 -160 -160
3 1024 2.493 -148 -136 -112 -100
3 1024 2.493 -129.6 -120 -92 -80
3 1024 2.493 -116 -108 -84 -72
3 1024 2.493 -156 -144 -144 -144
3 1024 2.493 -210.4 -192 -192 -192
3 1024 2.493 -164.8 -152 -140 -128
3 1024 2.493 -105.6 -100 -88 -68
3 1024 2.493 -188 -172 -164 -160
3 1024 2.493 -160 -148 -144 -144
3 1024 2.493 -187.2 -172 -168 -168
3 1024 2.493 -152 -140 -128 -112
3 1024 2.493 -142.4 -132 -112 -108
3 1024 2.493 -175.2 -160 -144 -128
3 1024 2.493 -181.6 -168 -168 -172
3 1024 2.493 -156.8 -144 -140 -140
3 1024 2.493 -210.4 -192 -192 -192
3 1024 2.493 -100 -92 -60 -52
3 1024 2.493 -121.6 -112 -92 -88
3 1024 2.493 -196.8 -180 -176 -176
3 1024 2.493 -150.4 -140 -128 -124
3 1024 2.493 -220 -200 -200 -200
3 1024 2.493 -210.4 -192 -192 -192
3 1024 2.493 -168.8 -156 -156 -156
3 1024 2.493 -116.8 -108 -72 -60
3 1024 2.493 -129.6 -120 -92 -92
3 1024 2.493 -164 -152 -144 -140
3 1024 2.493 -128 -120 -116 -104
3 1024 2.493 -198.4 -180 -168 -160
3 1024 2.493 -107.2 -100 -80 -64
3 1024 2.493 -116 -108 -84 -72
3 1024 2.493 -106.4 -100 -68 -76
3 1024 2.493 -105.6 -100 -80 -40
3 1024 2.493 -151.2 -140 -124 -132
3 1024 2.493 -201.6 -184 -180 -176
3 1024 2.493 -135.2 -124 -100 -84
3 1024 2.493 -136.8 -128 -120 -120
3 1024 2.493 -196.8 -180 -176 -176
3 1024 2.493 -149.6 -136 -112 -104
3 1024 2.493 -148 -136 -136 -124
3 1024 2.493 -166.4 -152 -132 -112
3 1024 2.493 -170.4 -156 -140 -136
3 1024 2.493 -164 -152 -144 -144
3 1024 2.493 -164 -152 -152 -144
3 1024 2.493 -168 -156 -152 -144
3 1024 2.493 -147.2 -136 -116 -104
3 1024 2.493 -168.8 -156 -156 -152
3 1024 2.493 -200.8 -184 -184 -184
3 1024 2.493 -152.8 -140 -132 -116
3 1024 2.493 -164.8 -152 -148 -144
3 1024 2.493 -95.2 -88 -40 -24
3 1024 2.493 -112 -104 -76 -56
3 1024 2.493 -120 -112 -92 -88
3 1024 2.493 -177.6 -164 -160 -164
3 1024 2.493 -120 -112 -100 -84
3 1024 2.493 -128.8 -120 -112 -88
3 1024 2.493 -106.4 -96 -56 -80
3 1024 2.493 -106.4 -100 -84 -112
3 1024 2.493 -156 -144 -128 -108
3 1024 2.493 -116.8 -108 -72 -44
3 1024 2.493 -184 -168 -156 -160
3 1024 2.493 -156.8 -144 -124 -96
3 1024 2.493 -173.6 -160 -152 -152
3 1024 2.493 -180 -164 -148 -140
3 1024 2.493 -144.8 -136 -128 -128
3 1024 2.493 -178.4 -164 -156 -152
3 1024 2.493 -134.4 -124 -104 -96
3 1024 2.493 -182.4 -168 -164 -160
3 1024 2.493 -111.2 -104 -72 -60
3 1024 2.493 -159.2 -148 -140 -144
3 1024 2.493 -151.2 -140 -124 -112
3 1024 2.493 -160 -148 -136 -124
3 1024 2.493 -120 -112 -84 -96
3 1024 2.493 -152.8 -140 -132 -124
3 1024 2.493 -124 -116 -108 -72
3 1024 2.493 -105.6 -100 -80 -48
3 1024 2.493 -156 -144 -144 -136
3 1024 2.493 -179.2 -164 -160 -148
3 1024 2.493 -172 -160 -160 -164
3 1024 2.493 -115.2 -108 -96 -84
3 1024 2.493 -134.4 -124 -112 -112
3 1024 2.493 -174.4 -160 -148 -148
3 1024 2.493 -178.4 -164 -156 -152
3 1024 2.493 -124 -116 -100 -84
3 1024 2.493 -157.6 -144 -128 -108
3 1024 2.493 -171.2 -156 -152 -144
3 1024 2.493 -164.8 -152 -148 -144
3 1024 2.493 -160.8 -148 -140 -148
3 1024 2.493 -148 -136 -120 -120
3 1024 2.493 -169.6 -156 -144 -152
3 1024 2.493 -151.2 -140 -124 -112
3 1024 2.493 -192.8 -176 -176 -172
3 1024 2.493 -177.6 -164 -160 -152
3 1024 2.493 -111.2 -104 -80 -52
3 1024 2.493 -126.4 -116 -104 -84
3 1024 2.493 -130.4 -120 -112 -88
3 1024 2.493 -140 -128 -112 -88
3 1024 2.493 -139.2 -128 -116 -112
3 1024 2.493 -144 -132 -120 -104
3 1024 2.493 -144 -132 -120 -104
3 1024 2.493 -130.4 -120 -104 -96
3 1024 2.493 -129.6 -120 -100 -108
3 1024 2.493 -139.2 -128 -100 -96
3 1024 2.493 -146.4 -136 -120 -124
3 1024 2.493 -177.6 -164 -160 -160
3 1024 2.493 -157.6 -144 -128 -136
3 1024 2.493 -196.8 -180 -176 -176
3 1024 2.493 -187.2 -172 -168 -172
3 1024 2.493 -196.8 -180 -176 -180
3 1024 2.493 -150.4 -140 -128 -124
3 1024 2.493 -153.6 -144 -140 -140
3 1024 2.493 -124.8 -116 -96 -64
3 1024 2.493 -126.4 -116 -80 -48
3 1024 2.493 -134.4 -124 -112 -100
3 1024 2.493 -172 -160 -160 -160
3 1024 2.493 -166.4 -152 -132 -124
3 1024 2.493 -170.4 -156 -140 -140
3 1024 2.493 -165.6 -152 -136 -124
3 1024 2.493 -200.8 -184 -184 -184
3 1024 2.493 -147.2 -136 -124 -112
3 1024 2.493 -173.6 -160 -152 -160
3 1024 2.493 -196.8 -180 -176 -176
3 1024 2.493 -134.4 -124 -96 -88
3 1024 2.493 -175.2 -160 -144 -128
3 1024 2.493 -200.8 -184 -184 -184
3 1024 2.493 -156.8 -144 -124 -116
3 1024 2.493 -173.6 -160 -152 -144
3 1024 2.493 -152.8 -140 -124 -120
3 1024 2.493 -120.8 -112 -112 -104
3 1024 2.493 -123.2 -112 -108 -80
3 1024 2.493 -123.2 -112 -108 -80
3 1024 2.493 -141.6 -132 -140 -120
3 1024 2.493 -160.8 -148 -132 -132
3 1024 2.493 -172 -160 -160 -160
3 1024 2.493 -120 -112 -92 -88
3 1024 2.493 -168.8 -156 -148 -148
3 1024 2.493 -175.2 -160 -144 -136
3 1024 2.493 -164 -152 -152 -148
3 1024 2.493 -182.4 -168 -164 -160
3 1024 2.493 -183.2 -168 -160 -160
3 1024 2.493 -147.2 -136 -132 -108
3 1024 2.493 -96.8 -92 -76 -60
3 1024 2.493 -117.6 -112 -96 -88
3 1024 2.493 -137.6 -128 -124 -120
3 1024 2.493 -121.6 -112 -108 -68
3 1024 2.493 -121.6 -112 -108 -68
3 1024 2.493 -121.6 -112 -108 -68
3 1024 2.493 -187.2 -172 -168 -168
3 1024 2.493 -178.4 -164 -156 -148
3 1024 2.493 -151.2 -140 -124 -116
3 1024 2.493 -152.8 -140 -124 -120
3 1024 2.493 -129.6 -120 -108 -112
3 1024 2.493 -210.4 -192 -192 -192
3 1024 2.493 -160 -148 -136 -144
3 1024 2.493 -165.6 -152 -136 -120
3 1024 2.493 -148 -136 -112 -92
3 1024 2.493 -156.8 -144 -140 -132
3 1024 2.493 -137.6 -128 -108 -104
3 1024 2.493 -174.4 -160 -156 -152
3 1024 2.493 -169.6 -156 -152 -148
3 1024 2.493 -147.2 -136 -116 -132
3 1024 2.493 -133.6 -124 -108 -108
3 1024 2.493 -112.8 -104 -64 -88
3 1024 2.493 -91.2 -84 -40 -64
3 1024 2.493 -128.8 -120 -112 -100
3 1024 2.493 -113.6 -108 -96 -84
3 1024 2.493 -182.4 -168 -164 -160
3 1024 2.493 -178.4 -164 -164 -160
3 1024 2.493 -154.4 -140 -124 -104
3 1024 2.493 -127.2 -116 -92 -56
3 1024 2.493 -155.2 -144 -140 -136
3 1024 2.493 -173.6 -160 -152 -156
3 1024 2.493 -166.4 -152 -132 -132
3 1024 2.493 -147.2 -136 -116 -112
3 1024 2.493 -160 -148 -136 -148
3 1024 2.493 -164 -152 -144 -152
3 1024 2.493 -164 -152 -152 -148
3 1024 2.493 -95.2 -88 -64 -40
3 1024 2.493 -146.4 -136 -136 -132
3 1024 2.493 -144 -132 -112 -88
3 1024 2.493 -172.8 -160 -156 -152
3 1024 2.493 -156 -144 -128 -124
3 1024 2.493 -139.2 -128 -100 -100
3 1024 2.493 -128.8 -120 -104 -96
3 1024 2.493 -128 -120 -108 -112
3 1024 2.493 -143.2 -132 -108 -112
3 1024 2.493 -156 -144 -136 -132
3 1024 2.493 -155.2 -144 -132 -144
3 1024 2.493 -188 -172 -172 -168
3 1024 2.493 -179.2 -164 -152 -144
3 1024 2.493 -133.6 -124 -108 -108
3 1024 2.493 -132.8 -124 -112 -108
3 1024 2.493 -148.8 -136 -108 -104
3 1024 2.493 -131.2 -120 -92 -108
3 1024 2.493 -118.4 -112 -92 -72
3 1024 2.493 -155.2 -144 -132 -128
3 1024 2.493 -136.8 -128 -120 -100
3 1024 2.493 -178.4 -164 -156 -152
3 1024 2.493 -158.4 -144 -116 -112
3 1024 2.493 -160.8 -148 -132 -132
3 1024 2.493 -116.8 -108 -96 -92
3 1024 2.493 -179.2 -164 -152 -144
3 1024 2.493 -183.2 -168 -160 -152
3 1024 2.493 -145.6 -136 -124 -116
3 1024 2.493 -188 -172 -164 -160
3 1024 2.493 -197.6 -180 -172 -172
3 1024 2.493 -112.8 -104 -80 -64
3 1024 2.493 -137.6 -128 -108 -104
3 1024 2.493 -184.8 -168 -160 -148
3 1024 2.493 -116.8 -108 -80 -64
3 1024 2.493 -150.4 -140 -128 -116
3 1024 2.493 -145.6 -136 -124 -116
3 1024 2.493 -104.8 -96 -56 -20
3 1024 2.493 -187.2 -172 -168 -168
3 1024 2.493 -181.6 -168 -168 -172
3 1024 2.493 -152.8 -140 -124 -116
3 1024 2.493 -143.2 -132 -124 -116
3 1024 2.493 -160.8 -148 -132 -128
3 1024 2.493 -196.8 -180 -176 -176
3 1024 2.493 -164.8 -152 -148 -148
3 1024 2.493 -200.8 -184 -184 -184
3 1024 2.493 -174.4 -160 -156 -152
3 1024 2.493 -164.8 -152 -140 -136
3 1024 2.493 -120 -112 -92 -92
3 1024 2.493 -122.4 -116 -108 -100
3 1024 2.493 -188 -172 -164 -164
3 1024 2.493 -116 -108 -92 -96
3 1024 2.493 -124.8 -116 -96 -96
3 1024 2.493 -116 -108 -84 -96
3 1024 2.493 -156.8 -144 -124 -120
3 1024 2.493 -183.2 -168 -160 -160
3 1024 2.493 -151.2 -140 -124 -116
3 1024 2.493 -104 -96 -60 -60
3 1024 2.493 -177.6 -164 -160 -160
3 1024 2.493 -196.8 -180 -176 -176
3 1024 2.493 -107.2 -100 -80 -56
3 1024 2.493 -86.4 -80 -52 -28
3 1024 2.493 -111.2 -104 -88 -84
3 1024 2.493 -120 -112 -84 -84
3 1024 2.493 -191.2 -176 -176 -176
3 1024 2.493 -116.8 -108 -80 -80
3 1024 2.493 -80 -76 -40 -4
3 1024 2.493 -84.8 -80 -44 -16
3 1024 2.493 -112 -104 -68 -48
3 1024 2.493 -135.2 -124 -92 -96
3 1024 2.493 -130.4 -120 -88 -92
3 1024 2.493 -178.4 -164 -156 -156
3 1024 2.493 -200.8 -184 -184 -184
3 1024 2.493 -141.6 -132 -124 -128
3 1024 2.493 -159.2 -148 -148 -148
3 1024 2.493 -187.2 -172 -168 -168
3 1024 2.493 -181.6 -168 -168 -172
3 1024 2.493 -177.6 -164 -160 -164
3 1024 2.493 -146.4 -136 -120 -124
3 1024 2.493 -134.4 -124 -96 -88
3 1024 2.493 -144.8 -136 -136 -128
3 1024 2.493 -170.4 -156 -140 -128
3 1024 2.493 -133.6 -124 -116 -100
3 1024 2.493 -196.8 -180 -176 -176
3 1024 2.493 -174.4 -160 -148 -148
3 1024 2.493 -144.8 -136 -128 -128
3 1024 2.493 -160.8 -148 -132 -132
3 1024 2.493 -206.4 -188 -184 -184
3 1024 2.493 -177.6 -164 -160 -164
3 1024 2.493 -184 -168 -156 -156
3 1024 2.493 -125.6 -116 -84 -76
3 1024 2.493 -145.6 -136 -132 -128
3 1024 2.493 -133.6 -124 -108 -92
3 1024 2.493 -101.6 -96 -64 -60
3 1024 2.493 -168.8 -156 -148 -144
3 1024 2.493 -165.6 -152 -144 -140
3 1024 2.493 -165.6 -152 -136 -136
3 1024 2.493 -157.6 -144 -120 -104
3 1024 2.493 -206.4 -188 -184 -184
3 1024 2.493 -166.4 -152 -132 -120
3 1024 2.493 -141.6 -132 -116 -120
3 1024 2.493 -168.8 -156 -148 -144
3 1024 2.493 -165.6 -152 -152 -152
3 1024 2.493 -181.6 -168 -168 -172
3 1024 2.493 -152 -140 -120 -124
3 1024 2.493 -142.4 -132 -112 -108
3 1024 2.493 -128 -116 -72 -72
3 1024 2.493 -170.4 -156 -148 -148
3 1024 2.493 -142.4 -132 -120 -124
3 1024 2.493 -79.2 -76 -52 -28
3 1024 2.493 -76.8 -72 -44 -8
3 1024 2.493 -83.2 -80 -60 -28
3 1024 2.493 -132.8 -124 -104 -104
3 1024 2.493 -144.8 -136 -136 -136
3 1024 2.493 -160 -148 -152 -148
3 1024 2.493 -165.6 -152 -144 -140
3 1024 2.493 -141.6 -128 -96 -100
3 1024 2.493 -154.4 -144 -136 -140
3 1024 2.493 -125.6 -116 -84 -60
3 1024 2.493 -187.2 -172 -168 -168
3 1024 2.493 -191.2 -176 -176 -176
3 1024 2.493 -125.6 -116 -100 -84
3 1024 2.493 -156.8 -144 -140 -140
