J2 temperature m m2 m4 ms e sp_h 
0.1 1.5 0.993516 0.98723 0.975219 0.0103812 -217.268 0.114105 
0.1 1.5 0.993222 0.986659 0.97414 0.0112492 -217.147 0.122392 
0.1 1.5 0.99346 0.987124 0.975029 0.0107326 -217.251 0.116172 
0.1 1.505 0.993302 0.986807 0.974395 0.0105181 -217.178 0.114536 
0.1 1.505 0.993008 0.986243 0.973356 0.0118639 -217.082 0.123364 
0.1 1.505 0.99302 0.986258 0.973351 0.0112372 -217.08 0.118926 
0.1 1.51 0.992894 0.986019 0.972923 0.011954 -217.038 0.125302 
0.1 1.51 0.993116 0.986451 0.973744 0.0113941 -217.12 0.12099 
0.1 1.51 0.992942 0.986106 0.973064 0.0114003 -217.036 0.122508 
0.1 1.515 0.99288 0.985991 0.972867 0.0119146 -217.016 0.12632 
0.1 1.515 0.992872 0.985972 0.97282 0.0117222 -217.026 0.122355 
0.1 1.515 0.992588 0.985415 0.971747 0.0121625 -216.904 0.12825 
0.1 1.52 0.992442 0.985128 0.971191 0.0122919 -216.838 0.129955 
0.1 1.52 0.99249 0.985226 0.971393 0.0124763 -216.868 0.129482 
0.1 1.52 0.992562 0.985367 0.971663 0.0123261 -216.891 0.130369 
0.1 1.525 0.992374 0.985002 0.97097 0.0128134 -216.823 0.130348 
0.1 1.525 0.992482 0.985203 0.971322 0.0119606 -216.842 0.127486 
0.1 1.525 0.992508 0.98526 0.971455 0.0123403 -216.866 0.128808 
0.1 1.53 0.99247 0.985181 0.971289 0.0120771 -216.846 0.126885 
0.1 1.53 0.992516 0.985276 0.971489 0.0123183 -216.865 0.129087 
0.1 1.53 0.992384 0.985024 0.971029 0.0129723 -216.836 0.132558 
0.1 1.535 0.992272 0.984804 0.970604 0.0130735 -216.786 0.133109 
0.1 1.535 0.992104 0.984466 0.969921 0.0127618 -216.696 0.13267 
0.1 1.535 0.992006 0.984277 0.969569 0.0131059 -216.657 0.137036 
0.1 1.54 0.992066 0.9844 0.969822 0.0133228 -216.696 0.134077 
0.1 1.54 0.991778 0.983828 0.968695 0.0132545 -216.578 0.135761 
0.1 1.54 0.99182 0.983914 0.968875 0.0134732 -216.59 0.135167 
0.1 1.545 0.991714 0.983708 0.968483 0.013661 -216.546 0.138089 
0.1 1.545 0.99191 0.984092 0.969222 0.0133561 -216.634 0.135188 
0.1 1.545 0.991802 0.98389 0.968866 0.0141329 -216.615 0.137386 
0.1 1.55 0.9915 0.983295 0.967709 0.0143426 -216.462 0.142168 
0.1 1.55 0.99167 0.983626 0.968345 0.0139981 -216.526 0.14196 
0.1 1.55 0.9915 0.983294 0.967709 0.0143271 -216.463 0.144083 
0.1 1.555 0.991172 0.982645 0.96644 0.0143734 -216.333 0.142501 
0.1 1.555 0.991576 0.983435 0.967954 0.0136589 -216.486 0.139842 
0.1 1.555 0.99113 0.98257 0.966323 0.0148941 -216.336 0.145448 
0.1 1.56 0.991186 0.982676 0.966515 0.0145355 -216.355 0.14347 
0.1 1.56 0.991222 0.982738 0.9666 0.0139094 -216.346 0.139732 
0.1 1.56 0.99123 0.982765 0.966691 0.0146056 -216.362 0.144658 
0.1 1.565 0.990978 0.982264 0.965705 0.014482 -216.237 0.146741 
0.1 1.565 0.991086 0.982487 0.966168 0.0150301 -216.309 0.146134 
0.1 1.565 0.990812 0.981943 0.9651 0.0149662 -216.193 0.146785 
0.1 1.57 0.990654 0.981631 0.964498 0.0150352 -216.123 0.149328 
0.1 1.57 0.990782 0.981894 0.96504 0.0155789 -216.193 0.150014 
0.1 1.57 0.990626 0.981581 0.964417 0.0153789 -216.123 0.148974 
0.1 1.575 0.99053 0.981404 0.964109 0.0161193 -216.08 0.155865 
0.1 1.575 0.990578 0.981485 0.964228 0.0152829 -216.082 0.151233 
0.1 1.575 0.990822 0.981976 0.96521 0.0157031 -216.193 0.152498 
0.1 1.58 0.990456 0.981249 0.963782 0.0155666 -216.059 0.14946 
0.1 1.58 0.990318 0.980993 0.963341 0.0166771 -216.005 0.158079 
0.1 1.58 0.990628 0.981588 0.964438 0.0154383 -216.104 0.151737 
0.1 1.585 0.99035 0.981043 0.963395 0.0157954 -215.994 0.154762 
0.1 1.585 0.990476 0.981293 0.963884 0.015804 -216.062 0.150847 
0.1 1.585 0.990596 0.981524 0.964308 0.0153416 -216.097 0.147613 
0.1 1.59 0.990178 0.980712 0.962778 0.0163251 -215.929 0.157785 
0.1 1.59 0.990008 0.980376 0.962126 0.0163824 -215.857 0.160156 
0.1 1.59 0.990174 0.980711 0.962793 0.0167427 -215.945 0.154898 
0.1 1.595 0.989672 0.979737 0.960958 0.0179393 -215.742 0.166966 
0.1 1.595 0.989936 0.980234 0.96185 0.0163759 -215.827 0.159295 
0.1 1.595 0.989872 0.980127 0.961703 0.0175789 -215.819 0.165067 
0.1 1.6 0.98927 0.978937 0.959381 0.0176017 -215.57 0.167049 
0.1 1.6 0.98966 0.9797 0.960846 0.0170878 -215.734 0.161601 
0.1 1.6 0.989888 0.980136 0.961644 0.0161392 -215.796 0.156213 
0.1 1.605 0.989492 0.979391 0.960318 0.018506 -215.675 0.167019 
0.1 1.605 0.989744 0.979867 0.961172 0.0170576 -215.767 0.159998 
0.1 1.605 0.989186 0.978762 0.959009 0.0169955 -215.514 0.164653 
0.1 1.61 0.989484 0.979363 0.960226 0.0176779 -215.672 0.164384 
0.1 1.61 0.989246 0.978887 0.959276 0.0173659 -215.55 0.162968 
0.1 1.61 0.989314 0.979029 0.959581 0.0178093 -215.612 0.165979 
0.1 1.615 0.988846 0.978114 0.957828 0.0184389 -215.404 0.17046 
0.1 1.615 0.98916 0.978725 0.95899 0.0178238 -215.526 0.167054 
0.1 1.615 0.989044 0.978507 0.958599 0.0184945 -215.507 0.168175 
0.1 1.62 0.98896 0.978341 0.958275 0.0184369 -215.447 0.171707 
0.1 1.62 0.98894 0.978301 0.958196 0.0184245 -215.448 0.169386 
0.1 1.62 0.988924 0.978266 0.958119 0.0182495 -215.433 0.169247 
0.1 1.625 0.988336 0.977124 0.955958 0.0194481 -215.194 0.178748 
0.1 1.625 0.988776 0.977988 0.957623 0.0190537 -215.38 0.174335 
0.1 1.625 0.988618 0.977664 0.956954 0.0183932 -215.311 0.169421 
0.1 1.63 0.988562 0.977551 0.95672 0.0181406 -215.279 0.167401 
0.1 1.63 0.988722 0.977875 0.957385 0.0186532 -215.342 0.173422 
0.1 1.63 0.988368 0.977185 0.956065 0.0192182 -215.207 0.174662 
0.1 1.635 0.988152 0.976768 0.955289 0.0197642 -215.134 0.178195 
0.1 1.635 0.987902 0.976281 0.954364 0.0202323 -215.046 0.179424 
0.1 1.635 0.988106 0.976687 0.955164 0.0203702 -215.123 0.181084 
0.1 1.64 0.988218 0.976893 0.955518 0.0193917 -215.151 0.177403 
0.1 1.64 0.98787 0.976217 0.954243 0.0201282 -215.031 0.182248 
0.1 1.64 0.988 0.976468 0.954709 0.0197805 -215.069 0.179223 
0.1 1.645 0.987774 0.976035 0.953912 0.0205474 -214.992 0.183059 
0.1 1.645 0.987352 0.975206 0.952309 0.0207725 -214.818 0.185934 
0.1 1.645 0.98799 0.976443 0.954644 0.0193921 -215.058 0.178165 
0.1 1.65 0.987242 0.975009 0.951997 0.0219681 -214.805 0.189427 
0.1 1.65 0.987698 0.975883 0.953611 0.0203479 -214.959 0.18369 
0.1 1.65 0.987418 0.975338 0.952573 0.0208081 -214.838 0.186475 
0.1 1.655 0.986956 0.974447 0.950917 0.0220625 -214.681 0.193967 
0.1 1.655 0.98716 0.974855 0.951722 0.0223767 -214.766 0.191701 
0.1 1.655 0.987054 0.974637 0.951271 0.0218466 -214.727 0.188779 
0.1 1.66 0.987112 0.974746 0.951461 0.0214108 -214.731 0.187501 
0.1 1.66 0.987118 0.974767 0.951528 0.0219671 -214.747 0.188775 
0.1 1.66 0.986842 0.974217 0.950445 0.0216595 -214.611 0.190849 
0.1 1.665 0.986844 0.97423 0.950507 0.0221669 -214.629 0.193676 
0.1 1.665 0.987062 0.974643 0.95125 0.0211272 -214.704 0.186409 
0.1 1.665 0.986718 0.973973 0.949975 0.0216474 -214.58 0.190007 
0.1 1.67 0.986988 0.974494 0.950951 0.0209035 -214.657 0.18622 
0.1 1.67 0.986468 0.97349 0.949074 0.0222326 -214.469 0.193688 
0.1 1.67 0.98602 0.972625 0.947451 0.0233197 -214.303 0.199497 
0.1 1.675 0.98642 0.973415 0.948989 0.0233065 -214.456 0.199092 
0.1 1.675 0.986236 0.973059 0.94831 0.0237321 -214.401 0.194088 
0.1 1.675 0.986342 0.973246 0.948611 0.0224226 -214.419 0.192965 
0.1 1.68 0.98578 0.972159 0.946574 0.0236066 -214.205 0.202283 
0.1 1.68 0.98597 0.972543 0.947347 0.0241476 -214.306 0.20198 
0.1 1.68 0.986288 0.973141 0.948415 0.0224417 -214.395 0.196696 
0.1 1.685 0.985942 0.972472 0.947162 0.0231746 -214.28 0.197905 
0.1 1.685 0.985922 0.972435 0.947095 0.0233027 -214.269 0.198202 
0.1 1.685 0.985706 0.972011 0.946281 0.0234232 -214.16 0.203831 
0.1 1.69 0.985262 0.971161 0.944714 0.0248255 -214.028 0.205425 
0.1 1.69 0.985476 0.971576 0.945499 0.02446 -214.083 0.2067 
0.1 1.69 0.985572 0.97175 0.945782 0.0235404 -214.101 0.201187 
