size temperature m m2 m4 ms e sp_h 
10 1.69 0.98881 0.978118 0.958103 0.0220843 -215.381 0.177419 
10 1.69 0.988908 0.978335 0.95859 0.0234419 -215.434 0.180477 
10 1.695 0.988732 0.977986 0.957911 0.0233341 -215.353 0.180772 
10 1.695 0.98885 0.97819 0.95822 0.0215951 -215.369 0.180314 
10 1.695 0.988672 0.977884 0.957774 0.0243019 -215.359 0.188047 
10 1.7 0.988136 0.976821 0.955685 0.0240121 -215.111 0.188259 
10 1.7 0.988706 0.977916 0.957719 0.022118 -215.326 0.182658 
10 1.7 0.988256 0.977056 0.956145 0.0238964 -215.173 0.189179 
10 1.705 0.988708 0.977945 0.957847 0.0235549 -215.345 0.178051 
10 1.705 0.988918 0.978328 0.958499 0.0216463 -215.394 0.176443 
10 1.705 0.988178 0.976916 0.955914 0.0246686 -215.181 0.18449 
10 1.71 0.987954 0.976487 0.955119 0.0253973 -215.078 0.188498 
10 1.71 0.988208 0.97695 0.955896 0.0230917 -215.113 0.18857 
10 1.71 0.987826 0.976224 0.954574 0.0247669 -214.999 0.19114 
10 1.715 0.987998 0.976556 0.955193 0.0242374 -215.066 0.187872 
10 1.715 0.988064 0.976661 0.955319 0.0227599 -215.043 0.183499 
10 1.715 0.987882 0.976343 0.954831 0.0252032 -215.032 0.19004 
10 1.72 0.987626 0.975866 0.954 0.0267933 -214.964 0.196132 
10 1.72 0.987638 0.975883 0.954014 0.0264245 -214.961 0.197537 
10 1.72 0.987332 0.975294 0.952896 0.0272792 -214.846 0.195177 
10 1.725 0.98749 0.975606 0.953505 0.0272104 -214.887 0.200305 
10 1.725 0.987422 0.975469 0.953253 0.0270883 -214.884 0.199801 
10 1.725 0.98751 0.97562 0.953461 0.0257229 -214.9 0.191456 
10 1.73 0.987082 0.9748 0.951956 0.0271425 -214.744 0.199506 
10 1.73 0.987084 0.974811 0.951995 0.0275316 -214.76 0.200465 
10 1.73 0.986868 0.974392 0.9512 0.0279232 -214.671 0.199978 
10 1.735 0.986772 0.974219 0.950908 0.0288357 -214.624 0.205957 
10 1.735 0.986914 0.97448 0.951361 0.0277208 -214.672 0.201214 
10 1.735 0.986962 0.974552 0.951438 0.026396 -214.671 0.198345 
10 1.74 0.987102 0.974823 0.951953 0.0260369 -214.743 0.196789 
10 1.74 0.986696 0.974053 0.950537 0.0278324 -214.57 0.2012 
10 1.74 0.986356 0.973498 0.949645 0.0344552 -214.524 0.207544 
10 1.745 0.986012 0.972734 0.948093 0.0294473 -214.324 0.215556 
10 1.745 0.986 0.97271 0.948048 0.0294739 -214.334 0.214911 
10 1.745 0.986262 0.973222 0.949017 0.0291821 -214.44 0.208027 
10 1.75 0.986034 0.972762 0.948096 0.0285183 -214.333 0.206111 
10 1.75 0.985752 0.972223 0.947107 0.0294923 -214.223 0.212466 
10 1.75 0.985998 0.972709 0.94805 0.0295488 -214.307 0.217517 
10 1.755 0.98589 0.972497 0.94764 0.0295287 -214.273 0.211023 
10 1.755 0.98544 0.971624 0.946 0.0303183 -214.123 0.214122 
10 1.755 0.98563 0.972004 0.946733 0.030652 -214.222 0.21047 
10 1.76 0.984946 0.97071 0.944381 0.0335896 -213.953 0.224127 
10 1.76 0.985452 0.971647 0.946036 0.0301657 -214.089 0.2173 
10 1.76 0.985332 0.97144 0.945699 0.0318437 -214.071 0.218866 
10 1.765 0.985386 0.971535 0.945871 0.0311474 -214.081 0.216059 
10 1.765 0.985104 0.971014 0.944979 0.0331121 -214.04 0.222086 
10 1.765 0.98513 0.971055 0.945017 0.0324965 -213.993 0.223257 
10 1.77 0.98448 0.969804 0.942687 0.034057 -213.751 0.228812 
10 1.77 0.984728 0.970285 0.943607 0.0336388 -213.887 0.228041 
10 1.77 0.985044 0.97087 0.944619 0.031557 -213.964 0.220698 
10 1.775 0.985164 0.971091 0.945001 0.0306103 -213.987 0.216095 
10 1.775 0.98447 0.969752 0.942505 0.0321385 -213.765 0.22425 
10 1.775 0.984382 0.969597 0.94225 0.0331695 -213.713 0.228456 
10 1.78 0.984004 0.968874 0.940921 0.0342813 -213.591 0.231475 
10 1.78 0.984142 0.969149 0.941475 0.0344811 -213.631 0.235688 
10 1.78 0.984372 0.969569 0.942179 0.0326205 -213.707 0.226452 
10 1.785 0.983876 0.968643 0.940533 0.0353623 -213.56 0.234779 
10 1.785 0.983906 0.96867 0.940496 0.0335632 -213.503 0.233773 
10 1.785 0.9835 0.96793 0.939244 0.0368487 -213.454 0.23711 
10 1.79 0.983358 0.967626 0.938593 0.0353633 -213.317 0.241993 
10 1.79 0.983146 0.967227 0.937878 0.0363566 -213.266 0.243619 
10 1.79 0.983528 0.967995 0.939362 0.0372979 -213.397 0.240883 
10 1.795 0.982952 0.966875 0.937295 0.0379101 -213.233 0.24633 
10 1.795 0.982734 0.966453 0.936492 0.0382532 -213.116 0.24487 
10 1.795 0.983118 0.967222 0.937996 0.0390684 -213.308 0.240223 
10 1.8 0.982674 0.966359 0.936368 0.0395072 -213.117 0.249123 
10 1.8 0.982868 0.966691 0.936876 0.0367475 -213.178 0.24023 
10 1.8 0.983436 0.967792 0.938932 0.0358463 -213.312 0.241518 
10 1.805 0.982106 0.965248 0.934266 0.0396457 -212.9 0.252273 
10 1.805 0.982926 0.966824 0.937169 0.0377019 -213.167 0.24392 
10 1.805 0.982774 0.966527 0.936624 0.0378163 -213.152 0.241583 
10 1.81 0.9824 0.965791 0.935207 0.0376309 -212.981 0.247754 
10 1.81 0.98227 0.965537 0.934731 0.0377374 -212.952 0.243991 
10 1.81 0.982436 0.965953 0.935621 0.0426954 -213.028 0.243951 
10 1.815 0.98172 0.964504 0.93289 0.0401896 -212.754 0.257897 
10 1.815 0.981404 0.963867 0.931608 0.0392919 -212.596 0.25626 
10 1.815 0.981254 0.963644 0.931362 0.0432081 -212.635 0.260181 
10 1.82 0.98145 0.964012 0.932049 0.0422163 -212.709 0.257706 
10 1.82 0.980942 0.963055 0.930338 0.0443754 -212.529 0.26608 
10 1.82 0.981238 0.963573 0.93114 0.0409202 -212.567 0.260334 
10 1.825 0.980868 0.962862 0.929832 0.0416289 -212.453 0.262378 
10 1.825 0.981396 0.963882 0.93173 0.0407699 -212.653 0.254448 
10 1.825 0.980984 0.963171 0.930572 0.0461015 -212.553 0.263557 
10 1.83 0.980748 0.962696 0.92969 0.0453334 -212.473 0.263854 
10 1.83 0.981178 0.963453 0.930885 0.0405602 -212.531 0.252804 
10 1.83 0.981084 0.963283 0.930641 0.041374 -212.521 0.265695 
10 1.835 0.980172 0.961597 0.927693 0.0468518 -212.25 0.273839 
10 1.835 0.980256 0.96169 0.927675 0.0429784 -212.186 0.269933 
10 1.835 0.980424 0.962024 0.928333 0.0432164 -212.275 0.269661 
10 1.84 0.979962 0.961113 0.92655 0.042776 -212.037 0.272397 
10 1.84 0.980324 0.961835 0.927973 0.0434508 -212.254 0.264414 
10 1.84 0.979874 0.961031 0.926673 0.0477404 -212.166 0.27519 
10 1.845 0.97916 0.959627 0.923979 0.0472853 -211.853 0.282633 
10 1.845 0.978994 0.959344 0.923523 0.0495603 -211.789 0.285757 
10 1.845 0.97947 0.960195 0.924954 0.0451642 -211.962 0.27591 
10 1.85 0.979212 0.959724 0.924155 0.0469199 -211.878 0.279259 
10 1.85 0.979348 0.960027 0.924798 0.0488678 -211.904 0.28629 
10 1.85 0.978974 0.959318 0.923534 0.0501377 -211.853 0.282304 
10 1.855 0.978684 0.958777 0.922403 0.051443 -211.656 0.276972 
10 1.855 0.978936 0.959245 0.923371 0.0501169 -211.833 0.28038 
10 1.855 0.978752 0.958894 0.922635 0.0505985 -211.677 0.281309 
10 1.86 0.97853 0.958436 0.921819 0.0491849 -211.588 0.291324 
10 1.86 0.978532 0.958422 0.921762 0.0482282 -211.623 0.288048 
10 1.86 0.978506 0.958353 0.921557 0.0472413 -211.562 0.286482 
10 1.865 0.978594 0.958492 0.92174 0.0453353 -211.56 0.285454 
10 1.865 0.977988 0.957453 0.920146 0.0532049 -211.46 0.291342 
10 1.865 0.97776 0.957003 0.919328 0.0530071 -211.419 0.294193 
10 1.87 0.977794 0.957117 0.919594 0.0553997 -211.39 0.297621 
10 1.87 0.977844 0.957151 0.91953 0.0519824 -211.398 0.290995 
10 1.87 0.97727 0.956043 0.9175 0.0527672 -211.213 0.299917 
10 1.875 0.976788 0.955237 0.916276 0.059853 -211.094 0.308684 
10 1.875 0.97725 0.955998 0.91735 0.0522793 -211.133 0.295939 
10 1.875 0.977056 0.955619 0.916662 0.0523164 -211.086 0.30359 
10 1.88 0.976272 0.95419 0.914223 0.0575841 -210.927 0.303862 
10 1.88 0.976482 0.954589 0.914939 0.0570374 -210.899 0.308303 
10 1.88 0.976048 0.953736 0.913334 0.0566926 -210.791 0.31172 
10 1.885 0.976032 0.953731 0.9134 0.0579361 -210.82 0.31248 
10 1.885 0.976412 0.9544 0.914447 0.054116 -210.874 0.302391 
10 1.885 0.976448 0.954447 0.914473 0.0528309 -210.867 0.301425 
10 1.89 0.97583 0.953302 0.912493 0.055971 -210.707 0.306813 
10 1.89 0.975934 0.953462 0.912676 0.0537094 -210.674 0.305115 
10 1.89 0.976562 0.954723 0.915174 0.0555291 -210.969 0.310894 
10 1.895 0.976072 0.953789 0.913449 0.0565747 -210.805 0.305313 
10 1.895 0.975542 0.952769 0.91157 0.057347 -210.592 0.311777 
10 1.895 0.975654 0.953007 0.912078 0.0583658 -210.64 0.318688 
10 1.9 0.97488 0.951566 0.90951 0.0618203 -210.392 0.326815 
10 1.9 0.97434 0.950454 0.907289 0.058735 -210.143 0.326132 
10 1.9 0.975488 0.952623 0.911164 0.0550464 -210.536 0.308689 
10 1.905 0.974296 0.950534 0.907828 0.0672853 -210.205 0.337326 
10 1.905 0.974496 0.950739 0.90775 0.0575804 -210.136 0.318776 
10 1.905 0.974444 0.950739 0.908028 0.0628919 -210.265 0.320239 
10 1.91 0.973298 0.948551 0.903955 0.0650431 -209.804 0.33048 
10 1.91 0.973786 0.949491 0.905778 0.0644768 -210.06 0.328108 
10 1.91 0.973728 0.949345 0.90542 0.0627697 -209.996 0.328425 
10 1.915 0.97349 0.948922 0.904705 0.0647342 -209.917 0.329486 
10 1.915 0.973106 0.948172 0.903294 0.0645824 -209.748 0.334626 
10 1.915 0.97341 0.948805 0.90459 0.0667098 -209.93 0.33225 
10 1.92 0.972944 0.947963 0.903099 0.0699319 -209.763 0.336705 
10 1.92 0.973106 0.948226 0.903497 0.0672309 -209.794 0.334813 
10 1.92 0.973074 0.948147 0.90334 0.066337 -209.712 0.342831 
10 1.925 0.972682 0.947439 0.902156 0.0690248 -209.664 0.344522 
10 1.925 0.97283 0.947612 0.902191 0.0630562 -209.638 0.331125 
10 1.925 0.97265 0.947316 0.901786 0.0658794 -209.658 0.331925 
10 1.93 0.971424 0.945008 0.897645 0.0695903 -209.189 0.351061 
10 1.93 0.971422 0.945137 0.898123 0.0764714 -209.272 0.352544 
10 1.93 0.971816 0.945737 0.898872 0.0678954 -209.262 0.342278 
10 1.935 0.970866 0.944013 0.896029 0.0740243 -209.076 0.354273 
10 1.935 0.971684 0.945584 0.898902 0.0730648 -209.373 0.352213 
10 1.935 0.971962 0.946051 0.899578 0.0692998 -209.37 0.338563 
10 1.94 0.970794 0.943897 0.895834 0.0750438 -209.001 0.356218 
10 1.94 0.970462 0.943226 0.89449 0.0736673 -208.881 0.356068 
10 1.94 0.970004 0.942387 0.893068 0.0762639 -208.692 0.359254 
10 1.945 0.969756 0.942199 0.892993 0.0910982 -208.764 0.360637 
10 1.945 0.970358 0.943023 0.894125 0.0734495 -208.752 0.363127 
10 1.945 0.970748 0.943691 0.895147 0.0688535 -208.91 0.350945 
10 1.95 0.969808 0.942105 0.892784 0.080872 -208.699 0.370224 
10 1.95 0.968992 0.940528 0.88986 0.0811417 -208.46 0.367609 
10 1.95 0.970112 0.94264 0.893584 0.078104 -208.833 0.355106 
10 1.955 0.969258 0.94098 0.890592 0.0777089 -208.51 0.370353 
10 1.955 0.969674 0.941724 0.891795 0.0745071 -208.644 0.361373 
10 1.955 0.969388 0.941379 0.891431 0.0852064 -208.586 0.363091 
10 1.96 0.967586 0.938026 0.885645 0.0919884 -208.027 0.389638 
10 1.96 0.968798 0.940091 0.88893 0.0776202 -208.294 0.368648 
10 1.96 0.967658 0.938036 0.885521 0.0854181 -207.934 0.394475 
10 1.965 0.96806 0.938851 0.88695 0.0870634 -208.145 0.375064 
10 1.965 0.967796 0.938441 0.886431 0.0922149 -208.025 0.397593 
10 1.965 0.968726 0.940019 0.888968 0.080866 -208.334 0.369338 
10 1.97 0.967948 0.938714 0.886885 0.0908888 -208.147 0.375765 
10 1.97 0.967976 0.938533 0.886126 0.0789596 -208.008 0.37689 
10 1.97 0.967612 0.938027 0.885503 0.0890181 -207.971 0.376655 
10 1.975 0.966092 0.935238 0.88077 0.0964135 -207.53 0.405351 
10 1.975 0.96703 0.936899 0.883554 0.0886957 -207.762 0.388149 
10 1.975 0.967008 0.936745 0.883034 0.0830667 -207.72 0.389074 
10 1.98 0.965876 0.934733 0.879717 0.091735 -207.45 0.398209 
10 1.98 0.966264 0.935375 0.880704 0.086293 -207.546 0.391746 
10 1.98 0.966548 0.936009 0.882058 0.0906224 -207.629 0.396649 
10 1.985 0.966426 0.935716 0.881353 0.0875096 -207.565 0.39117 
10 1.985 0.966048 0.935026 0.88012 0.0895467 -207.418 0.395145 
10 1.985 0.964952 0.932939 0.876364 0.0910367 -207.041 0.397405 
10 1.99 0.964546 0.932313 0.875522 0.09867 -206.976 0.414715 
10 1.99 0.965632 0.934265 0.87873 0.0914312 -207.329 0.38848 
10 1.99 0.965094 0.93334 0.877331 0.0971543 -207.192 0.397514 
10 1.995 0.964448 0.932067 0.875028 0.0955777 -206.956 0.409929 
10 1.995 0.963106 0.929615 0.870799 0.102372 -206.556 0.420713 
10 1.995 0.964842 0.932802 0.876367 0.0943496 -207.045 0.413917 
10 2 0.963952 0.931192 0.873603 0.0994311 -206.806 0.414524 
10 2 0.963364 0.930112 0.871684 0.10211 -206.564 0.42208 
10 2 0.963848 0.930969 0.873074 0.0982996 -206.756 0.41071 
10 2.005 0.96305 0.929549 0.870787 0.103901 -206.528 0.430384 
10 2.005 0.963194 0.929808 0.871151 0.103006 -206.562 0.417492 
10 2.005 0.962894 0.92919 0.869971 0.101003 -206.464 0.418853 
10 2.01 0.961476 0.926633 0.86579 0.109281 -206.145 0.429583 
10 2.01 0.962252 0.928166 0.868494 0.111306 -206.254 0.43509 
10 2.01 0.961922 0.927701 0.867847 0.119731 -206.248 0.434177 
10 2.015 0.96184 0.927257 0.866667 0.105245 -206.148 0.426305 
10 2.015 0.961608 0.927005 0.866568 0.114913 -206.084 0.439241 
10 2.015 0.961338 0.926442 0.865351 0.112727 -206.028 0.427015 
10 2.02 0.959748 0.923557 0.860523 0.120809 -205.518 0.446664 
10 2.02 0.961456 0.926705 0.865995 0.114212 -206.072 0.436925 
10 2.02 0.960668 0.925185 0.86325 0.113938 -205.839 0.438589 
10 2.025 0.959684 0.923424 0.860206 0.12005 -205.453 0.44812 
10 2.025 0.960476 0.924765 0.862454 0.111147 -205.762 0.437983 
10 2.025 0.959336 0.922678 0.858846 0.116154 -205.32 0.461116 
10 2.03 0.95858 0.921553 0.857368 0.131901 -205.265 0.462656 
10 2.03 0.959632 0.923472 0.860606 0.12702 -205.539 0.452652 
10 2.03 0.959518 0.923107 0.859621 0.119797 -205.4 0.445334 
10 2.035 0.958848 0.921862 0.857518 0.121519 -205.232 0.451881 
10 2.035 0.959502 0.922972 0.859365 0.1144 -205.397 0.447432 
10 2.035 0.95928 0.922648 0.858995 0.119408 -205.348 0.456871 
10 2.04 0.958104 0.920523 0.855467 0.125483 -205.133 0.455613 
10 2.04 0.958422 0.920873 0.855527 0.112743 -205.045 0.44782 
10 2.04 0.95805 0.920362 0.854891 0.122678 -204.897 0.458777 
10 2.045 0.957308 0.918869 0.852063 0.118832 -204.584 0.472511 
10 2.045 0.95698 0.918422 0.851647 0.12771 -204.696 0.461888 
10 2.045 0.956746 0.918051 0.851131 0.131455 -204.579 0.477474 
10 2.05 0.955498 0.91579 0.847423 0.137253 -204.302 0.481617 
10 2.05 0.956298 0.917183 0.849604 0.130596 -204.449 0.477469 
10 2.05 0.957582 0.91958 0.853672 0.127647 -204.785 0.465679 
10 2.055 0.956038 0.916812 0.849284 0.136422 -204.41 0.487467 
10 2.055 0.95574 0.916186 0.847707 0.133653 -204.262 0.466035 
10 2.055 0.955624 0.91582 0.846997 0.126636 -204.214 0.471004 
10 2.06 0.954812 0.914407 0.844751 0.133078 -203.955 0.48297 
10 2.06 0.955252 0.915199 0.845949 0.130715 -204.085 0.474164 
10 2.06 0.954702 0.914426 0.84516 0.144169 -204.063 0.48701 
10 2.065 0.954782 0.914379 0.844845 0.134157 -203.954 0.493635 
10 2.065 0.953548 0.912386 0.841805 0.151681 -203.714 0.504373 
10 2.065 0.953304 0.912 0.841079 0.155497 -203.576 0.50579 
10 2.07 0.952672 0.910861 0.839298 0.158299 -203.475 0.500709 
10 2.07 0.953894 0.912616 0.841425 0.130549 -203.617 0.474285 
10 2.07 0.953338 0.911773 0.840302 0.141058 -203.561 0.485187 
10 2.075 0.951466 0.908503 0.835117 0.154969 -203.013 0.517448 
10 2.075 0.9522 0.910043 0.838143 0.161829 -203.353 0.518779 
10 2.075 0.951202 0.908205 0.834991 0.164804 -203.102 0.514279 
10 2.08 0.951288 0.908283 0.834955 0.160289 -203.018 0.520125 
10 2.08 0.951812 0.908985 0.835509 0.146108 -203.017 0.49635 
10 2.08 0.950842 0.907367 0.833174 0.157058 -202.876 0.51805 
10 2.085 0.94998 0.905736 0.830339 0.15703 -202.558 0.528084 
10 2.085 0.950384 0.906676 0.832242 0.165307 -202.773 0.521368 
10 2.085 0.95018 0.906519 0.832172 0.176332 -202.703 0.523502 
10 2.09 0.949364 0.904636 0.828432 0.160023 -202.349 0.5251 
10 2.09 0.949154 0.904455 0.828547 0.170416 -202.373 0.539898 
10 2.09 0.949614 0.90513 0.829462 0.160942 -202.583 0.518777 
10 2.095 0.948456 0.903209 0.826616 0.173763 -202.314 0.537302 
10 2.095 0.947482 0.90139 0.823489 0.175063 -201.937 0.554484 
10 2.095 0.948262 0.902852 0.825986 0.174302 -202.102 0.553956 
10 2.1 0.947716 0.901846 0.82404 0.175272 -201.922 0.532074 
10 2.1 0.948256 0.902633 0.825042 0.164 -202.067 0.523397 
10 2.1 0.947696 0.90193 0.824423 0.181077 -201.968 0.539662 
10 2.105 0.946374 0.899464 0.820297 0.182433 -201.604 0.55436 
10 2.105 0.946528 0.899847 0.820834 0.186783 -201.607 0.538129 
10 2.105 0.94586 0.898677 0.819093 0.191243 -201.535 0.550468 
10 2.11 0.94509 0.89737 0.817062 0.197849 -201.367 0.5522 
10 2.11 0.94534 0.897961 0.818266 0.203456 -201.334 0.571414 
10 2.11 0.94576 0.898476 0.81869 0.190253 -201.483 0.545472 
10 2.115 0.943904 0.894959 0.812545 0.189309 -200.841 0.562543 
