size temperature m m2 m4 ms 
16 2.303 0.662429 0.483623 0.288276 4.98114 
16 2.303 0.666455 0.48831 0.292655 4.90745 
16 2.303 0.663853 0.486014 0.291289 5.03698 
16 2.303 0.665774 0.487395 0.291618 4.9065 
16 2.303 0.663769 0.485522 0.290192 4.99473 
16 2.304 0.665569 0.486233 0.289417 4.80572 
16 2.304 0.665778 0.487964 0.292709 4.96702 
16 2.304 0.664423 0.486611 0.291293 5.01702 
16 2.304 0.66552 0.487301 0.291643 4.93151 
16 2.304 0.661098 0.482392 0.287485 5.03786 
16 2.305 0.660304 0.480791 0.285687 4.97445 
16 2.305 0.660394 0.481572 0.286416 5.04802 
16 2.305 0.659547 0.481014 0.28631 5.11019 
16 2.305 0.663516 0.484528 0.288085 4.91716 
16 2.305 0.663751 0.485564 0.290361 4.99769 
16 2.306 0.661966 0.482966 0.287299 4.96987 
16 2.306 0.658624 0.4799 0.285773 5.11934 
16 2.306 0.659292 0.480196 0.285197 5.05443 
16 2.306 0.661125 0.482767 0.288144 5.07128 
16 2.306 0.660351 0.481028 0.285809 4.99182 
16 2.307 0.661439 0.481804 0.286291 4.91611 
16 2.307 0.661151 0.481376 0.285735 4.91087 
16 2.307 0.659637 0.480217 0.285177 5.00422 
16 2.307 0.663184 0.484995 0.289767 5.01376 
16 2.307 0.666743 0.48913 0.293924 4.94732 
16 2.308 0.657571 0.477883 0.282994 5.04492 
16 2.308 0.656123 0.476878 0.282979 5.14436 
16 2.308 0.657898 0.479018 0.284979 5.12311 
16 2.308 0.65979 0.480944 0.285818 5.06028 
16 2.308 0.656527 0.477934 0.28404 5.20276 
16 2.309 0.65564 0.475708 0.281158 5.08276 
16 2.309 0.655062 0.47605 0.282582 5.20468 
16 2.309 0.656527 0.476152 0.280623 5.00287 
16 2.309 0.659177 0.479771 0.284648 5.01759 
16 2.309 0.656485 0.476606 0.282137 5.05934 
16 2.31 0.653005 0.472962 0.279219 5.15829 
16 2.31 0.655679 0.474683 0.279417 4.96135 
16 2.31 0.653784 0.473682 0.279533 5.12528 
16 2.31 0.650112 0.469771 0.276572 5.22251 
16 2.31 0.655894 0.475737 0.281112 5.04688 
16 2.311 0.651707 0.471078 0.277289 5.13502 
16 2.311 0.653494 0.472814 0.278049 5.06902 
16 2.311 0.653493 0.473651 0.279675 5.16186 
16 2.311 0.653088 0.47296 0.278926 5.14397 
16 2.311 0.654547 0.475022 0.281039 5.16099 
16 2.312 0.651637 0.470746 0.276215 5.10618 
16 2.312 0.652486 0.471042 0.276072 5.01637 
16 2.312 0.649549 0.468742 0.274947 5.18507 
16 2.312 0.65529 0.474472 0.279415 4.99012 
16 2.312 0.652889 0.47174 0.276614 5.03539 
16 2.313 0.64845 0.468288 0.275782 5.29051 
16 2.313 0.647402 0.467087 0.274785 5.30795 
16 2.313 0.653075 0.472148 0.277021 5.05144 
16 2.313 0.648523 0.468472 0.276041 5.30035 
16 2.313 0.650181 0.469891 0.276388 5.21914 
16 2.314 0.647209 0.467259 0.274858 5.35237 
16 2.314 0.647051 0.466117 0.272648 5.24862 
16 2.314 0.647439 0.466801 0.273839 5.26861 
16 2.314 0.651134 0.469887 0.275284 5.07919 
16 2.314 0.64885 0.468666 0.275546 5.27267 
16 2.315 0.646288 0.465042 0.271823 5.23663 
16 2.315 0.646225 0.464094 0.270524 5.1407 
16 2.315 0.64477 0.463049 0.269789 5.23296 
16 2.315 0.645076 0.463189 0.269515 5.20475 
16 2.315 0.645193 0.463543 0.270252 5.2272 
16 2.316 0.642666 0.461624 0.269509 5.37259 
16 2.316 0.644634 0.463809 0.27127 5.3339 
16 2.316 0.644006 0.461824 0.26855 5.204 
16 2.316 0.64618 0.464301 0.271178 5.16772 
16 2.316 0.647731 0.46625 0.272593 5.16134 
16 2.317 0.644634 0.462645 0.269045 5.20306 
16 2.317 0.644768 0.463591 0.270856 5.28849 
16 2.317 0.642692 0.461153 0.268768 5.3144 
16 2.317 0.644484 0.462009 0.268529 5.15425 
16 2.317 0.646862 0.46544 0.272149 5.19397 
16 2.318 0.644636 0.462002 0.268128 5.12958 
16 2.318 0.639017 0.457134 0.265223 5.38851 
16 2.318 0.6459 0.464725 0.271345 5.25008 
16 2.318 0.641503 0.459535 0.266542 5.30207 
16 2.318 0.643765 0.462199 0.269479 5.27527 
16 2.319 0.637134 0.454315 0.262241 5.34018 
16 2.319 0.643473 0.461449 0.268589 5.23174 
16 2.319 0.638762 0.456356 0.26406 5.33631 
16 2.319 0.63724 0.455217 0.263887 5.42496 
16 2.319 0.639895 0.457643 0.265125 5.31849 
16 2.32 0.636269 0.452696 0.260277 5.28088 
16 2.32 0.636713 0.453802 0.26198 5.34046 
16 2.32 0.639754 0.457875 0.265658 5.36164 
16 2.32 0.63735 0.454679 0.263076 5.34771 
16 2.32 0.638378 0.456056 0.264178 5.355 
16 2.321 0.640881 0.458911 0.266592 5.31433 
16 2.321 0.639023 0.456583 0.264019 5.31984 
16 2.321 0.635041 0.452764 0.261853 5.4582 
16 2.321 0.639184 0.456254 0.262733 5.26102 
16 2.321 0.63662 0.454328 0.262489 5.40931 
16 2.322 0.63847 0.455799 0.263483 5.30911 
16 2.322 0.638889 0.456745 0.264889 5.35441 
16 2.322 0.636309 0.453466 0.261364 5.35565 
16 2.322 0.634502 0.452298 0.260839 5.47992 
16 2.322 0.637652 0.45451 0.26176 5.28202 
16 2.323 0.634317 0.45052 0.258414 5.30749 
16 2.323 0.637194 0.454963 0.262993 5.39406 
16 2.323 0.637097 0.454464 0.262416 5.3527 
16 2.323 0.633627 0.450542 0.259138 5.40649 
16 2.323 0.635117 0.452287 0.260732 5.39037 
16 2.324 0.635105 0.452114 0.260209 5.37059 
16 2.324 0.631473 0.448181 0.257321 5.44417 
16 2.324 0.632687 0.449008 0.257293 5.36617 
16 2.324 0.634092 0.451343 0.259535 5.42735 
16 2.324 0.635999 0.452474 0.260504 5.2851 
16 2.325 0.633747 0.44998 0.257782 5.32312 
16 2.325 0.631674 0.446805 0.254738 5.26228 
16 2.325 0.630543 0.446593 0.255278 5.39618 
16 2.325 0.629875 0.445261 0.25411 5.34223 
16 2.325 0.631517 0.448045 0.256746 5.42071 
16 2.326 0.629737 0.445959 0.255069 5.43597 
16 2.326 0.632162 0.448498 0.256719 5.37864 
16 2.326 0.62923 0.444874 0.253634 5.38682 
16 2.326 0.630758 0.446862 0.25555 5.3937 
16 2.326 0.628298 0.44375 0.252791 5.39211 
16 2.327 0.62748 0.443361 0.2528 5.46001 
16 2.327 0.62934 0.445454 0.254637 5.43303 
16 2.327 0.630112 0.446183 0.254931 5.40616 
16 2.327 0.628116 0.444397 0.253813 5.48615 
16 2.327 0.635147 0.452143 0.260314 5.36111 
16 2.328 0.63294 0.449996 0.258288 5.43045 
16 2.328 0.625599 0.441363 0.251075 5.49704 
16 2.328 0.627614 0.443293 0.252449 5.43163 
16 2.328 0.629292 0.444623 0.252819 5.34587 
16 2.328 0.624615 0.439815 0.249016 5.46211 
16 2.329 0.622772 0.438436 0.248664 5.56086 
16 2.329 0.62553 0.441204 0.251146 5.48668 
16 2.329 0.625194 0.441158 0.251011 5.52785 
16 2.329 0.628003 0.442677 0.250776 5.30784 
16 2.329 0.630018 0.445796 0.25432 5.37203 
16 2.33 0.624769 0.439464 0.248509 5.3978 
16 2.33 0.625356 0.439919 0.248332 5.36709 
16 2.33 0.62203 0.437508 0.247705 5.55792 
16 2.33 0.625038 0.440111 0.249865 5.43189 
16 2.33 0.622825 0.437685 0.248027 5.46875 
16 2.331 0.619946 0.435444 0.246334 5.61317 
16 2.331 0.621081 0.43566 0.245951 5.48226 
16 2.331 0.623211 0.438303 0.248024 5.48139 
16 2.331 0.620804 0.436133 0.246762 5.57198 
16 2.331 0.620817 0.435766 0.246706 5.52983 
16 2.332 0.620604 0.434915 0.244888 5.46319 
16 2.332 0.619654 0.434669 0.245158 5.56548 
16 2.332 0.619595 0.435177 0.246437 5.62933 
16 2.332 0.622488 0.437636 0.24721 5.50466 
16 2.332 0.623568 0.438333 0.247762 5.43356 
16 2.333 0.620112 0.434674 0.244488 5.5014 
16 2.333 0.621681 0.436443 0.246428 5.48166 
16 2.333 0.62007 0.435187 0.245981 5.56343 
16 2.333 0.618605 0.432959 0.2436 5.51786 
16 2.333 0.620452 0.434679 0.244922 5.45551 
16 2.334 0.616395 0.432047 0.244117 5.71485 
16 2.334 0.621911 0.437659 0.248077 5.58132 
16 2.334 0.613184 0.426992 0.238737 5.59354 
16 2.334 0.619305 0.433867 0.244147 5.52015 
16 2.334 0.615777 0.430148 0.241562 5.59019 
16 2.335 0.619026 0.433664 0.244403 5.5334 
16 2.335 0.617498 0.431558 0.242234 5.50956 
16 2.335 0.613695 0.428342 0.239893 5.6705 
16 2.335 0.61964 0.434741 0.245611 5.5681 
16 2.335 0.614364 0.428245 0.239599 5.56975 
16 2.336 0.613034 0.427327 0.239174 5.64568 
16 2.336 0.616889 0.431287 0.242553 5.56001 
16 2.336 0.61222 0.425403 0.237192 5.54398 
16 2.336 0.613927 0.428301 0.24033 5.6323 
16 2.336 0.614973 0.428257 0.238931 5.48654 
16 2.337 0.615016 0.428511 0.239105 5.50617 
16 2.337 0.61189 0.425893 0.237637 5.63966 
16 2.337 0.610148 0.423792 0.236184 5.64269 
16 2.337 0.611098 0.423942 0.235508 5.53194 
16 2.337 0.61143 0.425025 0.236773 5.60618 
16 2.338 0.612214 0.42583 0.23763 5.58688 
16 2.338 0.61001 0.423399 0.23546 5.61559 
16 2.338 0.61147 0.424179 0.235634 5.50577 
16 2.338 0.60857 0.422122 0.23469 5.66791 
16 2.338 0.61543 0.430048 0.241514 5.6164 
16 2.339 0.609264 0.42276 0.234886 5.64285 
16 2.339 0.611417 0.424553 0.236521 5.55144 
16 2.339 0.611964 0.426639 0.239491 5.70657 
16 2.339 0.612573 0.425574 0.236565 5.50839 
16 2.339 0.61453 0.427823 0.238558 5.49156 
16 2.34 0.601805 0.415488 0.229646 5.83306 
16 2.34 0.606891 0.420415 0.233124 5.69959 
16 2.34 0.603205 0.41726 0.231147 5.84251 
16 2.34 0.611602 0.425287 0.236979 5.60463 
16 2.34 0.60965 0.423463 0.236005 5.66587 
16 2.341 0.607636 0.419702 0.231867 5.52033 
16 2.341 0.603509 0.416496 0.230003 5.7162 
16 2.341 0.608909 0.422523 0.23495 5.65943 
16 2.341 0.607199 0.421417 0.234936 5.76589 
16 2.341 0.604447 0.418282 0.232469 5.78768 
16 2.342 0.610216 0.421812 0.232158 5.40512 
16 2.342 0.602292 0.415776 0.23035 5.79554 
16 2.342 0.603052 0.416228 0.230151 5.74486 
16 2.342 0.602405 0.415171 0.228832 5.7145 
16 2.342 0.605122 0.418887 0.232218 5.76218 
16 2.343 0.602412 0.415091 0.228779 5.70253 
16 2.343 0.601695 0.413978 0.227336 5.67522 
16 2.343 0.602377 0.415481 0.229575 5.74975 
16 2.343 0.603806 0.415832 0.228707 5.59965 
16 2.343 0.60295 0.4156 0.229473 5.68725 
16 2.344 0.601762 0.414674 0.228388 5.74003 
16 2.344 0.599065 0.411866 0.226482 5.78705 
16 2.344 0.602812 0.41566 0.229118 5.70958 
16 2.344 0.599036 0.411574 0.225949 5.75885 
16 2.344 0.603492 0.417085 0.230997 5.77552 
16 2.345 0.603536 0.416175 0.229775 5.66801 
16 2.345 0.599322 0.411659 0.225895 5.7283 
16 2.345 0.598844 0.411273 0.226009 5.74871 
16 2.345 0.600605 0.412369 0.225673 5.63768 
16 2.345 0.601523 0.414243 0.22811 5.72186 
16 2.346 0.599018 0.411333 0.225532 5.73002 
16 2.346 0.599927 0.412053 0.226056 5.68965 
16 2.346 0.59708 0.409286 0.223934 5.75966 
16 2.346 0.603962 0.416524 0.229793 5.64752 
16 2.346 0.602432 0.415248 0.228684 5.70968 
16 2.347 0.59584 0.407422 0.221928 5.71519 
16 2.347 0.595115 0.407235 0.2221 5.78898 
16 2.347 0.593503 0.405568 0.221216 5.81611 
16 2.347 0.598027 0.409115 0.222823 5.61497 
16 2.347 0.59956 0.411716 0.225812 5.69844 
16 2.348 0.597845 0.410035 0.224149 5.7367 
16 2.348 0.597156 0.410154 0.22548 5.83938 
16 2.348 0.595885 0.408643 0.223921 5.83997 
16 2.348 0.598866 0.411945 0.226517 5.81172 
16 2.348 0.5955 0.407741 0.222773 5.79169 
16 2.349 0.595193 0.407214 0.222002 5.7716 
16 2.349 0.594992 0.405934 0.219898 5.65815 
16 2.349 0.595401 0.407418 0.222379 5.76693 
16 2.349 0.593555 0.405604 0.220776 5.80841 
16 2.349 0.595737 0.408367 0.223363 5.82676 
16 2.35 0.591384 0.403266 0.21918 5.83145 
16 2.35 0.594596 0.405931 0.220297 5.70677 
16 2.35 0.595819 0.407194 0.22108 5.68587 
16 2.35 0.595148 0.406827 0.221135 5.73278 
16 2.35 0.596082 0.407696 0.222184 5.70636 
16 2.351 0.589934 0.401336 0.217363 5.80537 
16 2.351 0.587605 0.399445 0.216476 5.89798 
16 2.351 0.590281 0.401303 0.21665 5.75714 
16 2.351 0.588491 0.400345 0.216348 5.88267 
16 2.351 0.592807 0.403539 0.218007 5.67516 
16 2.352 0.587965 0.399538 0.216487 5.85966 
16 2.352 0.59012 0.402261 0.21871 5.87968 
16 2.352 0.591854 0.403923 0.220153 5.83752 
16 2.352 0.589466 0.401396 0.21809 5.86946 
16 2.352 0.593756 0.404833 0.220122 5.69105 
16 2.353 0.58601 0.396984 0.213514 5.82893 
16 2.353 0.585093 0.396464 0.21365 5.88923 
16 2.353 0.585237 0.39698 0.214487 5.92695 
16 2.353 0.584844 0.396005 0.212553 5.87101 
16 2.353 0.592078 0.402226 0.217038 5.62152 
16 2.354 0.586712 0.39782 0.21462 5.82776 
16 2.354 0.587881 0.398708 0.214734 5.77502 
16 2.354 0.588725 0.399918 0.215842 5.79868 
16 2.354 0.585818 0.397115 0.213882 5.86518 
16 2.354 0.58712 0.398045 0.214451 5.80028 
16 2.355 0.584678 0.395932 0.212727 5.87916 
16 2.355 0.582613 0.393643 0.210907 5.89235 
16 2.355 0.585895 0.396445 0.212477 5.78016 
16 2.355 0.586327 0.398234 0.21587 5.91948 
16 2.355 0.583195 0.394526 0.211892 5.91461 
16 2.356 0.582559 0.392693 0.209766 5.79348 
16 2.356 0.584247 0.395596 0.212953 5.89494 
16 2.356 0.58515 0.396231 0.213011 5.84917 
16 2.356 0.583531 0.394184 0.211275 5.83225 
16 2.356 0.581963 0.393359 0.211559 5.94123 
16 2.357 0.583381 0.393446 0.21013 5.7687 
16 2.357 0.585987 0.397627 0.214434 5.89189 
16 2.357 0.579947 0.391103 0.209868 5.94817 
16 2.357 0.583231 0.393623 0.21077 5.80686 
16 2.357 0.577657 0.38751 0.20581 5.84578 
16 2.358 0.583981 0.394328 0.211093 5.78599 
16 2.358 0.581517 0.392552 0.210271 5.90488 
16 2.358 0.576628 0.38755 0.206274 5.97655 
16 2.358 0.577933 0.387248 0.205225 5.78024 
16 2.358 0.578191 0.389038 0.20771 5.94213 
16 2.359 0.581045 0.391343 0.208775 5.83081 
16 2.359 0.577375 0.388571 0.207696 5.99133 
16 2.359 0.58134 0.391097 0.208431 5.76687 
16 2.359 0.575259 0.385855 0.205219 5.96125 
16 2.359 0.576143 0.386893 0.206134 5.96345 
16 2.36 0.58223 0.392654 0.210056 5.82099 
16 2.36 0.578066 0.388655 0.206733 5.91134 
16 2.36 0.576912 0.38755 0.206511 5.93609 
16 2.36 0.581529 0.391018 0.207975 5.73208 
16 2.36 0.575026 0.385568 0.204918 5.95673 
16 2.361 0.573113 0.383405 0.203042 5.95771 
16 2.361 0.577976 0.38691 0.204629 5.73085 
16 2.361 0.579363 0.390533 0.209484 5.94958 
16 2.361 0.575373 0.384996 0.203439 5.84891 
16 2.361 0.577143 0.388219 0.206477 5.97715 
16 2.362 0.573929 0.384787 0.204466 6.0036 
16 2.362 0.573271 0.383584 0.203395 5.95502 
16 2.362 0.565962 0.375717 0.196764 6.00482 
16 2.362 0.575654 0.386066 0.205223 5.92732 
16 2.362 0.573952 0.383954 0.20323 5.9104 
16 2.363 0.573522 0.383167 0.202273 5.87619 
16 2.363 0.567339 0.378732 0.200338 6.15989 
16 2.363 0.571977 0.382262 0.201689 5.96978 
16 2.363 0.570276 0.380428 0.200592 5.98162 
16 2.363 0.572575 0.381666 0.200674 5.83111 
16 2.364 0.568375 0.378848 0.199847 6.04238 
16 2.364 0.570298 0.379304 0.199104 5.85467 
16 2.364 0.569395 0.3796 0.200081 5.99808 
16 2.364 0.566571 0.375811 0.195956 5.93526 
16 2.364 0.572077 0.381479 0.200501 5.87009 
16 2.365 0.569662 0.379898 0.200513 5.99493 
16 2.365 0.565721 0.375396 0.196353 5.99201 
16 2.365 0.564987 0.375381 0.19683 6.0802 
16 2.365 0.574145 0.383232 0.201295 5.80076 
16 2.365 0.573096 0.383185 0.202642 5.92597 
16 2.366 0.572612 0.381011 0.200072 5.74818 
16 2.366 0.568902 0.378537 0.199266 5.93887 
16 2.366 0.569821 0.378498 0.197873 5.82129 
16 2.366 0.567089 0.376732 0.197572 5.96629 
16 2.366 0.568055 0.377172 0.197241 5.89528 
16 2.367 0.566861 0.376978 0.197967 6.01836 
16 2.367 0.569651 0.378768 0.198538 5.8691 
16 2.367 0.56857 0.378417 0.198806 5.96417 
16 2.367 0.571655 0.381195 0.200844 5.8842 
16 2.367 0.566694 0.376263 0.197154 5.96159 
16 2.368 0.571002 0.380194 0.199605 5.85417 
16 2.368 0.569745 0.378208 0.197624 5.79448 
16 2.368 0.564459 0.372825 0.193661 5.86066 
16 2.368 0.570688 0.38001 0.199693 5.87299 
16 2.368 0.569154 0.378674 0.198495 5.91764 
16 2.369 0.569366 0.379098 0.1991 5.93488 
16 2.369 0.563017 0.373077 0.194436 6.06112 
16 2.369 0.560209 0.369577 0.191852 6.02372 
16 2.369 0.564196 0.37306 0.194231 5.91568 
16 2.369 0.563768 0.373665 0.195605 6.03316 
16 2.37 0.564145 0.37354 0.19489 5.97129 
16 2.37 0.56031 0.369536 0.192052 6.00449 
16 2.37 0.561545 0.370497 0.192117 5.95873 
16 2.37 0.567334 0.376554 0.197067 5.90696 
16 2.37 0.561487 0.370263 0.191958 5.94043 
16 2.371 0.559107 0.368247 0.190886 6.00822 
16 2.371 0.559775 0.369205 0.191562 6.03098 
16 2.371 0.561174 0.370708 0.192941 6.02389 
16 2.371 0.559305 0.368002 0.190299 5.95787 
16 2.371 0.558063 0.367439 0.189922 6.04686 
16 2.372 0.560889 0.369453 0.191604 5.9204 
16 2.372 0.557192 0.366305 0.189595 6.02674 
16 2.372 0.558882 0.367825 0.190946 5.98723 
16 2.372 0.561654 0.369983 0.191512 5.885 
16 2.372 0.558867 0.368356 0.191074 6.04643 
16 2.373 0.557813 0.365978 0.188545 5.91427 
16 2.373 0.554573 0.362661 0.186019 5.94526 
16 2.373 0.556688 0.36565 0.188967 6.01418 
16 2.373 0.556631 0.365569 0.188804 6.01223 
16 2.373 0.556214 0.366221 0.189982 6.13268 
16 2.374 0.557148 0.365549 0.188528 5.94538 
16 2.374 0.555104 0.364085 0.187579 6.03273 
16 2.374 0.55389 0.363082 0.187092 6.0698 
16 2.374 0.555559 0.364916 0.188062 6.0678 
16 2.374 0.554852 0.364057 0.187336 6.05985 
16 2.375 0.553795 0.362358 0.186242 6.00057 
16 2.375 0.556789 0.366049 0.189031 6.03996 
16 2.375 0.553791 0.362132 0.185729 5.97656 
16 2.375 0.55268 0.361541 0.185663 6.04545 
16 2.375 0.555718 0.364887 0.188366 6.04318 
16 2.376 0.552956 0.361177 0.185036 5.9708 
16 2.376 0.548771 0.35706 0.182149 6.02404 
16 2.376 0.552504 0.361327 0.185476 6.04083 
16 2.376 0.554618 0.362552 0.185696 5.92062 
16 2.376 0.55592 0.364391 0.187475 5.96309 
16 2.377 0.553267 0.362193 0.186201 6.04068 
16 2.377 0.552041 0.360161 0.183541 5.96775 
16 2.377 0.549355 0.357224 0.181547 5.97004 
16 2.377 0.553616 0.361811 0.185245 5.9579 
16 2.377 0.552292 0.36038 0.18433 5.96149 
16 2.378 0.552335 0.361609 0.186216 6.08618 
16 2.378 0.550601 0.360393 0.185578 6.16121 
16 2.378 0.547645 0.355852 0.181402 6.02187 
16 2.378 0.548459 0.357296 0.182238 6.08127 
16 2.378 0.547795 0.356027 0.181073 6.02287 
16 2.379 0.545257 0.353341 0.179638 6.02989 
16 2.379 0.550722 0.358724 0.183015 5.96462 
16 2.379 0.550002 0.358616 0.183403 6.03836 
16 2.379 0.548403 0.357337 0.182717 6.08964 
16 2.379 0.54877 0.35704 0.182089 6.0144 
16 2.38 0.545294 0.354898 0.181292 6.19057 
16 2.38 0.543663 0.351966 0.178231 6.06619 
16 2.38 0.547197 0.355999 0.18099 6.0853 
16 2.38 0.542965 0.349461 0.174779 5.87836 
16 2.38 0.545618 0.354157 0.180546 6.0728 
16 2.381 0.543993 0.351668 0.177379 5.99296 
16 2.381 0.546092 0.353579 0.17853 5.95249 
16 2.381 0.5424 0.351497 0.178508 6.16068 
16 2.381 0.54499 0.353171 0.178649 6.03787 
16 2.381 0.546864 0.355444 0.18073 6.06229 
16 2.382 0.539398 0.348248 0.175534 6.15794 
16 2.382 0.544707 0.353277 0.179055 6.07989 
16 2.382 0.545891 0.354488 0.180351 6.07119 
16 2.382 0.544521 0.352439 0.178244 6.0116 
16 2.382 0.541527 0.350045 0.176749 6.10376 
16 2.383 0.541769 0.349616 0.17633 6.02701 
16 2.383 0.542885 0.350744 0.177346 6.01804 
16 2.383 0.540823 0.349243 0.176247 6.09689 
16 2.383 0.54773 0.356095 0.181342 6.02519 
16 2.383 0.543807 0.352111 0.178272 6.05724 
16 2.384 0.545431 0.353245 0.178643 5.98657 
16 2.384 0.5404 0.347604 0.173977 5.96742 
16 2.384 0.538803 0.347583 0.175386 6.15021 
16 2.384 0.542096 0.349112 0.174839 5.93223 
16 2.384 0.54313 0.350618 0.17669 5.97354 
16 2.385 0.542394 0.350621 0.176972 6.05709 
16 2.385 0.537775 0.345736 0.173368 6.06826 
16 2.385 0.538584 0.346878 0.174988 6.09726 
16 2.385 0.541245 0.349221 0.175649 6.04037 
16 2.385 0.539167 0.346991 0.174109 6.04201 
16 2.386 0.534993 0.342623 0.171254 6.05187 
16 2.386 0.534777 0.343902 0.17333 6.21382 
16 2.386 0.539161 0.34584 0.172174 5.9167 
16 2.386 0.538448 0.346286 0.173807 6.04695 
16 2.386 0.53398 0.342861 0.171786 6.19357 
16 2.387 0.532055 0.340613 0.169846 6.17 
16 2.387 0.535553 0.343577 0.1721 6.08738 
16 2.387 0.538013 0.345243 0.172309 5.98284 
16 2.387 0.534202 0.341559 0.169866 6.0259 
16 2.387 0.532655 0.340758 0.170097 6.11705 
16 2.388 0.538089 0.345205 0.172283 5.96746 
16 2.388 0.531967 0.339854 0.169129 6.09605 
16 2.388 0.539319 0.347635 0.174744 6.08598 
16 2.388 0.535202 0.342542 0.170932 6.01416 
16 2.388 0.533934 0.341385 0.17018 6.03546 
16 2.389 0.536783 0.343761 0.171635 5.96069 
16 2.389 0.533111 0.339792 0.167776 5.95633 
16 2.389 0.529256 0.337527 0.168155 6.1524 
16 2.389 0.530441 0.338835 0.16912 6.15813 
16 2.389 0.531752 0.340023 0.169628 6.13617 
16 2.39 0.534298 0.341254 0.169144 5.97463 
16 2.39 0.53348 0.34066 0.169348 6.00469 
16 2.39 0.530005 0.337971 0.167941 6.11241 
16 2.39 0.532842 0.339735 0.168271 5.97847 
16 2.39 0.529608 0.337426 0.167063 6.09921 
16 2.391 0.531152 0.338681 0.16827 6.05557 
16 2.391 0.527226 0.33502 0.165343 6.10859 
16 2.391 0.528988 0.336592 0.166804 6.07755 
16 2.391 0.531429 0.339599 0.168871 6.12238 
16 2.391 0.530244 0.337631 0.167227 6.04641 
16 2.392 0.529037 0.336637 0.166488 6.0744 
16 2.392 0.524398 0.332306 0.163347 6.13379 
16 2.392 0.528759 0.337441 0.16848 6.1918 
16 2.392 0.531437 0.339429 0.168918 6.10076 
16 2.392 0.526927 0.334821 0.165463 6.11848 
16 2.393 0.527189 0.334524 0.16446 6.05453 
16 2.393 0.526244 0.333381 0.16409 6.03874 
16 2.393 0.526849 0.33445 0.16471 6.08498 
16 2.393 0.526244 0.334835 0.165793 6.19438 
16 2.393 0.525612 0.333207 0.16397 6.09125 
16 2.394 0.526216 0.334194 0.164906 6.12639 
16 2.394 0.526609 0.334669 0.165411 6.13292 
16 2.394 0.525077 0.331091 0.161266 5.9226 
16 2.394 0.525609 0.332557 0.163184 6.01958 
16 2.394 0.524291 0.330501 0.161057 5.94769 
16 2.395 0.523688 0.331368 0.161876 6.10542 
16 2.395 0.520591 0.328842 0.161656 6.18107 
16 2.395 0.523709 0.330462 0.161771 6.00625 
16 2.395 0.524339 0.332228 0.163836 6.1244 
16 2.395 0.524753 0.331712 0.16273 6.02276 
16 2.396 0.523104 0.33083 0.162094 6.11072 
16 2.396 0.522424 0.33054 0.162315 6.1556 
16 2.396 0.52248 0.329848 0.161411 6.07541 
16 2.396 0.525848 0.333368 0.164205 6.07427 
16 2.396 0.524998 0.332294 0.163088 6.05496 
16 2.397 0.523952 0.331819 0.163292 6.11902 
16 2.397 0.521274 0.328569 0.160938 6.07079 
16 2.397 0.524487 0.331915 0.162629 6.06922 
16 2.397 0.518641 0.325748 0.158344 6.0619 
16 2.397 0.521601 0.328994 0.160317 6.07983 
16 2.398 0.517578 0.32481 0.157997 6.07679 
16 2.398 0.514743 0.322646 0.15667 6.15827 
16 2.398 0.521618 0.329913 0.162145 6.17348 
16 2.398 0.52097 0.32712 0.159159 5.94736 
16 2.398 0.520919 0.328242 0.160234 6.07288 
16 2.399 0.516696 0.324324 0.157788 6.11977 
16 2.399 0.52038 0.327235 0.158971 6.02273 
16 2.399 0.518303 0.326189 0.159296 6.14133 
16 2.399 0.520473 0.328559 0.160404 6.15361 
16 2.399 0.517534 0.325374 0.158624 6.13942 
16 2.4 0.514117 0.321506 0.155279 6.10026 
16 2.4 0.512564 0.320255 0.154262 6.13691 
16 2.4 0.510447 0.319414 0.155003 6.27821 
16 2.4 0.517375 0.32397 0.156592 6.00458 
16 2.4 0.516153 0.323119 0.156193 6.04858 
16 2.401 0.515645 0.322856 0.15632 6.07379 
16 2.401 0.514502 0.321793 0.155684 6.08607 
16 2.401 0.515827 0.323203 0.156625 6.09088 
16 2.401 0.517163 0.325194 0.158861 6.156 
16 2.401 0.515138 0.322533 0.155756 6.09514 
16 2.402 0.51207 0.319752 0.154267 6.13209 
16 2.402 0.511375 0.319772 0.154834 6.20999 
16 2.402 0.513006 0.32061 0.155035 6.12128 
16 2.402 0.515621 0.323088 0.156856 6.09869 
16 2.402 0.513568 0.321168 0.155593 6.11929 
16 2.403 0.511421 0.318627 0.152949 6.08048 
16 2.403 0.511417 0.318183 0.152471 6.03357 
16 2.403 0.507134 0.314124 0.150253 6.06593 
16 2.403 0.51412 0.320387 0.15351 5.9731 
16 2.403 0.506413 0.314369 0.150607 6.16988 
16 2.404 0.514032 0.320669 0.154402 6.01022 
16 2.404 0.513887 0.320948 0.154808 6.05587 
16 2.404 0.508955 0.31547 0.150208 6.00972 
16 2.404 0.509728 0.317434 0.152964 6.135 
16 2.404 0.509823 0.316955 0.151867 6.07367 
16 2.405 0.51005 0.317108 0.151945 6.06281 
16 2.405 0.514206 0.320466 0.153945 5.96709 
16 2.405 0.505812 0.313601 0.149625 6.14769 
16 2.405 0.510162 0.317591 0.152517 6.10204 
16 2.405 0.509047 0.316954 0.152791 6.15521 
16 2.406 0.507405 0.314984 0.150417 6.12068 
16 2.406 0.505885 0.312784 0.148845 6.05044 
16 2.406 0.511442 0.31864 0.153379 6.07195 
