size temperature m ms 
48 2.365 0.277105 29.878 
48 2.365 0.272623 29.3058 
48 2.365 0.274644 29.9151 
48 2.365 0.274498 29.2251 
48 2.365 0.274088 29.897 
48 2.366 0.272041 29.3472 
48 2.366 0.274316 29.2626 
48 2.366 0.274489 29.8305 
48 2.366 0.273334 28.9317 
48 2.366 0.270722 29.4533 
48 2.367 0.270901 29.2389 
48 2.367 0.273078 29.4924 
48 2.367 0.271674 29.2882 
48 2.367 0.271799 29.5352 
48 2.367 0.272556 29.648 
48 2.368 0.267331 29.3886 
48 2.368 0.267782 28.7314 
48 2.368 0.267698 28.6978 
48 2.368 0.266172 28.4516 
48 2.368 0.270361 29.25 
48 2.369 0.263229 27.8386 
48 2.369 0.267567 28.748 
48 2.369 0.262586 28.7965 
48 2.369 0.266614 28.5385 
48 2.369 0.266451 28.5367 
48 2.37 0.262421 28.022 
48 2.37 0.262828 28.4475 
48 2.37 0.259842 28.1056 
48 2.37 0.261246 28.2299 
48 2.37 0.263156 28.391 
48 2.371 0.261358 27.8769 
48 2.371 0.260798 27.6769 
48 2.371 0.261331 27.38 
48 2.371 0.264371 28.0962 
48 2.371 0.259457 27.7643 
48 2.372 0.261226 27.5315 
48 2.372 0.2587 27.4334 
48 2.372 0.25983 28.1358 
48 2.372 0.258856 27.8379 
48 2.372 0.257581 27.3733 
48 2.373 0.258129 27.5597 
48 2.373 0.256864 27.3509 
48 2.373 0.258921 27.5148 
48 2.373 0.260236 27.7908 
48 2.373 0.258726 27.6747 
48 2.374 0.253711 27.0953 
48 2.374 0.254755 27.0087 
48 2.374 0.25243 26.5944 
48 2.374 0.256775 27.4002 
48 2.374 0.255254 27.4029 
48 2.375 0.256285 26.6355 
48 2.375 0.255085 27.0294 
48 2.375 0.251859 26.7083 
48 2.375 0.252004 26.7041 
48 2.375 0.253618 26.6939 
48 2.376 0.250301 26.2915 
48 2.376 0.251384 26.5145 
48 2.376 0.250965 26.3925 
48 2.376 0.251229 26.005 
48 2.376 0.253382 26.7496 
48 2.377 0.246981 26.7637 
48 2.377 0.252696 26.8162 
48 2.377 0.252536 26.1446 
48 2.377 0.248062 25.467 
48 2.377 0.250501 26.3657 
48 2.378 0.247501 25.662 
48 2.378 0.2452 25.7783 
48 2.378 0.247404 25.8888 
48 2.378 0.247574 25.7166 
48 2.378 0.247584 25.6357 
48 2.379 0.244169 25.7715 
48 2.379 0.246683 25.8363 
48 2.379 0.247458 25.5713 
48 2.379 0.246511 25.9262 
48 2.379 0.247772 25.8394 
48 2.38 0.244433 26.0267 
48 2.38 0.242568 25.5851 
48 2.38 0.244965 25.5116 
48 2.38 0.243885 25.2707 
48 2.38 0.244992 26.0021 
48 2.381 0.241329 25.0343 
48 2.381 0.240267 24.693 
48 2.381 0.24401 25.0601 
48 2.381 0.242755 25.6198 
48 2.381 0.242447 25.152 
48 2.382 0.241895 24.8662 
48 2.382 0.239594 25.1512 
48 2.382 0.240576 24.385 
48 2.382 0.239626 25.2357 
48 2.382 0.241202 25.0054 
48 2.383 0.238509 24.0887 
48 2.383 0.239005 24.4785 
48 2.383 0.241934 24.6313 
48 2.383 0.237825 24.8697 
48 2.383 0.238773 24.7371 
48 2.384 0.23667 24.5683 
48 2.384 0.239912 24.4451 
48 2.384 0.238157 24.4123 
48 2.384 0.241039 24.5132 
48 2.384 0.234275 24.3368 
48 2.385 0.235722 24.301 
48 2.385 0.235322 23.7957 
48 2.385 0.234716 23.8418 
48 2.385 0.236835 23.6937 
48 2.385 0.235658 23.7443 
48 2.386 0.233812 23.7711 
48 2.386 0.235719 24.3821 
48 2.386 0.234989 24.0489 
48 2.386 0.235017 23.9667 
48 2.386 0.233248 23.6917 
48 2.387 0.231302 23.5555 
48 2.387 0.231068 23.0271 
48 2.387 0.233383 23.5648 
48 2.387 0.230357 23.1167 
48 2.387 0.22941 23.488 
48 2.388 0.23154 23.8506 
48 2.388 0.230683 23.3325 
48 2.388 0.229786 23.2162 
48 2.388 0.229415 22.9348 
48 2.388 0.22712 23.4242 
48 2.389 0.229585 22.5282 
48 2.389 0.230963 23.2335 
48 2.389 0.226698 22.8916 
48 2.389 0.229994 23.1013 
48 2.389 0.229541 23.481 
48 2.39 0.227045 22.3769 
48 2.39 0.226359 22.8128 
48 2.39 0.226123 22.6276 
48 2.39 0.226601 22.9148 
48 2.39 0.226996 23.1033 
48 2.391 0.22429 22.3155 
48 2.391 0.227486 22.6598 
48 2.391 0.226538 22.6191 
48 2.391 0.224345 22.5084 
48 2.391 0.223273 22.6158 
48 2.392 0.226671 22.006 
48 2.392 0.2221 21.734 
48 2.392 0.223004 22.1149 
48 2.392 0.226167 22.2796 
48 2.392 0.224039 22.683 
48 2.393 0.223701 22.7644 
48 2.393 0.224191 22.5466 
48 2.393 0.222 21.9663 
48 2.393 0.224578 22.1986 
48 2.393 0.225488 21.7372 
48 2.394 0.220827 21.6818 
48 2.394 0.221741 21.4016 
48 2.394 0.223825 22.32 
48 2.394 0.221694 22.2157 
48 2.394 0.220697 22.2882 
48 2.395 0.219305 22.0213 
48 2.395 0.218974 21.3793 
48 2.395 0.220185 21.9016 
48 2.395 0.220389 21.7792 
48 2.395 0.220868 21.6733 
48 2.396 0.217314 21.42 
48 2.396 0.218223 21.7313 
48 2.396 0.218245 21.5183 
48 2.396 0.217828 21.5638 
48 2.396 0.219357 21.5221 
48 2.397 0.217193 21.4739 
48 2.397 0.218209 21.5011 
48 2.397 0.21872 21.427 
48 2.397 0.217259 21.181 
48 2.397 0.217633 21.2434 
48 2.398 0.218057 21.0342 
48 2.398 0.213495 21.2072 
48 2.398 0.213172 20.807 
48 2.398 0.214458 21.324 
48 2.398 0.216039 21.4252 
48 2.399 0.215135 20.8426 
48 2.399 0.217011 21.0427 
48 2.399 0.214629 20.5699 
48 2.399 0.213562 20.9603 
48 2.399 0.212102 20.6429 
48 2.4 0.212641 20.7791 
48 2.4 0.213766 20.6345 
48 2.4 0.213162 20.7117 
48 2.4 0.211569 20.6214 
48 2.4 0.21153 20.8007 
48 2.401 0.210326 19.9968 
48 2.401 0.209974 20.4865 
48 2.401 0.208783 20.3718 
48 2.401 0.211521 20.0845 
48 2.401 0.210398 20.1799 
48 2.402 0.208002 19.9504 
48 2.402 0.21029 20.1777 
48 2.402 0.210272 20.4541 
48 2.402 0.212183 20.5672 
48 2.402 0.212644 20.4321 
48 2.403 0.20635 19.6081 
48 2.403 0.208821 20.0007 
48 2.403 0.21095 20.02 
48 2.403 0.212199 20.4381 
48 2.403 0.207044 19.6334 
48 2.404 0.208087 19.9294 
48 2.404 0.208467 20.0455 
48 2.404 0.207618 19.6973 
48 2.404 0.203022 19.3463 
48 2.404 0.206491 19.8495 
48 2.405 0.203891 19.5894 
48 2.405 0.206847 19.3668 
48 2.405 0.203719 19.1689 
48 2.405 0.203088 19.1781 
48 2.405 0.206261 19.2983 
48 2.406 0.205538 19.5651 
48 2.406 0.20505 19.569 
48 2.406 0.206754 19.8396 
48 2.406 0.205813 19.1952 
48 2.406 0.205942 19.69 
48 2.407 0.202607 18.8623 
48 2.407 0.202252 18.9581 
48 2.407 0.203198 18.9615 
48 2.407 0.201654 18.8298 
48 2.407 0.203231 18.9437 
48 2.408 0.202843 19.0287 
48 2.408 0.201558 18.9016 
48 2.408 0.199336 18.8237 
48 2.408 0.201072 18.7552 
48 2.408 0.20164 18.6075 
48 2.409 0.199854 18.7096 
48 2.409 0.202144 18.8888 
48 2.409 0.203218 19.3002 
48 2.409 0.202818 18.7273 
48 2.409 0.19912 18.5921 
48 2.41 0.2027 18.7085 
48 2.41 0.200904 19.201 
48 2.41 0.198585 18.0319 
48 2.41 0.199752 18.3157 
48 2.41 0.198003 18.5197 
48 2.411 0.1991 18.8869 
48 2.411 0.200183 18.3637 
48 2.411 0.1991 18.6387 
48 2.411 0.200179 18.4119 
48 2.411 0.198289 18.2826 
48 2.412 0.195734 17.9908 
48 2.412 0.196869 18.3179 
48 2.412 0.197421 18.0381 
48 2.412 0.195516 17.9828 
48 2.412 0.195978 18.3835 
48 2.413 0.195051 17.7785 
48 2.413 0.195491 17.8075 
48 2.413 0.199389 18.2096 
48 2.413 0.198043 18.282 
48 2.413 0.198134 18.0324 
48 2.414 0.194107 18.0708 
48 2.414 0.195291 18.0741 
48 2.414 0.196372 18.0904 
48 2.414 0.197091 17.9533 
48 2.414 0.195856 17.8096 
48 2.415 0.195989 17.8082 
48 2.415 0.193657 17.4324 
48 2.415 0.196627 18.0802 
48 2.415 0.196236 18.2613 
48 2.415 0.195778 17.6668 
48 2.416 0.192891 17.8042 
48 2.416 0.192429 17.5964 
48 2.416 0.190848 17.7484 
48 2.416 0.192625 17.0903 
48 2.416 0.193035 17.463 
48 2.417 0.190344 17.3402 
48 2.417 0.191815 17.0206 
48 2.417 0.188542 17.4499 
48 2.417 0.192928 17.4489 
48 2.417 0.191675 17.3724 
48 2.418 0.191801 17.2206 
48 2.418 0.189913 17.1097 
48 2.418 0.190415 16.9912 
48 2.418 0.193176 17.3298 
48 2.418 0.192737 17.8427 
48 2.419 0.18819 16.7786 
48 2.419 0.190339 16.5106 
48 2.419 0.189933 17.2264 
48 2.419 0.189591 17.0742 
48 2.419 0.189355 17.1234 
48 2.42 0.188589 16.9506 
48 2.42 0.187899 16.8651 
48 2.42 0.191333 16.7211 
48 2.42 0.189745 16.6478 
48 2.42 0.190755 17.259 
48 2.421 0.188017 16.7817 
48 2.421 0.187904 16.4092 
48 2.421 0.187994 16.7076 
48 2.421 0.188915 16.57 
48 2.421 0.188904 17.0463 
48 2.422 0.186618 16.3392 
48 2.422 0.187586 16.5246 
48 2.422 0.186002 16.855 
48 2.422 0.187392 16.3977 
48 2.422 0.185814 16.2716 
48 2.423 0.185338 16.577 
48 2.423 0.188205 17.0537 
48 2.423 0.184525 16.3005 
48 2.423 0.188284 16.4688 
48 2.423 0.184452 16.2857 
48 2.424 0.185239 16.3323 
48 2.424 0.183972 16.1052 
48 2.424 0.183251 16.3683 
48 2.424 0.184473 16.2438 
48 2.424 0.184728 15.945 
48 2.425 0.186342 16.3924 
48 2.425 0.182606 16.0655 
48 2.425 0.185368 16.0187 
48 2.425 0.184251 16.0963 
48 2.425 0.184155 16.3865 
48 2.426 0.180998 15.6692 
48 2.426 0.186726 16.2227 
48 2.426 0.1838 16.153 
48 2.426 0.183006 15.645 
48 2.426 0.183437 15.7776 
48 2.427 0.180045 15.6998 
48 2.427 0.182006 15.6682 
48 2.427 0.182249 15.6575 
48 2.427 0.181902 16.126 
48 2.427 0.182697 15.7844 
48 2.428 0.182492 15.6917 
48 2.428 0.181079 15.7632 
48 2.428 0.181216 15.7975 
48 2.428 0.181792 15.8927 
48 2.428 0.1839 15.7774 
48 2.429 0.181507 15.6139 
48 2.429 0.180421 15.6312 
48 2.429 0.178201 15.1435 
48 2.429 0.178523 15.6191 
48 2.429 0.179188 15.5723 
48 2.43 0.179434 15.382 
48 2.43 0.179835 15.7811 
48 2.43 0.177402 15.3504 
48 2.43 0.178369 15.3742 
48 2.43 0.179429 15.2434 
48 2.431 0.179038 15.314 
48 2.431 0.17778 14.7608 
48 2.431 0.176918 15.3039 
48 2.431 0.175916 14.7202 
48 2.431 0.178872 15.2427 
48 2.432 0.179442 15.2407 
48 2.432 0.178216 15.2177 
48 2.432 0.177888 14.98 
48 2.432 0.178016 15.4741 
48 2.432 0.177697 15.3325 
48 2.433 0.176309 14.633 
48 2.433 0.177012 14.952 
48 2.433 0.17465 14.6016 
48 2.433 0.176582 15.343 
48 2.433 0.177057 14.8456 
48 2.434 0.175296 14.78 
48 2.434 0.177059 14.8664 
48 2.434 0.175074 14.4915 
48 2.434 0.178284 15.0146 
48 2.434 0.174464 14.9593 
48 2.435 0.17301 14.4633 
48 2.435 0.17523 14.7726 
48 2.435 0.175113 14.8824 
48 2.435 0.17368 14.7912 
48 2.435 0.172763 14.5 
48 2.436 0.172834 14.4109 
48 2.436 0.174235 14.963 
48 2.436 0.173168 14.6579 
48 2.436 0.171232 14.6103 
48 2.436 0.173011 14.3424 
48 2.437 0.171342 14.3636 
48 2.437 0.172257 14.6858 
48 2.437 0.174594 14.8564 
48 2.437 0.171614 14.4149 
48 2.437 0.170619 14.5865 
48 2.438 0.172369 14.1818 
48 2.438 0.171642 14.333 
48 2.438 0.171519 14.2104 
48 2.438 0.17187 14.1873 
48 2.438 0.168554 13.6021 
48 2.439 0.168057 13.7968 
48 2.439 0.16955 14.0577 
48 2.439 0.172026 14.1298 
48 2.439 0.172022 14.2823 
48 2.439 0.174498 14.4521 
48 2.44 0.169755 14.0665 
48 2.44 0.169995 13.8398 
48 2.44 0.171596 14.3687 
48 2.44 0.171502 14.0805 
48 2.44 0.170848 14.1245 
48 2.441 0.169509 13.6798 
48 2.441 0.16868 13.6495 
48 2.441 0.169972 13.9998 
48 2.441 0.171383 14.1132 
48 2.441 0.170059 14.1223 
48 2.442 0.169935 13.894 
48 2.442 0.168646 13.8159 
48 2.442 0.166957 13.6183 
48 2.442 0.16693 13.7083 
48 2.442 0.168708 13.5725 
48 2.443 0.1667 13.4766 
48 2.443 0.169282 13.662 
48 2.443 0.169809 13.7631 
48 2.443 0.16704 13.6324 
48 2.443 0.168526 13.662 
48 2.444 0.165327 13.3751 
48 2.444 0.166668 13.4764 
48 2.444 0.165398 13.4178 
48 2.444 0.164862 13.3719 
48 2.444 0.165704 13.3891 
48 2.445 0.165375 13.4572 
48 2.445 0.164875 13.5117 
48 2.445 0.166535 13.6015 
48 2.445 0.164186 13.1733 
48 2.445 0.165991 13.2688 
48 2.446 0.165548 13.2536 
48 2.446 0.166893 13.5122 
48 2.446 0.166068 13.4228 
48 2.446 0.165899 13.4844 
48 2.446 0.165478 13.2524 
48 2.447 0.162449 13.1514 
48 2.447 0.163513 13.2689 
48 2.447 0.163828 12.8328 
48 2.447 0.162797 12.7363 
48 2.447 0.165347 13.1494 
48 2.448 0.163221 13.4 
48 2.448 0.164144 13.2281 
48 2.448 0.165405 12.9983 
48 2.448 0.161374 12.8696 
48 2.448 0.1648 13.376 
48 2.449 0.163066 12.8792 
48 2.449 0.162342 12.5023 
48 2.449 0.164056 13.1447 
48 2.449 0.164966 13.2198 
48 2.449 0.160666 12.7222 
48 2.45 0.16365 12.9222 
48 2.45 0.161583 12.5924 
48 2.45 0.161866 12.5205 
48 2.45 0.162801 12.9818 
48 2.45 0.162894 13.0851 
48 2.451 0.162132 13.1617 
48 2.451 0.162374 13.1522 
48 2.451 0.162389 12.7943 
48 2.451 0.162506 12.7013 
48 2.451 0.160318 12.5073 
48 2.452 0.16068 12.3565 
48 2.452 0.161106 12.7281 
48 2.452 0.158494 12.3262 
48 2.452 0.160389 12.7949 
48 2.452 0.161329 12.6659 
48 2.453 0.161082 12.7895 
48 2.453 0.160461 12.4178 
48 2.453 0.160439 12.9005 
48 2.453 0.160109 12.7866 
48 2.453 0.159476 12.5781 
48 2.454 0.160993 12.7178 
48 2.454 0.158656 12.5345 
48 2.454 0.161119 12.748 
48 2.454 0.159102 12.2357 
48 2.454 0.158534 12.4003 
48 2.455 0.158667 12.5065 
48 2.455 0.157877 12.2131 
48 2.455 0.158447 12.2853 
48 2.455 0.160251 12.385 
48 2.455 0.159669 12.5497 
48 2.456 0.158719 12.4814 
48 2.456 0.157519 11.8723 
48 2.456 0.159904 12.2407 
48 2.456 0.15962 12.5755 
48 2.456 0.15641 12.1038 
48 2.457 0.157724 12.0337 
48 2.457 0.156729 12.0663 
48 2.457 0.158387 12.2617 
48 2.457 0.158833 12.1971 
48 2.457 0.156306 12.2912 
48 2.458 0.155715 12.0567 
48 2.458 0.156995 12.0949 
48 2.458 0.157684 12.1017 
48 2.458 0.156577 12.193 
48 2.458 0.15673 12.2931 
48 2.459 0.153652 11.7439 
48 2.459 0.158175 12.0507 
48 2.459 0.155525 11.9837 
48 2.459 0.154851 11.863 
48 2.459 0.157359 12.0664 
48 2.46 0.156448 11.9982 
48 2.46 0.155009 11.7908 
48 2.46 0.156772 12.0731 
48 2.46 0.15726 11.7096 
48 2.46 0.154952 11.8068 
48 2.461 0.155503 11.8585 
48 2.461 0.156938 11.9947 
48 2.461 0.153555 11.7628 
48 2.461 0.154071 11.8937 
48 2.461 0.155074 12.086 
48 2.462 0.154217 11.9092 
48 2.462 0.154482 11.5752 
48 2.462 0.153974 11.5996 
48 2.462 0.156503 11.9878 
48 2.462 0.153236 11.5283 
48 2.463 0.153228 11.8084 
48 2.463 0.153383 11.5986 
48 2.463 0.154261 12.0471 
48 2.463 0.152478 11.4149 
48 2.463 0.154192 11.7385 
48 2.464 0.153658 11.6488 
48 2.464 0.152431 11.3881 
48 2.464 0.153182 11.6816 
48 2.464 0.153152 11.5364 
48 2.464 0.152189 11.5617 
48 2.465 0.151424 11.295 
48 2.465 0.153215 11.6212 
48 2.465 0.151787 11.3376 
48 2.465 0.153325 11.5252 
48 2.465 0.150455 11.084 
48 2.466 0.150521 11.339 
48 2.466 0.152501 11.6836 
48 2.466 0.151945 11.5472 
48 2.466 0.152423 11.3269 
48 2.466 0.151493 11.4047 
48 2.467 0.150686 11.1601 
48 2.467 0.152112 11.3899 
48 2.467 0.151398 11.3862 
48 2.467 0.151637 11.2773 
48 2.467 0.149097 11.0764 
48 2.468 0.151608 11.2205 
48 2.468 0.14944 11.1875 
48 2.468 0.148946 11.2115 
48 2.468 0.151866 11.4459 
48 2.468 0.15084 11.4395 
48 2.469 0.149126 11.0715 
48 2.469 0.149005 10.811 
48 2.469 0.149241 11.0288 
48 2.469 0.149955 10.9542 
48 2.469 0.150799 11.176 
48 2.47 0.14955 10.7029 
48 2.47 0.147705 10.9768 
48 2.47 0.150508 10.9314 
48 2.47 0.147264 10.7781 
48 2.47 0.150782 10.9709 
48 2.471 0.148674 10.7459 
48 2.471 0.148685 10.9628 
48 2.471 0.146785 10.761 
48 2.471 0.149134 11.0964 
48 2.471 0.147357 10.8176 
48 2.472 0.148252 10.9437 
48 2.472 0.145323 10.4371 
48 2.472 0.146018 10.3678 
48 2.472 0.1478 10.9098 
48 2.472 0.149166 10.6392 
48 2.473 0.145561 10.5812 
48 2.473 0.14668 10.6941 
48 2.473 0.147414 10.5654 
48 2.473 0.145862 10.5949 
48 2.473 0.14755 10.7054 
48 2.474 0.147223 10.6003 
48 2.474 0.147413 10.6695 
48 2.474 0.146791 10.9312 
48 2.474 0.145049 10.3353 
48 2.474 0.144718 10.5086 
48 2.475 0.147313 10.7705 
48 2.475 0.14459 10.5634 
48 2.475 0.145516 10.5194 
48 2.475 0.145434 10.5414 
48 2.475 0.145849 10.5129 
48 2.476 0.146147 10.6649 
48 2.476 0.143298 10.3541 
48 2.476 0.144947 10.3776 
48 2.476 0.145311 10.5778 
48 2.476 0.144135 10.3508 
48 2.477 0.146802 10.8641 
48 2.477 0.145668 10.5279 
48 2.477 0.144578 10.4484 
48 2.477 0.145558 10.4085 
48 2.477 0.143964 10.324 
48 2.478 0.145006 10.2638 
48 2.478 0.144066 9.95157 
48 2.478 0.1433 10.2262 
48 2.478 0.144004 10.2571 
48 2.478 0.144583 10.2297 
48 2.479 0.142312 10.0772 
48 2.479 0.142935 10.3109 
48 2.479 0.143946 10.1545 
48 2.479 0.142831 10.3582 
48 2.479 0.142771 10.2743 
48 2.48 0.14331 10.2395 
48 2.48 0.141347 10.052 
48 2.48 0.143199 10.1607 
48 2.48 0.14418 10.3543 
48 2.48 0.142602 10.297 
48 2.481 0.142788 9.89249 
48 2.481 0.14398 10.216 
48 2.481 0.142713 10.2315 
48 2.481 0.141815 9.8993 
48 2.481 0.14307 9.85581 
48 2.482 0.14048 9.86533 
48 2.482 0.143525 9.95951 
48 2.482 0.141328 9.96526 
48 2.482 0.1428 10.2284 
48 2.482 0.141143 9.92713 
48 2.483 0.141217 9.94381 
48 2.483 0.140415 9.79442 
48 2.483 0.141135 10.2332 
48 2.483 0.141208 10.0093 
48 2.483 0.140841 9.65984 
48 2.484 0.141612 10.1622 
48 2.484 0.140178 9.79657 
48 2.484 0.139497 9.60483 
48 2.484 0.139477 9.78933 
48 2.484 0.14103 9.66798 
48 2.485 0.140809 9.66085 
48 2.485 0.140897 9.59151 
48 2.485 0.139935 9.42992 
48 2.485 0.139156 9.44416 
48 2.485 0.141087 9.86529 
48 2.486 0.139887 9.66958 
48 2.486 0.138342 9.40245 
48 2.486 0.141167 9.84068 
48 2.486 0.138224 9.4849 
48 2.486 0.138894 9.55724 
48 2.487 0.14 9.53999 
48 2.487 0.137828 9.44647 
48 2.487 0.138637 9.62037 
48 2.487 0.138735 9.64723 
48 2.487 0.140828 9.77566 
48 2.488 0.137637 9.48624 
48 2.488 0.13964 9.71313 
48 2.488 0.137624 9.40512 
48 2.488 0.138139 9.49504 
48 2.488 0.140003 9.83495 
48 2.489 0.138805 9.56398 
48 2.489 0.138213 9.67561 
48 2.489 0.138518 9.34498 
48 2.489 0.140013 9.64571 
48 2.489 0.136636 9.38197 
48 2.49 0.137843 9.21535 
48 2.49 0.137954 9.46127 
48 2.49 0.137186 9.13649 
48 2.49 0.137569 9.47681 
48 2.49 0.136672 9.36762 
48 2.491 0.137338 9.28745 
48 2.491 0.137064 9.45214 
48 2.491 0.138153 9.47036 
48 2.491 0.138274 9.36011 
48 2.491 0.137108 9.35456 
48 2.492 0.13618 9.25746 
48 2.492 0.137206 9.23205 
48 2.492 0.134812 9.07714 
48 2.492 0.137263 9.36151 
48 2.492 0.136768 9.28267 
48 2.493 0.135025 9.23266 
48 2.493 0.136295 9.16173 
48 2.493 0.135076 9.06306 
48 2.493 0.137379 9.22765 
48 2.493 0.137101 9.49743 
48 2.494 0.135889 9.17978 
48 2.494 0.137418 9.31522 
48 2.494 0.134788 9.0991 
48 2.494 0.138018 9.39019 
48 2.494 0.135794 9.14337 
48 2.495 0.136352 9.20487 
48 2.495 0.13513 9.11848 
48 2.495 0.134403 9.08245 
48 2.495 0.136765 9.29366 
48 2.495 0.133215 8.72547 
48 2.496 0.13689 9.20242 
48 2.496 0.134529 8.89407 
48 2.496 0.1348 9.06932 
48 2.496 0.133155 8.8858 
48 2.496 0.135761 9.14763 
48 2.497 0.133196 8.9595 
48 2.497 0.132605 8.90698 
48 2.497 0.135144 9.18426 
48 2.497 0.134057 8.97221 
48 2.497 0.133078 8.82211 
48 2.498 0.135709 8.87117 
48 2.498 0.132188 8.78369 
48 2.498 0.133558 8.98007 
48 2.498 0.132897 8.69764 
48 2.498 0.135283 8.99285 
48 2.499 0.132749 8.7855 
48 2.499 0.133958 9.03127 
48 2.499 0.133095 8.73912 
48 2.499 0.132018 8.66101 
48 2.499 0.133992 8.99044 
