J2 temperature m m2 m4 ms e sp_h 
0.2 1.185 0.999928 0.999857 0.999721 0.000121082 -239.965 0.00235419 
0.2 1.185 0.999926 0.999854 0.999713 0.000131183 -239.965 0.00245282 
0.2 1.19 0.999928 0.999857 0.999721 0.000120573 -239.965 0.00233445 
0.2 1.19 0.999924 0.99985 0.999705 0.000127246 -239.964 0.00246365 
0.2 1.195 0.999916 0.999834 0.999675 0.000160079 -239.961 0.00279797 
0.2 1.195 0.999906 0.999814 0.999638 0.00019675 -239.957 0.00306488 
0.2 1.2 0.999912 0.999826 0.999658 0.000146021 -239.958 0.00280361 
0.2 1.2 0.999922 0.999846 0.999697 0.000129493 -239.963 0.00248627 
0.2 1.205 0.999886 0.999775 0.999559 0.00020805 -239.946 0.00369459 
0.2 1.205 0.999912 0.999826 0.999659 0.000152054 -239.958 0.0028128 
0.2 1.21 0.999922 0.999846 0.999697 0.000128423 -239.963 0.00244534 
0.2 1.21 0.999902 0.999806 0.999621 0.000181024 -239.954 0.00316576 
0.2 1.215 0.99989 0.999782 0.999574 0.000199827 -239.948 0.00351053 
0.2 1.215 0.999888 0.999778 0.999566 0.000189914 -239.947 0.00350841 
0.2 1.22 0.99989 0.999782 0.999574 0.000199008 -239.948 0.00357399 
0.2 1.22 0.999882 0.999767 0.999543 0.000211973 -239.944 0.00371531 
0.2 1.225 0.999882 0.999767 0.999543 0.000204578 -239.944 0.00366494 
0.2 1.225 0.999904 0.99981 0.999627 0.000155982 -239.954 0.00293374 
0.2 1.23 0.999894 0.99979 0.999589 0.000171444 -239.949 0.00321144 
0.2 1.23 0.99988 0.999762 0.999534 0.000193951 -239.942 0.00363304 
0.2 1.235 0.99988 0.999762 0.999535 0.000199644 -239.943 0.00363461 
0.2 1.235 0.9999 0.999802 0.999613 0.000174089 -239.953 0.00306785 
0.2 1.24 0.999878 0.999758 0.999526 0.000195574 -239.941 0.00363389 
0.2 1.24 0.999876 0.999755 0.999519 0.000205212 -239.941 0.00372378 
0.2 1.245 0.99989 0.999782 0.999573 0.000175735 -239.947 0.00325216 
0.2 1.245 0.999872 0.999747 0.999503 0.000204307 -239.939 0.0037809 
0.2 1.25 0.999844 0.999692 0.999397 0.000286053 -239.927 0.00482315 
0.2 1.25 0.999874 0.999751 0.999511 0.00020673 -239.94 0.00372269 
0.2 1.255 0.99989 0.999783 0.999575 0.000206207 -239.949 0.00333939 
0.2 1.255 0.99986 0.999723 0.999458 0.000247044 -239.934 0.00426346 
0.2 1.26 0.999868 0.999739 0.999489 0.000227189 -239.938 0.00389524 
0.2 1.26 0.99987 0.999743 0.999498 0.000243103 -239.939 0.00393031 
0.2 1.265 0.999834 0.999672 0.999357 0.000279245 -239.922 0.00482923 
0.2 1.265 0.999872 0.999747 0.999503 0.000201076 -239.939 0.00366229 
0.2 1.27 0.999838 0.999679 0.999373 0.000271949 -239.923 0.00476377 
0.2 1.27 0.999852 0.999707 0.999427 0.000256543 -239.931 0.00431428 
0.2 1.275 0.999886 0.999774 0.999557 0.000177804 -239.945 0.00321303 
0.2 1.275 0.99983 0.999664 0.999342 0.000283224 -239.92 0.00486528 
0.2 1.28 0.999876 0.999754 0.999519 0.000192549 -239.94 0.00346588 
0.2 1.28 0.99986 0.999723 0.999458 0.000242219 -239.934 0.00410896 
