size temperature m m2 m4 mag_sus e sp_heat 
10 1.565 0.996682 0.993461 0.987295 0.00548951 -218.516 0.0627232 
10 1.565 0.996728 0.993549 0.987458 0.00528141 -218.527 0.0616167 
10 1.57 0.99668 0.993457 0.987288 0.00548392 -218.518 0.0618221 
10 1.57 0.996652 0.9934 0.987171 0.00540579 -218.501 0.0623115 
10 1.57 0.9968 0.993685 0.9877 0.00476943 -218.54 0.0585922 
10 1.575 0.996714 0.993524 0.987414 0.00538173 -218.523 0.0616423 
10 1.575 0.99666 0.993419 0.987216 0.00554949 -218.509 0.0617508 
10 1.575 0.996596 0.99329 0.986958 0.00549668 -218.476 0.0625811 
10 1.58 0.996398 0.992901 0.986207 0.00583453 -218.395 0.0657699 
10 1.58 0.996618 0.993346 0.987098 0.00623051 -218.491 0.0628397 
10 1.58 0.99647 0.993044 0.986491 0.00582146 -218.421 0.0663629 
10 1.585 0.996458 0.993017 0.986424 0.0055908 -218.403 0.065404 
10 1.585 0.99639 0.992884 0.98617 0.00574687 -218.384 0.0661406 
10 1.585 0.9964 0.99291 0.98624 0.00610726 -218.398 0.0679177 
10 1.59 0.99647 0.993047 0.986504 0.00594082 -218.429 0.0646107 
10 1.59 0.996244 0.992606 0.985662 0.00653915 -218.332 0.0699174 
10 1.59 0.996432 0.99297 0.986348 0.005866 -218.412 0.065329 
10 1.595 0.996212 0.99254 0.985527 0.00639819 -218.312 0.0711508 
10 1.595 0.99636 0.992827 0.986064 0.00586021 -218.372 0.0662215 
10 1.595 0.996358 0.992825 0.986072 0.00603234 -218.383 0.0662688 
10 1.6 0.99616 0.992434 0.985306 0.0061934 -218.286 0.0694073 
10 1.6 0.996148 0.992409 0.985252 0.00613263 -218.274 0.0687438 
10 1.6 0.996274 0.992658 0.985739 0.00600481 -218.34 0.0664299 
10 1.605 0.996236 0.992581 0.985581 0.00589111 -218.307 0.0679586 
10 1.605 0.99605 0.992215 0.984874 0.00619798 -218.233 0.0704318 
10 1.605 0.996092 0.992305 0.985075 0.00659486 -218.264 0.0729958 
10 1.61 0.996212 0.992537 0.985506 0.00610007 -218.314 0.0671042 
10 1.61 0.995998 0.992116 0.984691 0.0064313 -218.219 0.0710904 
10 1.61 0.996048 0.992219 0.984909 0.006697 -218.254 0.0697492 
10 1.615 0.99603 0.992172 0.984774 0.00593679 -218.203 0.0700062 
10 1.615 0.995966 0.992051 0.984563 0.00639052 -218.189 0.0722165 
10 1.615 0.995896 0.991914 0.984297 0.00650633 -218.164 0.0722351 
10 1.62 0.99571 0.991549 0.983594 0.00682691 -218.073 0.0767494 
10 1.62 0.995958 0.992033 0.984519 0.00623841 -218.188 0.0705426 
10 1.62 0.995996 0.992109 0.984667 0.00622025 -218.204 0.0694926 
10 1.625 0.995776 0.991678 0.983843 0.00667556 -218.11 0.0745403 
10 1.625 0.99568 0.991494 0.983499 0.00706816 -218.08 0.0755493 
10 1.625 0.995902 0.99193 0.984342 0.00670809 -218.186 0.0707495 
10 1.63 0.995884 0.991888 0.98424 0.00633733 -218.144 0.0723665 
10 1.63 0.9955 0.99114 0.982818 0.00736626 -218.003 0.0783113 
10 1.63 0.995736 0.991604 0.983714 0.00699253 -218.11 0.0734814 
10 1.635 0.995658 0.991447 0.983398 0.00686404 -218.057 0.0752439 
10 1.635 0.995316 0.990783 0.982144 0.00791071 -217.937 0.0813271 
10 1.635 0.995574 0.991284 0.983088 0.00711746 -218.022 0.0767166 
10 1.64 0.995578 0.99129 0.983093 0.00695646 -218.028 0.0758987 
10 1.64 0.995428 0.990999 0.982547 0.00744737 -217.975 0.0791159 
10 1.64 0.995216 0.990581 0.981734 0.00769228 -217.876 0.0823611 
10 1.645 0.995414 0.990978 0.982523 0.00781815 -217.976 0.0789687 
10 1.645 0.995148 0.990453 0.981507 0.00812025 -217.866 0.0837997 
10 1.645 0.995192 0.990535 0.981648 0.00776189 -217.872 0.0821939 
10 1.65 0.99547 0.991082 0.982705 0.00735025 -217.991 0.0760056 
10 1.65 0.995238 0.990628 0.981839 0.0078499 -217.9 0.0812474 
10 1.65 0.995366 0.990874 0.982293 0.00730218 -217.948 0.0763106 
10 1.655 0.995124 0.990399 0.98138 0.00771387 -217.832 0.0822216 
10 1.655 0.995152 0.990458 0.981507 0.00790434 -217.861 0.0809274 
10 1.655 0.995184 0.990521 0.981627 0.00784085 -217.857 0.0827639 
10 1.66 0.995064 0.990283 0.981158 0.00785277 -217.801 0.0823861 
10 1.66 0.995068 0.990289 0.981164 0.00773466 -217.801 0.0825759 
10 1.66 0.995188 0.990522 0.981608 0.0074292 -217.857 0.079557 
10 1.665 0.995012 0.990181 0.980962 0.00791831 -217.788 0.0822224 
10 1.665 0.994912 0.989987 0.980596 0.00822776 -217.751 0.0836101 
10 1.665 0.994954 0.990067 0.980742 0.00800588 -217.767 0.0830834 
10 1.67 0.994744 0.989654 0.979942 0.00827632 -217.663 0.0857602 
10 1.67 0.994722 0.989611 0.97986 0.00830795 -217.676 0.0851764 
10 1.67 0.995074 0.990302 0.981194 0.00777093 -217.817 0.080731 
10 1.675 0.994906 0.989971 0.98055 0.00791947 -217.731 0.0838399 
10 1.675 0.9948 0.98977 0.980187 0.00850627 -217.724 0.0846842 
10 1.675 0.99457 0.98932 0.979326 0.00897404 -217.622 0.0889602 
10 1.68 0.994468 0.989113 0.978903 0.00871172 -217.559 0.0880915 
10 1.68 0.994748 0.989663 0.979964 0.00827717 -217.675 0.08561 
10 1.68 0.994892 0.989944 0.980502 0.00797073 -217.732 0.0839578 
10 1.685 0.994448 0.989076 0.97884 0.00884839 -217.552 0.0898473 
10 1.685 0.994402 0.988988 0.978678 0.00904821 -217.547 0.0896174 
10 1.685 0.994482 0.989142 0.978964 0.00873541 -217.558 0.0900773 
10 1.69 0.994528 0.989235 0.979156 0.00884126 -217.6 0.0873861 
10 1.69 0.99427 0.988726 0.978163 0.00906078 -217.466 0.0913813 
10 1.69 0.99435 0.988885 0.978479 0.00908624 -217.514 0.0901655 
10 1.695 0.994434 0.989046 0.978776 0.00869496 -217.536 0.0887559 
10 1.695 0.994458 0.989092 0.978857 0.00855494 -217.547 0.0877592 
10 1.695 0.99438 0.988945 0.978594 0.00902511 -217.514 0.091237 
10 1.7 0.994236 0.988657 0.978022 0.00892566 -217.456 0.0903085 
10 1.7 0.994202 0.988598 0.977936 0.00943195 -217.452 0.0930248 
10 1.7 0.99401 0.988228 0.977245 0.0101082 -217.384 0.0974149 
10 1.705 0.993914 0.98804 0.976882 0.0102358 -217.344 0.0967215 
10 1.705 0.993902 0.98801 0.976805 0.00988941 -217.313 0.0987008 
10 1.705 0.994136 0.988461 0.977645 0.0090612 -217.411 0.0913529 
10 1.71 0.99382 0.987845 0.976475 0.00976653 -217.276 0.098138 
10 1.71 0.993996 0.988197 0.977173 0.00990129 -217.378 0.0937772 
10 1.71 0.993894 0.987993 0.976769 0.00980332 -217.315 0.0971496 
10 1.715 0.993814 0.987833 0.97645 0.00972206 -217.282 0.0971681 
10 1.715 0.993978 0.988161 0.977103 0.0098528 -217.349 0.0951266 
10 1.715 0.993642 0.987506 0.975851 0.0105619 -217.214 0.100346 
10 1.72 0.993612 0.987449 0.975754 0.0107112 -217.22 0.101204 
10 1.72 0.993754 0.98772 0.976248 0.0100504 -217.246 0.0996294 
10 1.72 0.993598 0.987422 0.975701 0.0107404 -217.209 0.101392 
10 1.725 0.99341 0.987052 0.974985 0.0109062 -217.118 0.10517 
10 1.725 0.993534 0.987293 0.975437 0.0105919 -217.168 0.0996181 
10 1.725 0.993944 0.988083 0.976914 0.00918521 -217.323 0.0925047 
10 1.73 0.993386 0.986995 0.974842 0.0103616 -217.081 0.103107 
10 1.73 0.993326 0.986883 0.974646 0.0107733 -217.073 0.104419 
10 1.73 0.993396 0.987027 0.974949 0.0110744 -217.13 0.105158 
10 1.735 0.993546 0.987312 0.975462 0.0102816 -217.168 0.0976819 
10 1.735 0.993614 0.987445 0.97572 0.0101798 -217.206 0.0974389 
10 1.735 0.993128 0.9865 0.973926 0.0113185 -217.006 0.106351 
10 1.74 0.993162 0.986562 0.974031 0.011007 -217.015 0.10236 
10 1.74 0.993066 0.986375 0.973678 0.0112253 -216.975 0.106785 
10 1.74 0.992888 0.986027 0.973009 0.0115299 -216.897 0.106801 
10 1.745 0.993058 0.986363 0.973663 0.0113885 -216.962 0.106581 
10 1.745 0.99285 0.985956 0.972884 0.011734 -216.886 0.108505 
10 1.745 0.992996 0.986239 0.97342 0.0113412 -216.957 0.108059 
10 1.75 0.99294 0.986141 0.97327 0.0120729 -216.945 0.108153 
10 1.75 0.992946 0.986139 0.97322 0.0112709 -216.903 0.109179 
10 1.75 0.992994 0.986229 0.973379 0.0109941 -216.924 0.106163 
10 1.755 0.99254 0.985352 0.971732 0.012323 -216.735 0.113113 
10 1.755 0.99263 0.985519 0.972024 0.0116674 -216.785 0.107733 
10 1.755 0.992716 0.985694 0.972387 0.011933 -216.839 0.110377 
10 1.76 0.99257 0.985408 0.971834 0.0121065 -216.768 0.109486 
10 1.76 0.992602 0.985469 0.971943 0.011929 -216.772 0.110316 
10 1.76 0.992498 0.98528 0.971626 0.01295 -216.748 0.111869 
10 1.765 0.992384 0.98505 0.97117 0.0126956 -216.692 0.115761 
10 1.765 0.992336 0.984955 0.970981 0.0126857 -216.686 0.113447 
10 1.765 0.992392 0.985056 0.971146 0.0121178 -216.674 0.114292 
10 1.77 0.99206 0.984417 0.969962 0.0132247 -216.569 0.119938 
10 1.77 0.992354 0.984978 0.970986 0.0119446 -216.66 0.113722 
10 1.77 0.992206 0.984703 0.970509 0.0130222 -216.621 0.117646 
10 1.775 0.992074 0.984441 0.969994 0.0129633 -216.55 0.119217 
10 1.775 0.992206 0.984698 0.970477 0.0126701 -216.616 0.113781 
10 1.775 0.992086 0.984468 0.970057 0.0131363 -216.561 0.118251 
10 1.78 0.992048 0.984393 0.969912 0.0131441 -216.556 0.118568 
10 1.78 0.991596 0.983502 0.968178 0.0134254 -216.356 0.119679 
10 1.78 0.992144 0.984571 0.97022 0.0124429 -216.597 0.113086 
10 1.785 0.99183 0.983974 0.969134 0.0138763 -216.475 0.118863 
10 1.785 0.99187 0.984037 0.969202 0.0129537 -216.458 0.117146 
10 1.785 0.991818 0.98394 0.969032 0.0132737 -216.468 0.117652 
10 1.79 0.991884 0.984069 0.969282 0.0131559 -216.485 0.11725 
10 1.79 0.991528 0.983369 0.967924 0.0134606 -216.325 0.121352 
10 1.79 0.991802 0.983907 0.968966 0.0131907 -216.448 0.118253 
10 1.795 0.991594 0.983487 0.968115 0.0127298 -216.328 0.118612 
10 1.795 0.991566 0.983453 0.968114 0.0139068 -216.361 0.119471 
10 1.795 0.991394 0.983128 0.967534 0.0148399 -216.304 0.123721 
10 1.8 0.99121 0.982754 0.966772 0.0142431 -216.213 0.124361 
10 1.8 0.991286 0.982909 0.967093 0.0145215 -216.261 0.123517 
10 1.8 0.991402 0.983135 0.967519 0.0142819 -216.303 0.121866 
10 1.805 0.991026 0.982411 0.966174 0.0154408 -216.16 0.12759 
10 1.805 0.991628 0.983568 0.968317 0.0133978 -216.363 0.118966 
10 1.805 0.991192 0.982722 0.966724 0.0144365 -216.2 0.126433 
10 1.81 0.991064 0.982468 0.966224 0.0143728 -216.135 0.126244 
10 1.81 0.991104 0.982544 0.966361 0.0141912 -216.15 0.124802 
10 1.81 0.991094 0.982528 0.966344 0.0144046 -216.16 0.125534 
10 1.815 0.991008 0.982355 0.965995 0.0142206 -216.1 0.125384 
10 1.815 0.990928 0.982204 0.965725 0.0146346 -216.106 0.125011 
10 1.815 0.99096 0.982275 0.965891 0.0150545 -216.136 0.125432 
10 1.82 0.99053 0.981433 0.964273 0.0155538 -215.945 0.130811 
10 1.82 0.990496 0.981359 0.96411 0.0152129 -215.906 0.131046 
10 1.82 0.990422 0.981223 0.963874 0.0157572 -215.872 0.135132 
10 1.825 0.99042 0.981216 0.963857 0.0155958 -215.892 0.131582 
10 1.825 0.99025 0.980887 0.963237 0.0160097 -215.821 0.135407 
10 1.825 0.990386 0.981161 0.963784 0.016268 -215.863 0.135652 
10 1.83 0.990202 0.980789 0.963035 0.0158054 -215.761 0.137204 
10 1.83 0.990432 0.981242 0.963915 0.0156707 -215.902 0.131296 
10 1.83 0.990368 0.981115 0.963664 0.0156429 -215.866 0.133643 
10 1.835 0.990212 0.980806 0.963057 0.0155747 -215.789 0.134148 
10 1.835 0.990238 0.980854 0.96314 0.0154214 -215.797 0.132102 
10 1.835 0.99007 0.98054 0.962586 0.0164226 -215.731 0.139121 
10 1.84 0.989756 0.979939 0.961479 0.0174794 -215.651 0.139745 
10 1.84 0.989594 0.979602 0.960766 0.0166128 -215.525 0.140567 
10 1.84 0.989564 0.979573 0.960809 0.0182418 -215.562 0.144559 
10 1.845 0.98965 0.979738 0.961119 0.0179099 -215.613 0.142866 
10 1.845 0.989684 0.979777 0.961096 0.0164022 -215.571 0.136084 
10 1.845 0.989738 0.979898 0.961384 0.017167 -215.631 0.13927 
10 1.85 0.989834 0.980079 0.96171 0.0166385 -215.653 0.136828 
10 1.85 0.989626 0.979688 0.961007 0.0177481 -215.584 0.140828 
10 1.85 0.989316 0.979086 0.959873 0.0183834 -215.463 0.145463 
10 1.855 0.9894 0.97924 0.960133 0.0176367 -215.478 0.143367 
10 1.855 0.98941 0.979247 0.960107 0.0169602 -215.479 0.141061 
10 1.855 0.989136 0.978726 0.95916 0.0181118 -215.395 0.144563 
10 1.86 0.988668 0.977824 0.957474 0.0193369 -215.204 0.150265 
10 1.86 0.988902 0.978257 0.958223 0.0177373 -215.263 0.143883 
10 1.86 0.988878 0.978216 0.958166 0.0180743 -215.251 0.148219 
10 1.865 0.988934 0.978344 0.958471 0.0189675 -215.287 0.15193 
10 1.865 0.988804 0.978089 0.957984 0.0190804 -215.26 0.150667 
10 1.865 0.988654 0.977799 0.95744 0.0194332 -215.182 0.154292 
10 1.87 0.98868 0.977841 0.957484 0.0188459 -215.172 0.151719 
10 1.87 0.988818 0.978132 0.958115 0.0198397 -215.266 0.151961 
10 1.87 0.988246 0.977021 0.955987 0.0209221 -215.05 0.153016 
10 1.875 0.988204 0.976916 0.955736 0.0196509 -214.993 0.154909 
10 1.875 0.98819 0.976903 0.955754 0.0204631 -215.002 0.156187 
10 1.875 0.988428 0.977362 0.95662 0.019849 -215.115 0.153625 
10 1.88 0.988282 0.977078 0.956079 0.0200558 -215.06 0.152223 
10 1.88 0.98836 0.977213 0.956282 0.0190144 -215.062 0.150642 
10 1.88 0.987964 0.976446 0.954833 0.0198221 -214.908 0.155266 
10 1.885 0.988168 0.976845 0.955599 0.0195525 -214.955 0.155965 
10 1.885 0.987952 0.976434 0.954855 0.0204162 -214.924 0.15757 
10 1.885 0.987822 0.976171 0.954324 0.0200985 -214.83 0.160827 
10 1.89 0.987536 0.975653 0.953463 0.0224978 -214.793 0.16234 
10 1.89 0.98776 0.976046 0.954065 0.0198869 -214.81 0.155367 
10 1.89 0.987478 0.97549 0.952992 0.0199598 -214.7 0.158248 
10 1.895 0.987362 0.975273 0.952611 0.0205383 -214.634 0.1638 
10 1.895 0.987314 0.975207 0.95257 0.0220446 -214.685 0.161447 
10 1.895 0.987556 0.975676 0.953457 0.0215909 -214.771 0.162139 
10 1.9 0.987518 0.975586 0.953234 0.0207284 -214.71 0.16224 
10 1.9 0.987422 0.975408 0.952917 0.021347 -214.71 0.157176 
10 1.9 0.987404 0.975376 0.952879 0.0215695 -214.7 0.163701 
10 1.905 0.987002 0.974589 0.951366 0.0218274 -214.521 0.166013 
10 1.905 0.987106 0.974803 0.951813 0.0223173 -214.596 0.165534 
10 1.905 0.987196 0.974954 0.952019 0.020908 -214.606 0.158867 
10 1.91 0.98646 0.973556 0.949468 0.0236915 -214.332 0.16862 
10 1.91 0.98704 0.974674 0.951565 0.0222931 -214.547 0.167135 
10 1.91 0.986932 0.974443 0.951063 0.0213962 -214.468 0.166516 
10 1.915 0.98702 0.974638 0.951509 0.0224334 -214.567 0.164659 
10 1.915 0.98684 0.97429 0.950847 0.022806 -214.492 0.164547 
10 1.915 0.986552 0.973731 0.949798 0.0232789 -214.373 0.170035 
10 1.92 0.986632 0.973876 0.950034 0.0225675 -214.367 0.166111 
10 1.92 0.98638 0.973395 0.949154 0.0234133 -214.282 0.172285 
10 1.92 0.986338 0.973306 0.948965 0.0230807 -214.269 0.172279 
10 1.925 0.98637 0.97337 0.949095 0.0230703 -214.315 0.168457 
10 1.925 0.98581 0.972308 0.947159 0.0252657 -214.1 0.175916 
10 1.925 0.986028 0.972746 0.948035 0.025703 -214.18 0.178875 
10 1.93 0.985926 0.972511 0.947477 0.023882 -214.115 0.173161 
10 1.93 0.985898 0.972443 0.947307 0.0232442 -214.066 0.173151 
10 1.93 0.985736 0.972163 0.946882 0.0252507 -214.063 0.176749 
10 1.935 0.985892 0.972457 0.947414 0.0244757 -214.085 0.176425 
10 1.935 0.985934 0.972527 0.947513 0.0238485 -214.149 0.168774 
10 1.935 0.985676 0.972047 0.946667 0.0253035 -214.043 0.175941 
10 1.94 0.985498 0.971691 0.945965 0.02498 -213.945 0.178982 
10 1.94 0.985526 0.971717 0.945923 0.0234796 -213.931 0.172562 
10 1.94 0.985124 0.970989 0.94472 0.0267745 -213.814 0.18845 
10 1.945 0.98517 0.971051 0.944746 0.0252438 -213.801 0.180024 
10 1.945 0.984856 0.970472 0.943757 0.0272997 -213.752 0.186379 
10 1.945 0.985278 0.97127 0.945196 0.0255559 -213.86 0.181994 
10 1.95 0.985302 0.971315 0.945265 0.0253584 -213.841 0.180562 
10 1.95 0.985146 0.971021 0.944744 0.0260697 -213.834 0.180147 
10 1.95 0.984708 0.970192 0.943238 0.0278233 -213.669 0.184801 
10 1.955 0.984932 0.970617 0.944008 0.026901 -213.737 0.183239 
10 1.955 0.984868 0.970484 0.94373 0.0265321 -213.674 0.18522 
10 1.955 0.984858 0.970457 0.94366 0.0261995 -213.703 0.181537 
10 1.96 0.984594 0.969964 0.942802 0.027464 -213.615 0.190128 
10 1.96 0.984412 0.969592 0.942041 0.0268109 -213.518 0.18733 
10 1.96 0.9842 0.96918 0.941253 0.0270633 -213.435 0.188212 
10 1.965 0.984022 0.968848 0.940676 0.0279096 -213.388 0.192254 
10 1.965 0.984356 0.969469 0.941753 0.0260919 -213.446 0.185349 
10 1.965 0.983688 0.968192 0.93941 0.0279735 -213.256 0.192009 
10 1.97 0.983642 0.968119 0.939327 0.0287866 -213.261 0.194168 
10 1.97 0.983862 0.968533 0.940064 0.0278216 -213.332 0.189223 
10 1.97 0.984228 0.969236 0.941371 0.0269829 -213.472 0.184394 
10 1.975 0.983348 0.967579 0.938405 0.0306912 -213.149 0.199963 
10 1.975 0.983218 0.967312 0.937861 0.0301005 -213.108 0.198905 
10 1.975 0.983246 0.967336 0.937806 0.0285197 -213.07 0.194994 
10 1.98 0.982994 0.96686 0.936943 0.02942 -212.975 0.198593 
10 1.98 0.98319 0.967255 0.937728 0.0299244 -213.086 0.196471 
10 1.98 0.982676 0.966285 0.935983 0.0319414 -212.891 0.205932 
10 1.985 0.982908 0.966725 0.936784 0.0310621 -212.956 0.201824 
10 1.985 0.98309 0.967069 0.937396 0.0303925 -212.991 0.199734 
10 1.985 0.98257 0.966047 0.935448 0.0303635 -212.808 0.206085 
10 1.99 0.982598 0.966174 0.935841 0.0339181 -212.883 0.206478 
10 1.99 0.98306 0.966995 0.937219 0.0295315 -212.998 0.198695 
10 1.99 0.983324 0.967521 0.938257 0.029893 -213.159 0.194804 
10 1.995 0.982568 0.966061 0.935539 0.0311481 -212.833 0.206345 
10 1.995 0.982652 0.966212 0.935775 0.0304525 -212.835 0.202163 
10 1.995 0.982286 0.965509 0.934449 0.0312589 -212.715 0.198846 
10 2 0.98201 0.964996 0.93358 0.032612 -212.632 0.210309 
10 2 0.98246 0.965868 0.935225 0.0320254 -212.839 0.204694 
10 2 0.98252 0.965938 0.935193 0.0296385 -212.752 0.196091 
10 2.005 0.982184 0.965318 0.934138 0.0315666 -212.683 0.204545 
10 2.005 0.982374 0.965677 0.934778 0.030863 -212.731 0.201607 
10 2.005 0.981984 0.964935 0.933423 0.032063 -212.616 0.203624 
10 2.01 0.981362 0.963762 0.931326 0.0343774 -212.375 0.21653 
10 2.01 0.981308 0.963634 0.931011 0.0332801 -212.351 0.211918 
10 2.01 0.981414 0.963826 0.931336 0.0324518 -212.398 0.212729 
10 2.015 0.981144 0.963303 0.930346 0.0327331 -212.294 0.209756 
10 2.015 0.981148 0.963301 0.930319 0.0322562 -212.278 0.210473 
10 2.015 0.981792 0.964565 0.932722 0.0322178 -212.488 0.208537 
10 2.02 0.98099 0.963032 0.929926 0.0341713 -212.27 0.212315 
10 2.02 0.981076 0.963193 0.9302 0.0337961 -212.262 0.2105 
10 2.02 0.980552 0.96223 0.928555 0.0369948 -212.12 0.223086 
10 2.025 0.980292 0.961694 0.927456 0.0356106 -211.992 0.219876 
10 2.025 0.980928 0.962942 0.929832 0.0356473 -212.231 0.216768 
10 2.025 0.980094 0.961336 0.926864 0.0371452 -211.931 0.225677 
10 2.03 0.980092 0.961303 0.926706 0.0356055 -211.888 0.219658 
10 2.03 0.980542 0.962271 0.928649 0.0398062 -212.115 0.221367 
10 2.03 0.979766 0.960708 0.925713 0.0377687 -211.819 0.227062 
10 2.035 0.979982 0.9611 0.926351 0.0361219 -211.837 0.223365 
10 2.035 0.979852 0.960871 0.926005 0.0373847 -211.868 0.223142 
10 2.035 0.979622 0.960425 0.925133 0.0376126 -211.734 0.224494 
10 2.04 0.979188 0.959589 0.923598 0.0382147 -211.578 0.226581 
10 2.04 0.979166 0.959578 0.923681 0.039811 -211.618 0.229812 
10 2.04 0.97989 0.960906 0.925944 0.0353582 -211.768 0.223828 
10 2.045 0.978942 0.959129 0.922778 0.0391766 -211.485 0.231341 
10 2.045 0.97952 0.96021 0.924707 0.0367105 -211.695 0.224882 
10 2.045 0.979516 0.960231 0.924827 0.0381108 -211.738 0.224426 
10 2.05 0.97916 0.959532 0.923494 0.0379324 -211.525 0.232286 
10 2.05 0.979074 0.959358 0.923146 0.0376811 -211.5 0.229995 
10 2.05 0.978376 0.95803 0.920726 0.0395513 -211.268 0.233826 
10 2.055 0.978196 0.957735 0.920316 0.0422319 -211.23 0.237177 
10 2.055 0.977758 0.956859 0.918615 0.0412912 -211.054 0.244303 
10 2.055 0.978718 0.958707 0.922035 0.0398091 -211.419 0.233755 
10 2.06 0.978232 0.957773 0.920294 0.0405551 -211.233 0.234485 
10 2.06 0.977746 0.956824 0.918517 0.0406291 -211.024 0.245712 
10 2.06 0.977772 0.956915 0.918788 0.0425551 -211.058 0.241919 
10 2.065 0.977754 0.956858 0.918626 0.0414196 -211.023 0.240664 
10 2.065 0.977922 0.957222 0.919435 0.0431052 -211.177 0.241317 
10 2.065 0.977614 0.9566 0.918164 0.0421824 -210.978 0.24058 
10 2.07 0.977506 0.956407 0.917851 0.0429478 -210.978 0.241122 
10 2.07 0.977198 0.955782 0.916598 0.0418487 -210.821 0.246963 
10 2.07 0.977902 0.95716 0.919228 0.0419265 -211.112 0.236446 
10 2.075 0.977566 0.956491 0.917916 0.0412162 -210.974 0.237978 
10 2.075 0.977238 0.95583 0.916611 0.0402858 -210.799 0.240998 
10 2.075 0.977114 0.955655 0.916482 0.0435061 -210.857 0.242928 
10 2.08 0.976898 0.955235 0.915699 0.043547 -210.714 0.252066 
10 2.08 0.976458 0.954448 0.914396 0.0470257 -210.664 0.251822 
10 2.08 0.977004 0.95538 0.915777 0.0405377 -210.704 0.241146 
10 2.085 0.976684 0.954813 0.914877 0.0432213 -210.664 0.245292 
10 2.085 0.976108 0.953694 0.912769 0.0434941 -210.455 0.248941 
10 2.085 0.976558 0.954568 0.914412 0.0432668 -210.587 0.246809 
10 2.09 0.9755 0.952578 0.910859 0.0467593 -210.27 0.25669 
10 2.09 0.976302 0.954134 0.913764 0.0463256 -210.541 0.253677 
10 2.09 0.976006 0.953512 0.912481 0.0442224 -210.415 0.253204 
10 2.095 0.975378 0.952344 0.91039 0.0468409 -210.21 0.254763 
10 2.095 0.97577 0.953133 0.911985 0.0480032 -210.358 0.258595 
10 2.095 0.975404 0.952397 0.910522 0.046965 -210.196 0.255324 
10 2.1 0.975532 0.95263 0.910933 0.0460437 -210.237 0.259025 
10 2.1 0.975484 0.952557 0.910842 0.0470555 -210.204 0.25968 
10 2.1 0.97531 0.952278 0.910455 0.0499449 -210.21 0.2625 
10 2.105 0.9742 0.950068 0.906179 0.0476143 -209.726 0.268408 
