J2 temperature m m2 m4 ms e sp_h 
0.2 1.5 0.996354 0.992802 0.985969 0.00538845 -238.298 0.07429 
0.2 1.5 0.996232 0.992562 0.985504 0.00558681 -238.239 0.0775137 
0.2 1.5 0.99622 0.992539 0.985463 0.00566077 -238.227 0.0800598 
0.2 1.505 0.996198 0.992497 0.985387 0.00578238 -238.222 0.0794805 
0.2 1.505 0.996246 0.99259 0.985557 0.00554601 -238.238 0.0781309 
0.2 1.505 0.996348 0.992791 0.985949 0.00541813 -238.287 0.0753411 
0.2 1.51 0.995928 0.991969 0.984376 0.00640919 -238.104 0.0864822 
0.2 1.51 0.996022 0.992149 0.984704 0.00589507 -238.14 0.0813784 
0.2 1.51 0.995928 0.991962 0.984333 0.00590058 -238.09 0.082861 
0.2 1.515 0.996024 0.992156 0.984728 0.00607468 -238.145 0.0824036 
0.2 1.515 0.996026 0.992155 0.984712 0.00578794 -238.131 0.0814185 
0.2 1.515 0.995934 0.991979 0.984387 0.00623021 -238.108 0.0841965 
0.2 1.52 0.996028 0.99216 0.98472 0.00577258 -238.138 0.0797187 
0.2 1.52 0.99593 0.991969 0.984359 0.00607599 -238.096 0.083507 
0.2 1.52 0.99617 0.992439 0.985263 0.00556915 -238.204 0.0770422 
0.2 1.525 0.995882 0.991873 0.98417 0.00606178 -238.079 0.0824287 
0.2 1.525 0.99593 0.991967 0.984349 0.00593017 -238.092 0.0822941 
0.2 1.525 0.995936 0.991978 0.984364 0.00583632 -238.091 0.0812878 
0.2 1.53 0.995806 0.991728 0.983904 0.00643466 -238.046 0.0857777 
0.2 1.53 0.995668 0.991458 0.983385 0.00672639 -237.989 0.0882133 
0.2 1.53 0.99585 0.991809 0.984042 0.00601944 -238.06 0.0819382 
0.2 1.535 0.995784 0.991683 0.983809 0.00631045 -238.035 0.0845796 
0.2 1.535 0.9957 0.991516 0.983482 0.00636808 -237.984 0.087563 
0.2 1.535 0.995532 0.991187 0.982848 0.0067099 -237.91 0.0902359 
0.2 1.54 0.995596 0.991312 0.983085 0.00652239 -237.94 0.0868113 
0.2 1.54 0.995576 0.991275 0.983023 0.00669794 -237.938 0.0890777 
0.2 1.54 0.995646 0.991409 0.98327 0.00635602 -237.967 0.085556 
0.2 1.545 0.995468 0.991062 0.982608 0.00680524 -237.884 0.0909286 
0.2 1.545 0.995486 0.991097 0.982675 0.0067407 -237.892 0.0911432 
0.2 1.545 0.995568 0.991254 0.982964 0.006361 -237.929 0.0856188 
0.2 1.55 0.995418 0.99096 0.982399 0.00663776 -237.853 0.0904149 
0.2 1.55 0.995342 0.990814 0.982128 0.00696923 -237.833 0.0916982 
0.2 1.55 0.995416 0.990958 0.982403 0.00677851 -237.855 0.0908688 
0.2 1.555 0.995298 0.990727 0.981959 0.00699236 -237.804 0.0930233 
0.2 1.555 0.99543 0.990986 0.98246 0.00677268 -237.872 0.0897773 
0.2 1.555 0.9953 0.99073 0.981961 0.00691897 -237.806 0.0926803 
0.2 1.56 0.995102 0.990341 0.98121 0.00722882 -237.72 0.0951135 
0.2 1.56 0.995044 0.990224 0.980972 0.00712808 -237.68 0.0955119 
0.2 1.56 0.99512 0.990373 0.98126 0.00699651 -237.722 0.0930785 
0.2 1.565 0.99491 0.989959 0.980454 0.0072161 -237.625 0.0949271 
0.2 1.565 0.995234 0.990605 0.98174 0.00732302 -237.795 0.0932302 
0.2 1.565 0.995074 0.990288 0.981115 0.00738751 -237.713 0.0956948 
0.2 1.57 0.99508 0.990301 0.981147 0.00745182 -237.717 0.0963105 
0.2 1.57 0.994872 0.989889 0.980339 0.00758367 -237.61 0.0989476 
0.2 1.57 0.994846 0.989839 0.980242 0.00764053 -237.603 0.0993084 
0.2 1.575 0.994868 0.989879 0.98031 0.00740461 -237.609 0.0969971 
0.2 1.575 0.994908 0.989963 0.98049 0.00765915 -237.632 0.0987301 
0.2 1.575 0.9949 0.989941 0.980428 0.00731365 -237.628 0.094874 
0.2 1.58 0.995052 0.990241 0.981009 0.0070935 -237.687 0.093956 
0.2 1.58 0.99474 0.989632 0.979849 0.00786914 -237.557 0.100467 
0.2 1.58 0.994726 0.989602 0.97978 0.00770537 -237.541 0.100928 
0.2 1.585 0.99475 0.989648 0.979869 0.00761625 -237.555 0.0986592 
0.2 1.585 0.994648 0.989447 0.979476 0.00770701 -237.512 0.0994307 
0.2 1.585 0.994644 0.989439 0.979463 0.00773964 -237.504 0.100668 
0.2 1.59 0.994762 0.989669 0.9799 0.00740902 -237.557 0.0967346 
0.2 1.59 0.994494 0.989144 0.97889 0.0078971 -237.444 0.101369 
0.2 1.59 0.99457 0.989291 0.979164 0.0076173 -237.462 0.100195 
0.2 1.595 0.99462 0.989388 0.979348 0.00745427 -237.484 0.0981958 
0.2 1.595 0.994388 0.988942 0.978523 0.00842793 -237.392 0.1075 
0.2 1.595 0.994476 0.989115 0.97886 0.00832887 -237.442 0.105369 
0.2 1.6 0.994388 0.988938 0.9785 0.00815159 -237.383 0.105181 
0.2 1.6 0.994644 0.989441 0.979472 0.00776708 -237.512 0.0991796 
0.2 1.6 0.994276 0.988714 0.978053 0.00807724 -237.332 0.104011 
0.2 1.605 0.99429 0.988748 0.978142 0.00841844 -237.353 0.106254 
0.2 1.605 0.994078 0.988325 0.977303 0.00834953 -237.249 0.105652 
0.2 1.605 0.994296 0.988757 0.978147 0.00822582 -237.345 0.104616 
0.2 1.61 0.994134 0.988436 0.97752 0.00829006 -237.269 0.106001 
0.2 1.61 0.99397 0.988122 0.976942 0.00904839 -237.2 0.112322 
0.2 1.61 0.994092 0.988356 0.977374 0.00850531 -237.254 0.107345 
0.2 1.615 0.99389 0.987961 0.976617 0.00888098 -237.162 0.111267 
0.2 1.615 0.994014 0.988208 0.97711 0.00894909 -237.245 0.108174 
0.2 1.615 0.994076 0.988322 0.977302 0.00837809 -237.251 0.104713 
0.2 1.62 0.993698 0.987587 0.975904 0.00930894 -237.084 0.114024 
0.2 1.62 0.993918 0.988015 0.976721 0.0087907 -237.174 0.110194 
0.2 1.62 0.993848 0.987875 0.976442 0.00873536 -237.141 0.110234 
0.2 1.625 0.993718 0.987622 0.97596 0.00901024 -237.079 0.114573 
0.2 1.625 0.993776 0.987739 0.976198 0.00913119 -237.118 0.112509 
0.2 1.625 0.993962 0.988102 0.976887 0.00868323 -237.201 0.108007 
0.2 1.63 0.99361 0.987415 0.975579 0.00946306 -237.052 0.113987 
0.2 1.63 0.993532 0.98726 0.975275 0.00948251 -236.997 0.117899 
0.2 1.63 0.993448 0.987091 0.974935 0.00935161 -236.962 0.115961 
0.2 1.635 0.993504 0.987207 0.975176 0.00956342 -237.004 0.114874 
0.2 1.635 0.993528 0.987249 0.97524 0.00923506 -237.002 0.1135 
0.2 1.635 0.993518 0.987235 0.975237 0.00963081 -237.004 0.117449 
0.2 1.64 0.993282 0.986766 0.974308 0.00955296 -236.886 0.118389 
0.2 1.64 0.993388 0.986977 0.974727 0.00959277 -236.939 0.117245 
0.2 1.64 0.993402 0.987009 0.974805 0.00986502 -236.946 0.11915 
0.2 1.645 0.99324 0.986688 0.974175 0.00986641 -236.867 0.12119 
0.2 1.645 0.993428 0.987059 0.974898 0.00973671 -236.963 0.116199 
0.2 1.645 0.993002 0.986222 0.973282 0.0102874 -236.767 0.124418 
0.2 1.65 0.992962 0.98615 0.973166 0.0107119 -236.76 0.125894 
0.2 1.65 0.99297 0.986164 0.973185 0.0105733 -236.768 0.123825 
0.2 1.65 0.993072 0.986362 0.973562 0.0103177 -236.813 0.12312 
0.2 1.655 0.992728 0.985684 0.972244 0.0105957 -236.654 0.125384 
