size temperature m m2 m4 mag_sus e sp_heat 
10 2.105 0.97425 0.950215 0.906558 0.0499847 -209.791 0.264428 
10 2.105 0.97465 0.950942 0.907828 0.0474897 -209.925 0.260634 
10 2.105 0.97471 0.951098 0.908227 0.0493138 -209.983 0.26247 
10 2.11 0.974452 0.950601 0.907318 0.0495061 -209.863 0.269238 
10 2.11 0.974564 0.950806 0.907625 0.0488554 -209.872 0.26386 
10 2.11 0.974736 0.95115 0.908305 0.0492612 -209.952 0.262865 
10 2.115 0.973948 0.949636 0.905534 0.0501642 -209.651 0.269797 
10 2.115 0.973934 0.949592 0.905401 0.0494092 -209.66 0.268558 
10 2.115 0.974314 0.950298 0.90664 0.047782 -209.751 0.264407 
10 2.12 0.973488 0.9487 0.903644 0.0481507 -209.461 0.264266 
10 2.12 0.973854 0.949468 0.905245 0.0507673 -209.64 0.269142 
10 2.12 0.973606 0.948961 0.904237 0.0496508 -209.503 0.272414 
10 2.125 0.973992 0.949693 0.905556 0.0486016 -209.659 0.26372 
10 2.125 0.973714 0.949131 0.90443 0.0476144 -209.527 0.261494 
10 2.125 0.973106 0.948026 0.902584 0.0513484 -209.339 0.273855 
10 2.13 0.973182 0.94817 0.902802 0.0510026 -209.381 0.266188 
10 2.13 0.972812 0.947539 0.901877 0.0551818 -209.345 0.272702 
10 2.13 0.972984 0.94786 0.902388 0.0545566 -209.316 0.277119 
10 2.135 0.972424 0.946732 0.900222 0.0526484 -209.099 0.275151 
10 2.135 0.972108 0.946131 0.899136 0.0532514 -209.003 0.276895 
10 2.135 0.972808 0.947495 0.901717 0.0533899 -209.303 0.273508 
10 2.14 0.97192 0.945832 0.898761 0.0562502 -208.962 0.282402 
10 2.14 0.97163 0.945294 0.897765 0.0574385 -208.846 0.285438 
10 2.14 0.97204 0.94599 0.898845 0.0527065 -208.99 0.274986 
10 2.145 0.972008 0.945974 0.898941 0.0547491 -208.932 0.284274 
10 2.145 0.971126 0.944265 0.895735 0.0549749 -208.647 0.285742 
10 2.145 0.97143 0.944862 0.896918 0.0552744 -208.824 0.283655 
10 2.15 0.970922 0.943943 0.89538 0.0582823 -208.629 0.294144 
10 2.15 0.970576 0.943344 0.894467 0.061685 -208.566 0.301955 
10 2.15 0.97045 0.943049 0.893737 0.0593506 -208.383 0.301205 
10 2.155 0.970698 0.943492 0.894446 0.0574178 -208.492 0.294464 
10 2.155 0.970394 0.942904 0.893389 0.057526 -208.422 0.292898 
10 2.155 0.970228 0.942705 0.893289 0.0632217 -208.436 0.298447 
10 2.16 0.970354 0.942838 0.893284 0.0579053 -208.375 0.292793 
10 2.16 0.970294 0.942721 0.893053 0.057896 -208.375 0.289934 
10 2.16 0.97003 0.942293 0.892478 0.0618185 -208.339 0.295982 
10 2.165 0.969742 0.94173 0.891439 0.0614694 -208.195 0.30368 
10 2.165 0.969566 0.941405 0.890829 0.0622065 -208.155 0.295943 
10 2.165 0.969044 0.940395 0.888924 0.0622913 -207.935 0.300139 
10 2.17 0.968874 0.940081 0.888443 0.0628761 -207.87 0.305993 
10 2.17 0.968916 0.940165 0.888589 0.0629763 -207.902 0.300436 
10 2.17 0.96952 0.941307 0.890607 0.0616668 -208.135 0.293119 
10 2.175 0.96849 0.939384 0.887217 0.0648772 -207.788 0.299429 
10 2.175 0.968444 0.939264 0.886911 0.0634657 -207.748 0.30032 
10 2.175 0.968746 0.939869 0.888114 0.064358 -207.853 0.303992 
10 2.18 0.96822 0.938815 0.886089 0.0626363 -207.658 0.305933 
10 2.18 0.968122 0.938694 0.885983 0.0657685 -207.617 0.303759 
10 2.18 0.96728 0.937161 0.883424 0.0702037 -207.427 0.316196 
10 2.185 0.967644 0.937809 0.884501 0.0674549 -207.477 0.320708 
10 2.185 0.968128 0.938664 0.88577 0.0637334 -207.563 0.301998 
10 2.185 0.967702 0.937883 0.884522 0.0657281 -207.481 0.312401 
10 2.19 0.967302 0.937177 0.88341 0.0686868 -207.355 0.319171 
10 2.19 0.966812 0.936201 0.881477 0.0673898 -207.103 0.31869 
10 2.19 0.967226 0.936968 0.88285 0.065855 -207.378 0.309207 
10 2.195 0.966112 0.934918 0.87935 0.0704111 -206.985 0.325476 
10 2.195 0.966874 0.936312 0.881693 0.0668022 -207.188 0.317622 
10 2.195 0.96681 0.936203 0.881518 0.067469 -207.182 0.31636 
10 2.2 0.965816 0.934413 0.878524 0.0732916 -206.866 0.326739 
10 2.2 0.965214 0.933276 0.876458 0.0744679 -206.691 0.321154 
10 2.2 0.966324 0.935298 0.879942 0.068884 -206.996 0.323202 
10 2.205 0.96627 0.935234 0.879921 0.0705926 -207.012 0.317349 
10 2.205 0.964484 0.931948 0.87419 0.0779598 -206.458 0.335581 
10 2.205 0.965134 0.933243 0.876743 0.0797933 -206.733 0.334911 
10 2.21 0.965162 0.933257 0.876634 0.0777898 -206.741 0.326618 
10 2.21 0.965132 0.933076 0.876036 0.0722055 -206.619 0.325847 
10 2.21 0.964756 0.932539 0.875538 0.080772 -206.581 0.345301 
10 2.215 0.96407 0.931144 0.872793 0.0773217 -206.298 0.341632 
10 2.215 0.964834 0.932583 0.875391 0.0757685 -206.596 0.33686 
10 2.215 0.963368 0.929824 0.870321 0.0788305 -206.055 0.331322 
10 2.22 0.963828 0.930701 0.871993 0.0782372 -206.158 0.34857 
10 2.22 0.963766 0.930561 0.871562 0.0773161 -206.089 0.336165 
10 2.22 0.964644 0.932273 0.874901 0.0781492 -206.563 0.331619 
10 2.225 0.963822 0.930663 0.871833 0.0768824 -206.197 0.328534 
10 2.225 0.963098 0.929363 0.869708 0.0811237 -206.018 0.340262 
10 2.225 0.963252 0.929715 0.870372 0.0836308 -206.118 0.337453 
10 2.23 0.96261 0.928431 0.868022 0.0813214 -205.809 0.345286 
10 2.23 0.963268 0.929669 0.870145 0.0799946 -206.031 0.337568 
10 2.23 0.962848 0.928873 0.868705 0.0805582 -205.868 0.337278 
10 2.235 0.96223 0.927656 0.866483 0.0791529 -205.581 0.350699 
10 2.235 0.962256 0.927946 0.867431 0.0898985 -205.747 0.356129 
10 2.235 0.961808 0.926994 0.86554 0.0858672 -205.529 0.346181 
10 2.24 0.962392 0.928029 0.86726 0.0817124 -205.7 0.34049 
10 2.24 0.961858 0.927023 0.865501 0.0826834 -205.542 0.347949 
10 2.24 0.961798 0.926872 0.865206 0.0811075 -205.509 0.350111 
10 2.245 0.960994 0.925511 0.863063 0.0891515 -205.29 0.355563 
10 2.245 0.960912 0.925417 0.863002 0.0920075 -205.266 0.361748 
10 2.245 0.960752 0.925119 0.862465 0.092422 -205.242 0.358814 
10 2.25 0.959634 0.922865 0.858237 0.0874696 -204.777 0.366484 
10 2.25 0.959628 0.922859 0.858257 0.0876774 -204.85 0.366759 
10 2.25 0.960122 0.92382 0.859962 0.08825 -204.969 0.36066 
10 2.255 0.960526 0.924589 0.861309 0.0877554 -205.088 0.356356 
10 2.255 0.959818 0.923307 0.859084 0.0912109 -204.838 0.358029 
10 2.255 0.960166 0.923924 0.860253 0.0889229 -205.009 0.369686 
10 2.26 0.958788 0.921531 0.856353 0.0998607 -204.608 0.374625 
10 2.26 0.95883 0.92147 0.856008 0.0935978 -204.611 0.363367 
10 2.26 0.959704 0.923114 0.858844 0.09212 -204.879 0.358618 
10 2.265 0.958886 0.921476 0.855769 0.0889112 -204.57 0.360564 
10 2.265 0.95898 0.921811 0.856679 0.0957315 -204.629 0.37034 
10 2.265 0.95836 0.920609 0.854571 0.0951678 -204.428 0.374437 
10 2.27 0.957644 0.919457 0.852684 0.104615 -204.255 0.37502 
10 2.27 0.95803 0.919893 0.853034 0.0912458 -204.212 0.370787 
10 2.27 0.95778 0.919536 0.852605 0.0966287 -204.192 0.380604 
10 2.275 0.957028 0.918187 0.850374 0.100419 -204.002 0.37939 
10 2.275 0.957414 0.918719 0.850874 0.0913122 -204.012 0.372734 
10 2.275 0.957118 0.918475 0.850985 0.105514 -204.026 0.383299 
10 2.28 0.95639 0.917078 0.848591 0.105104 -203.864 0.37144 
10 2.28 0.956526 0.917288 0.848935 0.102915 -203.881 0.379444 
10 2.28 0.956762 0.917716 0.849621 0.101872 -203.868 0.383137 
10 2.285 0.956168 0.91662 0.847754 0.103385 -203.678 0.391707 
10 2.285 0.955926 0.916153 0.84692 0.103219 -203.687 0.387285 
10 2.285 0.954812 0.914138 0.84355 0.108172 -203.341 0.397697 
10 2.29 0.955312 0.914852 0.844235 0.0974263 -203.333 0.382995 
10 2.29 0.95457 0.913723 0.842749 0.110002 -203.264 0.395198 
10 2.29 0.955312 0.915065 0.845036 0.106722 -203.476 0.389651 
10 2.295 0.954236 0.913111 0.841769 0.110863 -203.14 0.398563 
10 2.295 0.954632 0.913836 0.842991 0.109517 -203.246 0.396791 
10 2.295 0.955236 0.914794 0.844276 0.101 -203.368 0.384285 
10 2.3 0.953998 0.912758 0.841246 0.115034 -203.084 0.395921 
10 2.3 0.954072 0.912832 0.841237 0.112093 -203.029 0.397463 
10 2.3 0.953538 0.911751 0.839199 0.109414 -202.875 0.388156 
10 2.305 0.95329 0.911497 0.839172 0.118666 -202.83 0.404611 
10 2.305 0.95359 0.912017 0.840034 0.116401 -202.941 0.400783 
10 2.305 0.953798 0.912146 0.839785 0.104794 -202.934 0.391202 
10 2.31 0.952452 0.909695 0.83565 0.109544 -202.531 0.394779 
10 2.31 0.952858 0.910586 0.837411 0.114611 -202.654 0.405196 
10 2.31 0.952124 0.909405 0.835524 0.124016 -202.459 0.408626 
10 2.315 0.951738 0.908504 0.833874 0.11658 -202.359 0.407299 
10 2.315 0.95217 0.909247 0.835075 0.113151 -202.483 0.401553 
10 2.315 0.951298 0.907842 0.832959 0.124143 -202.255 0.416698 
10 2.32 0.951576 0.908163 0.833233 0.114921 -202.248 0.417582 
10 2.32 0.951016 0.907144 0.83138 0.116904 -202.025 0.420629 
10 2.32 0.950576 0.906475 0.830542 0.124158 -201.963 0.424068 
10 2.325 0.94995 0.905223 0.828349 0.121208 -201.894 0.41665 
10 2.325 0.949572 0.904904 0.828307 0.138384 -201.784 0.439239 
10 2.325 0.950306 0.906198 0.830367 0.134055 -201.939 0.430541 
10 2.33 0.949812 0.905055 0.828113 0.125001 -201.778 0.418214 
10 2.33 0.950324 0.905802 0.829094 0.115309 -201.839 0.418282 
10 2.33 0.949334 0.904068 0.826176 0.121581 -201.531 0.427342 
10 2.335 0.947394 0.900822 0.821327 0.139903 -201.085 0.440065 
10 2.335 0.948052 0.90214 0.823739 0.14295 -201.361 0.441443 
10 2.335 0.948882 0.903331 0.825033 0.126501 -201.491 0.412853 
10 2.34 0.948772 0.9033 0.825473 0.133836 -201.49 0.430583 
10 2.34 0.947072 0.900105 0.819864 0.135046 -200.93 0.44608 
10 2.34 0.948198 0.902235 0.823501 0.134836 -201.272 0.429633 
10 2.345 0.947102 0.900166 0.819849 0.134898 -200.87 0.436084 
10 2.345 0.946924 0.900035 0.81986 0.143716 -200.921 0.433647 
10 2.345 0.947252 0.900483 0.820564 0.136333 -200.971 0.439126 
10 2.35 0.945332 0.896996 0.814706 0.142259 -200.394 0.447564 
10 2.35 0.946298 0.898812 0.817878 0.14181 -200.633 0.450569 
10 2.35 0.945676 0.897769 0.816571 0.147473 -200.544 0.466501 
10 2.355 0.946102 0.898495 0.817368 0.143766 -200.613 0.446147 
10 2.355 0.945284 0.897034 0.815065 0.147431 -200.477 0.444583 
10 2.355 0.944422 0.895495 0.812286 0.15126 -200.179 0.447576 
10 2.36 0.944238 0.895196 0.812129 0.152986 -200.127 0.460134 
10 2.36 0.945814 0.897969 0.816585 0.144295 -200.47 0.449549 
10 2.36 0.943732 0.894436 0.810871 0.161264 -200.077 0.45339 
10 2.365 0.944216 0.89496 0.811319 0.144446 -200.066 0.447443 
10 2.365 0.942458 0.891951 0.806484 0.157463 -199.52 0.463575 
10 2.365 0.943888 0.894471 0.810729 0.14995 -199.919 0.464004 
10 2.37 0.942132 0.891525 0.805936 0.165084 -199.467 0.469418 
10 2.37 0.943044 0.892916 0.807903 0.151211 -199.64 0.465497 
10 2.37 0.941954 0.891385 0.806174 0.173299 -199.628 0.471599 
10 2.375 0.941634 0.890465 0.804223 0.159596 -199.302 0.484281 
10 2.375 0.942442 0.89196 0.806586 0.158464 -199.529 0.464617 
10 2.375 0.941392 0.89045 0.804656 0.178165 -199.365 0.479693 
10 2.38 0.940004 0.887649 0.799693 0.169825 -198.96 0.476301 
10 2.38 0.940808 0.889216 0.80238 0.172124 -199.208 0.472822 
10 2.38 0.941904 0.891057 0.805111 0.162765 -199.3 0.468893 
10 2.385 0.940932 0.888997 0.801248 0.152772 -199.021 0.460045 
10 2.385 0.940152 0.887865 0.79982 0.166828 -198.912 0.467827 
10 2.385 0.938598 0.885287 0.796157 0.181155 -198.52 0.502526 
10 2.39 0.939354 0.886549 0.797668 0.174177 -198.616 0.479802 
10 2.39 0.937914 0.88409 0.794255 0.184415 -198.388 0.496824 
10 2.39 0.939362 0.88651 0.797605 0.171931 -198.636 0.473938 
10 2.395 0.937574 0.88361 0.793348 0.190617 -198.246 0.492437 
10 2.395 0.937938 0.884094 0.793901 0.182294 -198.295 0.490044 
10 2.395 0.93761 0.883243 0.792274 0.172443 -198.175 0.48743 
10 2.4 0.936258 0.881023 0.788862 0.185168 -197.87 0.495231 
10 2.4 0.938798 0.885185 0.795119 0.160158 -198.44 0.473605 
10 2.4 0.936984 0.882418 0.79125 0.186624 -198.034 0.496806 
10 2.405 0.936938 0.881967 0.790032 0.171051 -197.904 0.491197 
10 2.405 0.936292 0.881302 0.789666 0.193717 -197.876 0.50316 
10 2.405 0.935664 0.880109 0.787626 0.193001 -197.753 0.498239 
10 2.41 0.934786 0.878271 0.784433 0.184487 -197.468 0.509135 
10 2.41 0.936014 0.88046 0.787606 0.179973 -197.549 0.494547 
10 2.41 0.935794 0.880327 0.788002 0.191576 -197.65 0.51145 
10 2.415 0.934078 0.877134 0.782643 0.191808 -197.197 0.509848 
10 2.415 0.935308 0.879445 0.786414 0.192281 -197.494 0.506004 
10 2.415 0.934392 0.877677 0.783427 0.189999 -197.257 0.512667 
10 2.42 0.932826 0.874821 0.778634 0.192444 -196.832 0.504592 
10 2.42 0.932696 0.874841 0.779134 0.203257 -196.817 0.520876 
10 2.42 0.932908 0.875479 0.780668 0.21329 -197.006 0.52942 
10 2.425 0.933696 0.876347 0.781049 0.188006 -196.932 0.505286 
10 2.425 0.931482 0.872989 0.776705 0.219819 -196.604 0.534772 
10 2.425 0.932458 0.874245 0.777791 0.196577 -196.633 0.524848 
10 2.43 0.930654 0.871529 0.774201 0.222728 -196.346 0.525326 
10 2.43 0.93026 0.870788 0.772927 0.22242 -196.15 0.532939 
10 2.43 0.931768 0.8733 0.776475 0.210212 -196.57 0.511212 
10 2.435 0.929322 0.868822 0.769324 0.21285 -195.792 0.544601 
10 2.435 0.929908 0.870233 0.772055 0.226053 -196.064 0.543245 
10 2.435 0.929718 0.869728 0.771078 0.219808 -196.034 0.529157 
10 2.44 0.929294 0.868682 0.768848 0.208786 -195.797 0.535283 
10 2.44 0.928834 0.868122 0.768335 0.220862 -195.698 0.542916 
10 2.44 0.929458 0.869045 0.769867 0.211165 -195.829 0.54417 
10 2.445 0.928254 0.867359 0.767436 0.233259 -195.534 0.55436 
10 2.445 0.925594 0.86295 0.76099 0.25464 -195.025 0.573829 
10 2.445 0.926716 0.86465 0.76329 0.239153 -195.183 0.553593 
10 2.45 0.927382 0.865587 0.764428 0.226535 -195.336 0.538961 
10 2.45 0.925406 0.862737 0.760693 0.259632 -195.052 0.559694 
10 2.45 0.92622 0.86373 0.761859 0.238617 -195.056 0.563402 
10 2.455 0.925716 0.863059 0.761068 0.24882 -194.958 0.563576 
10 2.455 0.925432 0.862151 0.758842 0.233268 -194.681 0.562822 
10 2.455 0.924552 0.860953 0.757184 0.250773 -194.552 0.559488 
10 2.46 0.924634 0.861051 0.757596 0.248088 -194.621 0.566902 
10 2.46 0.922608 0.858186 0.753856 0.28375 -194.334 0.576374 
10 2.46 0.923926 0.859979 0.756174 0.25772 -194.455 0.573493 
10 2.465 0.922002 0.856299 0.749839 0.25198 -193.873 0.570845 
10 2.465 0.922552 0.857388 0.751639 0.255022 -194.016 0.563033 
10 2.465 0.923162 0.858915 0.755054 0.271268 -194.383 0.589853 
10 2.47 0.921426 0.855489 0.749076 0.261684 -193.83 0.578516 
10 2.47 0.92125 0.855657 0.749436 0.281613 -193.752 0.580653 
10 2.47 0.923294 0.859046 0.754828 0.266147 -194.335 0.570776 
10 2.475 0.920768 0.854569 0.747745 0.272933 -193.689 0.581842 
10 2.475 0.9202 0.853659 0.746304 0.278424 -193.545 0.574911 
10 2.475 0.92342 0.858732 0.753741 0.243532 -194.263 0.556709 
10 2.48 0.92012 0.853348 0.745807 0.271264 -193.504 0.580291 
10 2.48 0.920228 0.853219 0.744554 0.258046 -193.177 0.571892 
10 2.48 0.9193 0.851953 0.743468 0.275822 -193.208 0.594318 
10 2.485 0.917102 0.84805 0.736984 0.280655 -192.614 0.580637 
10 2.485 0.919666 0.852941 0.745602 0.287958 -193.386 0.59005 
10 2.485 0.918238 0.849889 0.74013 0.270737 -192.86 0.604598 
10 2.49 0.917996 0.849936 0.740626 0.289927 -193.029 0.589779 
10 2.49 0.916618 0.847902 0.737893 0.309791 -192.729 0.597037 
10 2.49 0.916064 0.846648 0.736044 0.300191 -192.401 0.627322 
10 2.495 0.916488 0.8472 0.736541 0.29059 -192.558 0.600543 
10 2.495 0.914534 0.843969 0.731785 0.304468 -192.002 0.625376 
10 2.495 0.915978 0.846557 0.735472 0.302257 -192.474 0.593838 
10 2.5 0.91417 0.84381 0.731693 0.32412 -192.124 0.606103 
10 2.5 0.915054 0.844821 0.73289 0.299874 -192.191 0.609372 
10 2.5 0.914052 0.843257 0.730467 0.310639 -191.848 0.613745 
10 2.505 0.912562 0.841487 0.728384 0.348021 -191.589 0.639055 
10 2.505 0.910516 0.837597 0.722147 0.341613 -191.084 0.62898 
10 2.505 0.913088 0.841884 0.728831 0.325524 -191.627 0.634199 
10 2.51 0.911824 0.839855 0.725633 0.335918 -191.501 0.605889 
10 2.51 0.911688 0.839552 0.724857 0.333748 -191.236 0.627466 
10 2.51 0.911684 0.839183 0.72437 0.319342 -191.185 0.635618 
10 2.515 0.908598 0.834619 0.718239 0.360568 -190.697 0.651088 
10 2.515 0.910652 0.837693 0.722036 0.334215 -191.048 0.624389 
10 2.515 0.910794 0.837741 0.722086 0.325841 -190.965 0.63708 
10 2.52 0.907772 0.832619 0.714442 0.340041 -190.296 0.637125 
10 2.52 0.907458 0.832495 0.714663 0.357721 -190.415 0.643513 
10 2.52 0.909872 0.836134 0.719439 0.328063 -190.704 0.626678 
10 2.525 0.906478 0.83056 0.711385 0.350815 -189.957 0.659651 
10 2.525 0.909792 0.836152 0.719747 0.333895 -190.781 0.627703 
10 2.525 0.908082 0.833451 0.716149 0.350036 -190.415 0.646298 
10 2.53 0.905006 0.828643 0.709045 0.379716 -189.768 0.646653 
10 2.53 0.906792 0.831194 0.712662 0.352671 -190.1 0.641007 
10 2.53 0.90603 0.829836 0.710563 0.353578 -189.981 0.653272 
10 2.535 0.90493 0.828082 0.707624 0.36229 -189.73 0.624677 
10 2.535 0.90372 0.826442 0.705806 0.383931 -189.446 0.662737 
10 2.535 0.903276 0.825332 0.704055 0.371764 -189.26 0.674591 
10 2.54 0.900092 0.820662 0.697758 0.41326 -188.628 0.692212 
10 2.54 0.901658 0.823024 0.701004 0.395153 -188.96 0.680461 
10 2.54 0.905028 0.828312 0.70812 0.363622 -189.628 0.645236 
10 2.545 0.9005 0.821166 0.698106 0.403369 -188.694 0.669507 
10 2.545 0.89875 0.818682 0.69517 0.429498 -188.322 0.699659 
10 2.545 0.901556 0.822957 0.700935 0.398959 -188.946 0.672198 
10 2.55 0.896726 0.815611 0.690913 0.450728 -187.874 0.707729 
10 2.55 0.898388 0.818012 0.693686 0.427886 -188.208 0.691201 
10 2.55 0.897918 0.81696 0.692031 0.41975 -188.097 0.684734 
10 2.555 0.898026 0.816981 0.691812 0.412145 -187.904 0.693083 
10 2.555 0.897586 0.816613 0.692224 0.428674 -187.94 0.701921 
10 2.555 0.897636 0.816317 0.691041 0.41358 -187.943 0.68324 
10 2.56 0.894254 0.811249 0.684233 0.451518 -187.372 0.700786 
10 2.56 0.897968 0.817018 0.691969 0.416857 -187.891 0.685603 
10 2.56 0.89669 0.815093 0.689587 0.431242 -187.8 0.696625 
10 2.565 0.895916 0.813375 0.686391 0.417527 -187.593 0.669079 
10 2.565 0.89582 0.813102 0.685798 0.413607 -187.341 0.686711 
10 2.565 0.894632 0.812311 0.686007 0.465677 -187.41 0.702701 
10 2.57 0.893084 0.808933 0.680169 0.441015 -186.698 0.711444 
10 2.57 0.889906 0.804671 0.674985 0.495663 -186.294 0.718772 
10 2.57 0.896142 0.813774 0.687113 0.416475 -187.364 0.703138 
10 2.575 0.889492 0.803434 0.672651 0.475261 -185.938 0.725577 
10 2.575 0.889672 0.803901 0.67368 0.480947 -186.029 0.735966 
10 2.575 0.89031 0.804718 0.674773 0.468597 -186.347 0.72316 
10 2.58 0.889694 0.804135 0.674471 0.487593 -186.211 0.745267 
10 2.58 0.890528 0.804729 0.674242 0.45305 -186.178 0.728434 
10 2.58 0.889364 0.803143 0.672239 0.471891 -186.105 0.707479 
10 2.585 0.88654 0.798929 0.666657 0.501968 -185.417 0.737168 
10 2.585 0.887684 0.800652 0.66927 0.490098 -185.695 0.739183 
10 2.585 0.888184 0.801046 0.66913 0.47099 -185.614 0.726875 
10 2.59 0.885464 0.796861 0.66301 0.494776 -185.016 0.721219 
10 2.59 0.88614 0.797654 0.663962 0.479147 -185.161 0.72265 
10 2.59 0.886406 0.798662 0.666468 0.499844 -185.357 0.752748 
10 2.595 0.885984 0.797857 0.664706 0.496698 -185.135 0.735212 
10 2.595 0.883492 0.793367 0.658166 0.493591 -184.665 0.743788 
10 2.595 0.883264 0.793477 0.658542 0.513362 -184.602 0.741852 
10 2.6 0.881104 0.790804 0.655988 0.556129 -184.284 0.779397 
10 2.6 0.881132 0.790197 0.654264 0.530883 -184.263 0.746843 
10 2.6 0.88157 0.791602 0.656918 0.555258 -184.396 0.75994 
10 2.605 0.879846 0.78803 0.651022 0.53363 -183.975 0.751309 
10 2.605 0.879186 0.787351 0.650491 0.552111 -183.739 0.769971 
10 2.605 0.878708 0.786823 0.650043 0.564128 -183.734 0.770475 
10 2.61 0.878172 0.785882 0.648692 0.563054 -183.616 0.78118 
10 2.61 0.877084 0.785089 0.648889 0.605832 -183.519 0.797578 
10 2.61 0.879806 0.787939 0.650669 0.531807 -183.795 0.754169 
10 2.615 0.87508 0.781303 0.642661 0.594189 -182.942 0.799493 
10 2.615 0.874468 0.780263 0.641423 0.595364 -182.863 0.796691 
10 2.615 0.875194 0.781353 0.642369 0.588481 -182.862 0.788378 
10 2.62 0.86965 0.772136 0.629527 0.604768 -181.552 0.816305 
10 2.62 0.874728 0.780755 0.642199 0.595638 -182.822 0.788911 
10 2.62 0.874474 0.779292 0.638396 0.556772 -182.579 0.774266 
10 2.625 0.869762 0.773635 0.63293 0.653313 -181.756 0.828179 
10 2.625 0.869922 0.773607 0.632439 0.64163 -181.943 0.813556 
10 2.625 0.873908 0.778545 0.637654 0.564947 -182.612 0.753103 
10 2.63 0.870076 0.773702 0.632352 0.633822 -181.747 0.818871 
10 2.63 0.872674 0.776069 0.63388 0.55167 -181.999 0.778798 
10 2.63 0.869088 0.77201 0.629953 0.634819 -181.607 0.810813 
10 2.635 0.866866 0.768436 0.625 0.644391 -181.238 0.800323 
10 2.635 0.871706 0.77559 0.634453 0.596532 -181.982 0.793128 
10 2.635 0.867906 0.77023 0.628055 0.643996 -181.42 0.820323 
10 2.64 0.864966 0.765328 0.620775 0.650058 -180.62 0.828004 
10 2.64 0.86584 0.76716 0.624164 0.662154 -180.991 0.844845 
10 2.64 0.865222 0.765869 0.621967 0.653781 -180.741 0.832414 
10 2.645 0.863076 0.762081 0.615872 0.649557 -180.06 0.837773 
10 2.645 0.864672 0.765097 0.620286 0.659315 -180.715 0.799827 
10 2.645 0.865492 0.766308 0.622228 0.651472 -180.78 0.82425 
10 2.65 0.865138 0.765253 0.620143 0.633547 -180.556 0.811076 
10 2.65 0.859738 0.758193 0.61229 0.71861 -179.746 0.859664 
10 2.65 0.86326 0.762999 0.617923 0.670998 -180.41 0.827581 
10 2.655 0.85846 0.755843 0.608783 0.711468 -179.583 0.831581 
10 2.655 0.859872 0.758071 0.611811 0.703984 -179.758 0.844272 
10 2.655 0.858088 0.754983 0.607095 0.703133 -179.261 0.855941 
10 2.66 0.855922 0.752071 0.603874 0.731915 -178.918 0.852995 
10 2.66 0.85556 0.751572 0.603834 0.736441 -178.767 0.882026 
10 2.66 0.854228 0.749262 0.599581 0.735223 -178.422 0.869849 
10 2.665 0.857464 0.755093 0.608475 0.744791 -179.236 0.858062 
10 2.665 0.855448 0.751477 0.603387 0.73866 -178.766 0.867849 
10 2.665 0.85731 0.753024 0.603144 0.67704 -178.834 0.818749 
10 2.67 0.853616 0.748549 0.599189 0.74488 -178.398 0.855295 
10 2.67 0.85153 0.744954 0.594049 0.743484 -177.807 0.881718 
10 2.67 0.85105 0.744937 0.594916 0.773457 -177.838 0.893182 
10 2.675 0.850904 0.744756 0.594153 0.774522 -177.832 0.86542 
10 2.675 0.849836 0.742695 0.590929 0.765358 -177.645 0.866426 
10 2.675 0.852142 0.745897 0.595166 0.73835 -178.072 0.845805 
10 2.68 0.846064 0.736677 0.583277 0.778103 -176.698 0.89706 
10 2.68 0.84501 0.735972 0.583106 0.818289 -176.727 0.90758 
10 2.68 0.845146 0.736684 0.584888 0.836288 -176.95 0.894775 
10 2.685 0.845084 0.735691 0.582216 0.801624 -176.574 0.888295 
10 2.685 0.844454 0.735281 0.582171 0.826031 -176.662 0.883693 
10 2.685 0.842484 0.732044 0.577947 0.829232 -176.202 0.902348 
10 2.69 0.84041 0.728817 0.573764 0.837485 -175.589 0.919141 
10 2.69 0.842356 0.732842 0.580667 0.865367 -176.5 0.923403 
10 2.69 0.843012 0.733093 0.579608 0.83359 -176.354 0.893299 
10 2.695 0.839638 0.72829 0.573571 0.864475 -175.473 0.930334 
10 2.695 0.83907 0.727913 0.57351 0.885868 -175.652 0.907204 
10 2.695 0.838074 0.72618 0.571172 0.883574 -175.434 0.924449 
10 2.7 0.831812 0.717187 0.559888 0.936139 -174.395 0.923098 
10 2.7 0.830366 0.715724 0.558703 0.970958 -174.01 0.965548 
10 2.7 0.836524 0.722911 0.565899 0.856998 -174.963 0.907309 
10 2.705 0.83488 0.72139 0.565082 0.900736 -174.844 0.931037 
10 2.705 0.829908 0.714018 0.555162 0.934213 -173.702 0.94868 
10 2.705 0.831508 0.716932 0.560474 0.943691 -174.131 0.970418 
10 2.71 0.830174 0.713842 0.554463 0.909702 -173.538 0.944225 
10 2.71 0.830244 0.714418 0.556034 0.926675 -173.864 0.942486 
10 2.71 0.832972 0.71813 0.560352 0.89622 -174.339 0.930005 
10 2.715 0.823454 0.705119 0.545145 0.996032 -172.476 0.976051 
10 2.715 0.830974 0.715292 0.556158 0.91251 -173.871 0.918736 
10 2.715 0.824526 0.705959 0.54588 0.961922 -172.684 0.964623 
10 2.72 0.82189 0.703174 0.543474 1.0173 -172.303 0.986437 
10 2.72 0.824652 0.706921 0.546786 0.987884 -172.941 0.938088 
10 2.72 0.826038 0.709249 0.550511 0.989343 -173.058 0.974447 
10 2.725 0.823178 0.703887 0.543223 0.963835 -172.554 0.965565 
10 2.725 0.820166 0.701311 0.541676 1.05097 -172.108 1.0026 
10 2.725 0.82347 0.704566 0.543204 0.971109 -172.46 0.937144 
