nth step2 temp ene nn nnn nnnn 
1 1024 2.493 -111.2 -104 -72 -80
1 1024 2.493 -120.8 -112 -80 -64
1 1024 2.493 -174.4 -160 -148 -148
1 1024 2.493 -182.4 -168 -164 -160
1 1024 2.493 -160.8 -148 -140 -136
1 1024 2.493 -179.2 -164 -152 -160
1 1024 2.493 -200.8 -184 -184 -184
1 1024 2.493 -175.2 -160 -144 -124
1 1024 2.493 -179.2 -164 -152 -144
1 1024 2.493 -154.4 -140 -108 -108
1 1024 2.493 -108 -100 -68 -56
1 1024 2.493 -122.4 -112 -80 -76
1 1024 2.493 -120.8 -112 -80 -92
1 1024 2.493 -108 -100 -60 -88
1 1024 2.493 -156 -144 -144 -140
1 1024 2.493 -169.6 -156 -152 -144
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -144 -132 -104 -92
1 1024 2.493 -152 -140 -120 -108
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -148 -136 -112 -112
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -163.2 -152 -148 -144
1 1024 2.493 -152 -140 -120 -112
1 1024 2.493 -200.8 -184 -184 -184
1 1024 2.493 -160 -148 -136 -140
1 1024 2.493 -122.4 -112 -80 -56
1 1024 2.493 -191.2 -176 -176 -176
1 1024 2.493 -182.4 -168 -164 -160
1 1024 2.493 -197.6 -180 -180 -176
1 1024 2.493 -187.2 -172 -168 -168
1 1024 2.493 -149.6 -136 -104 -80
1 1024 2.493 -191.2 -176 -176 -180
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -192.8 -176 -168 -160
1 1024 2.493 -130.4 -120 -96 -88
1 1024 2.493 -140 -128 -104 -92
1 1024 2.493 -200.8 -184 -184 -184
1 1024 2.493 -120 -112 -92 -60
1 1024 2.493 -120 -108 -80 -68
1 1024 2.493 -120 -108 -80 -68
1 1024 2.493 -115.2 -108 -80 -80
1 1024 2.493 -164.8 -152 -140 -132
1 1024 2.493 -129.6 -120 -92 -64
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -197.6 -180 -172 -172
1 1024 2.493 -197.6 -180 -172 -172
1 1024 2.493 -172.8 -160 -156 -152
1 1024 2.493 -156 -144 -136 -128
1 1024 2.493 -144 -132 -104 -76
1 1024 2.493 -153.6 -140 -112 -108
1 1024 2.493 -143.2 -132 -124 -116
1 1024 2.493 -108 -100 -68 -40
1 1024 2.493 -173.6 -160 -152 -144
1 1024 2.493 -188.8 -172 -160 -164
1 1024 2.493 -188.8 -172 -160 -164
1 1024 2.493 -175.2 -160 -160 -160
1 1024 2.493 -143.2 -132 -116 -116
1 1024 2.493 -179.2 -164 -152 -156
1 1024 2.493 -202.4 -184 -176 -180
1 1024 2.493 -153.6 -140 -112 -96
1 1024 2.493 -177.6 -164 -160 -164
1 1024 2.493 -164.8 -152 -140 -132
1 1024 2.493 -115.2 -108 -96 -84
1 1024 2.493 -187.2 -172 -168 -168
1 1024 2.493 -152 -140 -128 -116
1 1024 2.493 -184 -168 -156 -144
1 1024 2.493 -184 -168 -164 -164
1 1024 2.493 -183.2 -168 -160 -160
1 1024 2.493 -148 -136 -120 -128
1 1024 2.493 -145.6 -136 -124 -120
1 1024 2.493 -164.8 -152 -140 -148
1 1024 2.493 -166.4 -152 -148 -136
1 1024 2.493 -174.4 -160 -148 -140
1 1024 2.493 -184 -168 -156 -156
1 1024 2.493 -164 -152 -144 -144
1 1024 2.493 -172.8 -160 -156 -152
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -188 -172 -164 -156
1 1024 2.493 -121.6 -112 -76 -52
1 1024 2.493 -127.2 -116 -76 -56
1 1024 2.493 -140 -128 -96 -84
1 1024 2.493 -200.8 -184 -184 -184
1 1024 2.493 -183.2 -168 -160 -152
1 1024 2.493 -146.4 -136 -128 -124
1 1024 2.493 -179.2 -164 -152 -152
1 1024 2.493 -138.4 -128 -112 -104
1 1024 2.493 -129.6 -120 -100 -96
1 1024 2.493 -188 -172 -172 -168
1 1024 2.493 -192.8 -176 -168 -172
1 1024 2.493 -168 -156 -152 -152
1 1024 2.493 -182.4 -168 -164 -164
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -118.4 -112 -116 -108
1 1024 2.493 -182.4 -168 -172 -168
1 1024 2.493 -179.2 -164 -152 -156
1 1024 2.493 -192 -176 -172 -172
1 1024 2.493 -160.8 -148 -132 -128
1 1024 2.493 -141.6 -128 -88 -76
1 1024 2.493 -169.6 -156 -144 -140
1 1024 2.493 -200.8 -184 -184 -184
1 1024 2.493 -139.2 -128 -108 -76
1 1024 2.493 -156.8 -144 -124 -116
1 1024 2.493 -169.6 -156 -152 -144
1 1024 2.493 -202.4 -184 -176 -180
1 1024 2.493 -153.6 -140 -112 -80
1 1024 2.493 -159.2 -148 -140 -144
1 1024 2.493 -128 -120 -108 -92
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -124 -116 -100 -92
1 1024 2.493 -150.4 -140 -136 -136
1 1024 2.493 -192.8 -176 -168 -168
1 1024 2.493 -139.2 -128 -116 -92
1 1024 2.493 -179.2 -164 -152 -144
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -191.2 -176 -176 -176
1 1024 2.493 -188 -172 -172 -168
1 1024 2.493 -177.6 -164 -160 -164
1 1024 2.493 -200.8 -184 -184 -188
1 1024 2.493 -174.4 -160 -156 -148
1 1024 2.493 -131.2 -120 -100 -80
1 1024 2.493 -206.4 -188 -184 -184
1 1024 2.493 -179.2 -164 -152 -160
1 1024 2.493 -134.4 -124 -104 -84
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -188.8 -172 -160 -148
1 1024 2.493 -191.2 -176 -176 -176
1 1024 2.493 -148 -136 -128 -120
1 1024 2.493 -120.8 -112 -80 -92
1 1024 2.493 -206.4 -188 -184 -184
1 1024 2.493 -112.8 -104 -72 -56
1 1024 2.493 -116.8 -108 -80 -60
1 1024 2.493 -168 -156 -152 -152
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -159.2 -148 -140 -128
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -187.2 -172 -168 -168
1 1024 2.493 -164.8 -152 -140 -136
1 1024 2.493 -92 -88 -64 -32
1 1024 2.493 -104.8 -100 -76 -68
1 1024 2.493 -121.6 -112 -84 -84
1 1024 2.493 -173.6 -160 -152 -152
1 1024 2.493 -164.8 -152 -140 -144
1 1024 2.493 -188.8 -172 -160 -152
1 1024 2.493 -192 -176 -172 -168
1 1024 2.493 -192.8 -176 -168 -168
1 1024 2.493 -202.4 -184 -176 -180
1 1024 2.493 -183.2 -168 -160 -160
1 1024 2.493 -144.8 -132 -116 -92
1 1024 2.493 -122.4 -116 -100 -80
1 1024 2.493 -120 -112 -84 -104
1 1024 2.493 -121.6 -112 -76 -104
1 1024 2.493 -160.8 -148 -132 -120
1 1024 2.493 -142.4 -132 -112 -100
1 1024 2.493 -170.4 -156 -148 -136
1 1024 2.493 -178.4 -164 -156 -156
1 1024 2.493 -127.2 -120 -104 -84
1 1024 2.493 -169.6 -156 -144 -136
1 1024 2.493 -151.2 -140 -124 -104
1 1024 2.493 -169.6 -156 -144 -136
1 1024 2.493 -182.4 -168 -164 -164
1 1024 2.493 -179.2 -164 -168 -164
1 1024 2.493 -183.2 -168 -160 -156
1 1024 2.493 -147.2 -136 -124 -116
1 1024 2.493 -141.6 -132 -132 -128
1 1024 2.493 -155.2 -144 -132 -128
1 1024 2.493 -169.6 -156 -144 -136
1 1024 2.493 -108 -100 -76 -56
1 1024 2.493 -196.8 -180 -176 -172
1 1024 2.493 -164.8 -152 -140 -148
1 1024 2.493 -161.6 -148 -128 -132
1 1024 2.493 -164.8 -152 -140 -144
1 1024 2.493 -124.8 -116 -96 -72
1 1024 2.493 -177.6 -164 -160 -164
1 1024 2.493 -179.2 -164 -152 -156
1 1024 2.493 -122.4 -112 -96 -68
1 1024 2.493 -120 -112 -84 -56
1 1024 2.493 -156 -144 -128 -132
1 1024 2.493 -178.4 -164 -156 -144
1 1024 2.493 -144.8 -132 -100 -96
1 1024 2.493 -140 -128 -96 -92
1 1024 2.493 -148 -136 -112 -96
1 1024 2.493 -180 -164 -148 -140
1 1024 2.493 -192 -176 -172 -168
1 1024 2.493 -144 -132 -128 -112
1 1024 2.493 -152 -140 -136 -116
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -164 -152 -152 -156
1 1024 2.493 -160 -148 -136 -132
1 1024 2.493 -163.2 -152 -148 -152
1 1024 2.493 -135.2 -124 -100 -80
1 1024 2.493 -156 -144 -128 -144
1 1024 2.493 -173.6 -160 -152 -156
1 1024 2.493 -172 -160 -160 -160
1 1024 2.493 -165.6 -152 -144 -144
1 1024 2.493 -173.6 -160 -152 -152
1 1024 2.493 -168 -156 -152 -156
1 1024 2.493 -179.2 -164 -152 -144
1 1024 2.493 -149.6 -136 -112 -112
1 1024 2.493 -149.6 -136 -112 -112
1 1024 2.493 -149.6 -136 -112 -112
1 1024 2.493 -149.6 -136 -112 -112
1 1024 2.493 -149.6 -136 -112 -112
1 1024 2.493 -184 -168 -156 -152
1 1024 2.493 -187.2 -172 -168 -168
1 1024 2.493 -116 -108 -92 -56
1 1024 2.493 -155.2 -144 -132 -120
1 1024 2.493 -148.8 -136 -124 -108
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -144.8 -132 -116 -112
1 1024 2.493 -220 -200 -200 -200
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -183.2 -168 -160 -164
1 1024 2.493 -141.6 -132 -116 -112
1 1024 2.493 -124 -116 -92 -80
1 1024 2.493 -197.6 -180 -172 -172
1 1024 2.493 -200.8 -184 -184 -184
1 1024 2.493 -177.6 -164 -160 -160
1 1024 2.493 -145.6 -132 -112 -92
1 1024 2.493 -145.6 -132 -112 -92
1 1024 2.493 -158.4 -144 -116 -100
1 1024 2.493 -200.8 -184 -184 -184
1 1024 2.493 -138.4 -128 -104 -120
1 1024 2.493 -179.2 -164 -168 -160
1 1024 2.493 -177.6 -164 -160 -160
1 1024 2.493 -192 -176 -172 -168
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -172 -156 -140 -148
1 1024 2.493 -165.6 -152 -144 -140
1 1024 2.493 -144.8 -132 -100 -92
1 1024 2.493 -163.2 -148 -120 -116
1 1024 2.493 -181.6 -168 -168 -172
1 1024 2.493 -156.8 -144 -124 -120
1 1024 2.493 -147.2 -136 -124 -96
1 1024 2.493 -192.8 -176 -168 -172
1 1024 2.493 -164.8 -152 -140 -136
1 1024 2.493 -158.4 -144 -124 -124
1 1024 2.493 -168.8 -156 -148 -156
1 1024 2.493 -163.2 -152 -148 -148
1 1024 2.493 -180 -164 -148 -156
1 1024 2.493 -180 -164 -148 -156
1 1024 2.493 -156.8 -144 -124 -108
1 1024 2.493 -169.6 -156 -144 -144
1 1024 2.493 -151.2 -140 -124 -124
1 1024 2.493 -156 -144 -128 -124
1 1024 2.493 -198.4 -180 -168 -176
1 1024 2.493 -152.8 -140 -124 -124
1 1024 2.493 -122.4 -112 -80 -68
1 1024 2.493 -124.8 -116 -88 -72
1 1024 2.493 -179.2 -164 -152 -160
1 1024 2.493 -120.8 -112 -96 -76
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -191.2 -176 -176 -176
1 1024 2.493 -168 -156 -152 -156
1 1024 2.493 -180.8 -164 -144 -156
1 1024 2.493 -158.4 -144 -116 -116
1 1024 2.493 -172 -160 -160 -160
1 1024 2.493 -166.4 -152 -148 -144
1 1024 2.493 -140 -128 -120 -100
1 1024 2.493 -188 -172 -172 -168
1 1024 2.493 -191.2 -176 -176 -176
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -192.8 -176 -168 -160
1 1024 2.493 -192.8 -176 -168 -160
1 1024 2.493 -179.2 -164 -152 -152
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -179.2 -164 -152 -160
1 1024 2.493 -202.4 -184 -176 -168
1 1024 2.493 -206.4 -188 -184 -184
1 1024 2.493 -192.8 -176 -168 -168
1 1024 2.493 -151.2 -140 -124 -112
1 1024 2.493 -179.2 -164 -152 -136
1 1024 2.493 -181.6 -168 -168 -172
1 1024 2.493 -200.8 -184 -184 -184
1 1024 2.493 -120.8 -112 -80 -52
1 1024 2.493 -120 -112 -92 -68
1 1024 2.493 -125.6 -116 -100 -72
1 1024 2.493 -98.4 -92 -60 -36
1 1024 2.493 -123.2 -112 -76 -56
1 1024 2.493 -155.2 -144 -132 -120
1 1024 2.493 -156 -144 -128 -120
1 1024 2.493 -178.4 -164 -164 -160
1 1024 2.493 -156 -144 -136 -120
1 1024 2.493 -125.6 -116 -92 -60
1 1024 2.493 -177.6 -164 -160 -164
1 1024 2.493 -206.4 -188 -184 -184
1 1024 2.493 -168.8 -156 -156 -152
1 1024 2.493 -183.2 -168 -160 -156
1 1024 2.493 -191.2 -176 -176 -176
1 1024 2.493 -173.6 -160 -152 -148
1 1024 2.493 -220 -200 -200 -200
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -122.4 -112 -80 -84
1 1024 2.493 -117.6 -108 -76 -60
1 1024 2.493 -99.2 -92 -48 -28
1 1024 2.493 -102.4 -96 -60 -40
1 1024 2.493 -149.6 -140 -132 -120
1 1024 2.493 -179.2 -164 -160 -152
1 1024 2.493 -183.2 -168 -160 -152
1 1024 2.493 -187.2 -172 -168 -160
1 1024 2.493 -187.2 -172 -168 -168
1 1024 2.493 -103.2 -96 -64 -36
1 1024 2.493 -86.4 -80 -36 -20
1 1024 2.493 -105.6 -100 -72 -52
1 1024 2.493 -107.2 -100 -64 -48
1 1024 2.493 -133.6 -124 -108 -80
1 1024 2.493 -142.4 -132 -112 -104
1 1024 2.493 -139.2 -128 -108 -100
1 1024 2.493 -170.4 -156 -148 -148
1 1024 2.493 -121.6 -112 -76 -64
1 1024 2.493 -125.6 -116 -84 -64
1 1024 2.493 -156 -144 -136 -128
1 1024 2.493 -160 -148 -136 -128
1 1024 2.493 -169.6 -156 -144 -144
1 1024 2.493 -156.8 -144 -132 -120
1 1024 2.493 -112 -104 -76 -56
1 1024 2.493 -144.8 -136 -128 -132
1 1024 2.493 -129.6 -120 -100 -92
1 1024 2.493 -91.2 -84 -48 -24
1 1024 2.493 -179.2 -164 -152 -144
1 1024 2.493 -96.8 -92 -68 -60
1 1024 2.493 -116 -108 -84 -64
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -151.2 -140 -148 -140
1 1024 2.493 -160 -148 -152 -144
1 1024 2.493 -155.2 -144 -132 -116
1 1024 2.493 -187.2 -172 -168 -168
1 1024 2.493 -156.8 -144 -124 -116
1 1024 2.493 -147.2 -136 -124 -104
1 1024 2.493 -160.8 -148 -132 -124
1 1024 2.493 -168.8 -156 -156 -156
1 1024 2.493 -144.8 -132 -116 -104
1 1024 2.493 -193.6 -176 -172 -172
1 1024 2.493 -140.8 -128 -108 -108
1 1024 2.493 -140.8 -128 -108 -108
1 1024 2.493 -140.8 -128 -108 -108
1 1024 2.493 -127.2 -116 -84 -80
1 1024 2.493 -158.4 -144 -116 -108
1 1024 2.493 -148.8 -136 -108 -100
1 1024 2.493 -132.8 -124 -104 -84
1 1024 2.493 -110.4 -104 -84 -64
1 1024 2.493 -111.2 -104 -80 -72
1 1024 2.493 -131.2 -120 -92 -72
1 1024 2.493 -134.4 -124 -104 -92
1 1024 2.493 -129.6 -120 -124 -124
1 1024 2.493 -165.6 -152 -144 -144
1 1024 2.493 -220 -200 -200 -200
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -220 -200 -200 -200
1 1024 2.493 -112 -104 -84 -100
1 1024 2.493 -142.4 -132 -120 -124
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -188 -172 -164 -160
1 1024 2.493 -206.4 -188 -184 -184
1 1024 2.493 -206.4 -188 -184 -184
1 1024 2.493 -183.2 -168 -160 -152
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -174.4 -160 -156 -156
1 1024 2.493 -164.8 -152 -148 -148
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -173.6 -160 -152 -148
1 1024 2.493 -181.6 -168 -168 -172
1 1024 2.493 -161.6 -148 -128 -136
1 1024 2.493 -170.4 -156 -148 -148
1 1024 2.493 -159.2 -148 -148 -148
1 1024 2.493 -160.8 -148 -132 -132
1 1024 2.493 -174.4 -160 -156 -152
1 1024 2.493 -188 -172 -164 -164
1 1024 2.493 -179.2 -164 -152 -156
1 1024 2.493 -177.6 -164 -160 -152
1 1024 2.493 -187.2 -172 -168 -172
1 1024 2.493 -137.6 -128 -116 -120
1 1024 2.493 -192.8 -176 -168 -172
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -183.2 -168 -160 -152
1 1024 2.493 -196.8 -180 -176 -176
1 1024 2.493 -160.8 -148 -132 -128
1 1024 2.493 -220 -200 -200 -200
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -165.6 -152 -136 -132
1 1024 2.493 -168.8 -156 -156 -152
1 1024 2.493 -191.2 -176 -176 -176
1 1024 2.493 -191.2 -176 -176 -180
1 1024 2.493 -159.2 -148 -148 -140
1 1024 2.493 -174.4 -160 -148 -132
1 1024 2.493 -147.2 -136 -116 -104
1 1024 2.493 -140.8 -128 -100 -72
1 1024 2.493 -173.6 -160 -152 -152
1 1024 2.493 -134.4 -124 -104 -100
1 1024 2.493 -168.8 -156 -148 -140
1 1024 2.493 -161.6 -148 -136 -104
1 1024 2.493 -155.2 -144 -132 -128
1 1024 2.493 -151.2 -140 -124 -108
1 1024 2.493 -173.6 -160 -152 -144
1 1024 2.493 -164.8 -152 -140 -136
1 1024 2.493 -210.4 -192 -192 -192
1 1024 2.493 -200.8 -184 -184 -184
1 1024 2.493 -102.4 -96 -76 -32
1 1024 2.493 -103.2 -96 -72 -36
1 1024 2.493 -103.2 -96 -72 -36
1 1024 2.493 -112 -104 -84 -56
1 1024 2.493 -156 -144 -128 -128
1 1024 2.493 -174.4 -160 -148 -144
1 1024 2.493 -165.6 -152 -136 -124
1 1024 2.493 -135.2 -124 -116 -104
1 1024 2.493 -138.4 -128 -112 -100
1 1024 2.493 -160.8 -148 -132 -144
1 1024 2.493 -183.2 -168 -160 -164
1 1024 2.493 -147.2 -136 -116 -120
