J: 3.54914 1.11232 0 0 
nth temperature m m2 m4 ms e sp_h 
1 1.355 0.997942 0.995941 0.992104 0.00392359 -219.075 0.0528283 
1 1.355 0.997824 0.995707 0.991641 0.00398413 -219.027 0.053575 
1 1.36 0.997788 0.995638 0.991518 0.00423434 -219.008 0.0568225 
1 1.36 0.99786 0.99578 0.99179 0.00406326 -219.047 0.0526532 
1 1.365 0.997856 0.995771 0.991769 0.00397094 -219.035 0.0537464 
1 1.365 0.99782 0.995699 0.991624 0.00394781 -219.018 0.0534454 
1 1.37 0.9977 0.995461 0.99116 0.00408686 -218.961 0.0558792 
1 1.37 0.997662 0.995389 0.99103 0.00436305 -218.952 0.0577933 
1 1.375 0.997764 0.99559 0.991421 0.00417457 -218.997 0.0554684 
1 1.375 0.997516 0.995102 0.990476 0.00467707 -218.891 0.0603737 
1 1.38 0.997604 0.995277 0.990817 0.00455211 -218.937 0.0573566 
1 1.38 0.997444 0.994962 0.990207 0.00486571 -218.868 0.0616001 
1 1.385 0.997456 0.994984 0.990248 0.00476015 -218.87 0.06081 
1 1.385 0.997562 0.995191 0.990644 0.00444304 -218.909 0.0584409 
1 1.39 0.9974 0.994873 0.990027 0.00475683 -218.84 0.0609229 
1 1.39 0.997364 0.994803 0.989897 0.00492169 -218.837 0.0610416 
1 1.395 0.997494 0.995061 0.990399 0.00474838 -218.886 0.0595272 
1 1.395 0.997342 0.99476 0.989812 0.00493298 -218.811 0.0635046 
1 1.4 0.99734 0.994756 0.989805 0.00492889 -218.815 0.0627077 
1 1.4 0.997216 0.994515 0.989347 0.00534924 -218.763 0.0663749 
1 1.405 0.997336 0.994748 0.98979 0.00492122 -218.817 0.0614708 
1 1.405 0.997224 0.994531 0.989382 0.00537892 -218.777 0.0654705 
1 1.41 0.997112 0.99431 0.988952 0.00553046 -218.729 0.0663582 
1 1.41 0.997032 0.994151 0.988637 0.00553695 -218.696 0.0676736 
1 1.415 0.9971 0.994286 0.988904 0.0054947 -218.724 0.0663723 
1 1.415 0.997052 0.994188 0.988702 0.00534483 -218.687 0.0681386 
1 1.42 0.997058 0.994203 0.988738 0.00548343 -218.689 0.0688998 
1 1.42 0.99694 0.993972 0.988296 0.00580256 -218.644 0.0720366 
1 1.425 0.997006 0.994101 0.988543 0.00559972 -218.684 0.0664945 
1 1.425 0.996854 0.993802 0.987967 0.00592159 -218.611 0.0713193 
1 1.43 0.996756 0.993613 0.987613 0.00634661 -218.571 0.0738574 
1 1.43 0.996722 0.993543 0.987467 0.00617725 -218.554 0.0744139 
1 1.435 0.996686 0.993469 0.98731 0.00597752 -218.533 0.0729232 
1 1.435 0.996668 0.993438 0.987268 0.00636221 -218.533 0.0737348 
1 1.44 0.996652 0.993408 0.987217 0.00647159 -218.531 0.07619 
1 1.44 0.996576 0.99325 0.986881 0.00602474 -218.477 0.0744614 
1 1.445 0.996586 0.993274 0.986942 0.00627714 -218.498 0.074734 
1 1.445 0.996398 0.992911 0.986261 0.00704952 -218.422 0.0813595 
1 1.45 0.99626 0.99264 0.985742 0.0073443 -218.374 0.0829691 
1 1.45 0.996324 0.992763 0.985967 0.00700186 -218.378 0.082669 
1 1.455 0.996318 0.992758 0.985976 0.00742838 -218.392 0.08179 
1 1.455 0.996394 0.992895 0.9862 0.00643277 -218.399 0.0786105 
1 1.46 0.9962 0.992516 0.985478 0.00696164 -218.325 0.0814373 
1 1.46 0.996222 0.992564 0.985585 0.00721142 -218.344 0.0824042 
1 1.465 0.995974 0.992073 0.984626 0.00743695 -218.235 0.086346 
1 1.465 0.99619 0.992503 0.985473 0.00737228 -218.329 0.0829095 
1 1.47 0.99599 0.992113 0.984734 0.0079755 -218.255 0.0866323 
1 1.47 0.99602 0.99217 0.984837 0.0077714 -218.267 0.0866581 
1 1.475 0.995914 0.991954 0.984393 0.00742946 -218.202 0.0851799 
1 1.475 0.995968 0.992059 0.984591 0.00723952 -218.215 0.0865346 
1 1.48 0.995862 0.991855 0.984209 0.00766196 -218.184 0.0875791 
1 1.48 0.995816 0.991769 0.984064 0.00810366 -218.181 0.0894628 
1 1.485 0.995664 0.991473 0.983499 0.00850095 -218.127 0.0898893 
1 1.485 0.995664 0.991464 0.98345 0.00790297 -218.103 0.0889175 
1 1.49 0.995702 0.991546 0.983634 0.0082931 -218.126 0.0914123 
1 1.49 0.995626 0.991392 0.983322 0.00813612 -218.092 0.0901187 
1 1.495 0.99544 0.991027 0.982619 0.00846598 -218.003 0.0947057 
1 1.495 0.995458 0.991065 0.982698 0.00857594 -218.019 0.0930421 
1 1.5 0.995322 0.990805 0.982222 0.00928509 -217.987 0.0958018 
1 1.5 0.995398 0.990946 0.982468 0.00861744 -217.992 0.0951328 
1 1.505 0.99525 0.990664 0.981951 0.0094005 -217.956 0.0970476 
1 1.505 0.995242 0.990638 0.981866 0.00873099 -217.938 0.0945715 
1 1.51 0.994812 0.989802 0.980281 0.00999501 -217.761 0.105635 
1 1.51 0.9951 0.990374 0.981406 0.00991722 -217.901 0.0996229 
1 1.515 0.994936 0.990045 0.980747 0.00969742 -217.795 0.104465 
1 1.515 0.995028 0.990219 0.98106 0.00911942 -217.834 0.0985758 
1 1.52 0.994992 0.990172 0.981044 0.0107026 -217.855 0.101825 
1 1.52 0.994894 0.989963 0.980595 0.009819 -217.798 0.10277 
1 1.525 0.994654 0.989492 0.979685 0.0101836 -217.688 0.107331 
1 1.525 0.994884 0.989947 0.980574 0.0100083 -217.79 0.104978 
1 1.53 0.994638 0.989461 0.979626 0.0102228 -217.676 0.106643 
1 1.53 0.9946 0.989387 0.979484 0.0102876 -217.674 0.106801 
1 1.535 0.994344 0.988896 0.978577 0.0114508 -217.58 0.112613 
1 1.535 0.994526 0.98924 0.979199 0.0103189 -217.635 0.107216 
1 1.54 0.994348 0.9889 0.978577 0.0112036 -217.599 0.10962 
1 1.54 0.994464 0.989115 0.978946 0.0101658 -217.612 0.10644 
1 1.545 0.994348 0.988896 0.978552 0.0108618 -217.568 0.111548 
1 1.545 0.994364 0.988921 0.978576 0.0104075 -217.578 0.106244 
1 1.55 0.994028 0.988274 0.977369 0.0117481 -217.449 0.113636 
1 1.55 0.994372 0.988943 0.978642 0.0107771 -217.583 0.110064 
1 1.555 0.993778 0.987785 0.976435 0.0122422 -217.34 0.116543 
1 1.555 0.993856 0.987942 0.976752 0.0123789 -217.392 0.116511 
1 1.56 0.993826 0.98788 0.976624 0.0122001 -217.36 0.118177 
1 1.56 0.99362 0.987474 0.975834 0.012401 -217.274 0.120288 
1 1.565 0.993634 0.987499 0.975874 0.0121504 -217.284 0.118988 
1 1.565 0.993534 0.987301 0.975487 0.0122013 -217.23 0.122431 
1 1.57 0.993406 0.987051 0.975012 0.012484 -217.177 0.122438 
1 1.57 0.993496 0.98723 0.975367 0.0124903 -217.215 0.124736 
1 1.575 0.993378 0.987004 0.974944 0.0129339 -217.183 0.123867 
1 1.575 0.993244 0.986734 0.974402 0.0127007 -217.12 0.124749 
1 1.58 0.99328 0.986815 0.974594 0.0132836 -217.136 0.126888 
1 1.58 0.993058 0.986382 0.973769 0.0137626 -217.052 0.130886 
1 1.585 0.993348 0.986939 0.9748 0.012537 -217.156 0.121794 
1 1.585 0.99311 0.986479 0.973938 0.0133456 -217.072 0.126522 
1 1.59 0.992896 0.986071 0.973192 0.0143807 -217.002 0.129571 
1 1.59 0.993062 0.986381 0.973733 0.0131059 -217.037 0.126275 
1 1.595 0.992868 0.986013 0.97307 0.0141501 -216.976 0.132119 
1 1.595 0.99312 0.986491 0.973934 0.0127665 -217.042 0.125009 
1 1.6 0.992648 0.98558 0.97223 0.0143468 -216.888 0.132516 
1 1.6 0.992738 0.985769 0.972637 0.0150015 -216.938 0.135261 
1 1.605 0.99248 0.985254 0.971616 0.0147744 -216.845 0.132384 
1 1.605 0.992422 0.985132 0.971357 0.0143834 -216.799 0.134304 
1 1.61 0.992494 0.985277 0.971646 0.0144211 -216.818 0.135354 
1 1.61 0.992312 0.984924 0.970986 0.0149922 -216.763 0.137451 
1 1.615 0.99194 0.984207 0.96965 0.0162524 -216.605 0.148234 
1 1.615 0.992104 0.984512 0.970175 0.0149383 -216.654 0.140997 
1 1.62 0.991896 0.984122 0.969485 0.0163016 -216.597 0.144443 
1 1.62 0.992018 0.984349 0.969881 0.0154079 -216.629 0.13978 
1 1.625 0.99173 0.983793 0.968837 0.0162687 -216.51 0.146109 
1 1.625 0.991724 0.983793 0.968883 0.0170233 -216.535 0.148462 
1 1.63 0.991454 0.983262 0.967853 0.0172151 -216.426 0.148641 
1 1.63 0.991724 0.983785 0.968841 0.0164753 -216.535 0.144696 
1 1.635 0.991272 0.982903 0.967152 0.0172809 -216.365 0.14593 
1 1.635 0.991198 0.98277 0.966941 0.0181189 -216.345 0.152386 
1 1.64 0.99108 0.98252 0.966401 0.0171289 -216.266 0.150567 
1 1.64 0.991306 0.982964 0.967255 0.0168521 -216.342 0.149424 
1 1.645 0.991038 0.982454 0.966322 0.0181084 -216.271 0.147474 
1 1.645 0.991114 0.9826 0.966596 0.0177969 -216.283 0.153419 
1 1.65 0.990794 0.98197 0.965376 0.0179982 -216.144 0.156912 
1 1.65 0.990952 0.982271 0.965929 0.0173026 -216.218 0.151167 
1 1.655 0.990618 0.98164 0.964783 0.0190657 -216.106 0.154366 
1 1.655 0.990596 0.981614 0.964789 0.0201453 -216.091 0.163091 
1 1.66 0.99046 0.981319 0.964138 0.0185463 -216.024 0.158712 
1 1.66 0.990394 0.981189 0.963879 0.0185786 -215.975 0.158574 
1 1.665 0.990536 0.981463 0.964404 0.0181305 -216.03 0.160013 
1 1.665 0.989778 0.979999 0.961658 0.0203454 -215.755 0.168714 
1 1.67 0.989948 0.980331 0.96229 0.0200238 -215.819 0.164254 
1 1.67 0.989992 0.980407 0.962403 0.0193485 -215.804 0.164433 
1 1.675 0.989986 0.980412 0.962471 0.0202889 -215.83 0.168897 
1 1.675 0.989782 0.980016 0.961718 0.0207542 -215.742 0.169146 
1 1.68 0.989512 0.979482 0.960683 0.0207192 -215.632 0.173784 
