sizes temp ene 
10 2.8 -124.868 
10 2.8 -124.517 
10 2.8 -124.339 
10 2.8 -124.796 
10 2.8 -125.794 
10 2.8 -124.574 
10 2.8 -124.634 
10 2.8 -125.47 
10 2.8 -124.799 
10 2.8 -124.935 
10 2.8 -124.363 
10 2.8 -124.022 
10 2.8 -124.94 
10 2.8 -125.018 
10 2.8 -125.397 
10 2.8 -124.7 
10 2.8 -124.981 
10 2.8 -124.496 
10 2.8 -123.602 
10 2.8 -124.568 
10 2.8 -123.981 
10 2.8 -124.249 
10 2.8 -124.286 
10 2.8 -124.756 
10 2.8 -125.533 
10 2.805 -124.132 
10 2.805 -123.804 
10 2.805 -123.902 
10 2.805 -124.366 
10 2.805 -124.201 
10 2.805 -124.767 
10 2.805 -124.054 
10 2.805 -123.978 
10 2.805 -124.509 
10 2.805 -124.622 
10 2.805 -124.316 
10 2.805 -124.255 
10 2.805 -123.378 
10 2.805 -122.407 
10 2.805 -123.955 
10 2.805 -123.798 
10 2.805 -124.426 
10 2.805 -124.731 
10 2.805 -123.394 
10 2.805 -124.314 
10 2.805 -123.95 
10 2.805 -124.518 
10 2.805 -125.057 
10 2.805 -124.43 
10 2.805 -123.721 
10 2.81 -123.41 
10 2.81 -124.4 
10 2.81 -123.138 
10 2.81 -123.525 
10 2.81 -123.813 
10 2.81 -123.018 
10 2.81 -123.919 
10 2.81 -122.554 
10 2.81 -123.922 
10 2.81 -124.314 
10 2.81 -124.032 
10 2.81 -123.566 
10 2.81 -123.287 
10 2.81 -122.592 
10 2.81 -123.891 
10 2.81 -125.158 
10 2.81 -123.803 
10 2.81 -123.837 
10 2.81 -122.395 
10 2.81 -123.529 
10 2.81 -122.942 
10 2.81 -123.914 
10 2.81 -123.776 
10 2.81 -124.781 
10 2.81 -123.695 
10 2.815 -122.474 
10 2.815 -123.028 
10 2.815 -122.236 
10 2.815 -123.076 
10 2.815 -123.469 
10 2.815 -123.558 
10 2.815 -123.227 
10 2.815 -122.773 
10 2.815 -122.805 
10 2.815 -122.554 
10 2.815 -122.679 
10 2.815 -123.486 
10 2.815 -122.049 
10 2.815 -123.06 
10 2.815 -123.289 
10 2.815 -123.107 
10 2.815 -122.664 
10 2.815 -122.564 
10 2.815 -122.879 
10 2.815 -123.69 
10 2.815 -122.448 
10 2.815 -123.891 
10 2.815 -123.19 
10 2.815 -122.819 
10 2.815 -123.457 
10 2.82 -122.084 
10 2.82 -122.545 
10 2.82 -122.505 
10 2.82 -123.03 
10 2.82 -123.147 
10 2.82 -122.96 
10 2.82 -122.883 
10 2.82 -122.476 
10 2.82 -123.01 
10 2.82 -122.561 
10 2.82 -122.191 
10 2.82 -122.092 
10 2.82 -122.53 
10 2.82 -122.335 
10 2.82 -122.349 
10 2.82 -122.896 
10 2.82 -122.777 
10 2.82 -122.674 
10 2.82 -122.895 
10 2.82 -122.197 
10 2.82 -122.201 
10 2.82 -122.616 
10 2.82 -122.506 
10 2.82 -122.009 
10 2.82 -122.814 
10 2.825 -121.687 
10 2.825 -121.793 
10 2.825 -121.73 
10 2.825 -121.484 
10 2.825 -121.573 
10 2.825 -121.992 
10 2.825 -120.919 
10 2.825 -121.462 
10 2.825 -122.342 
10 2.825 -122.441 
10 2.825 -122.104 
10 2.825 -122.14 
10 2.825 -121.086 
10 2.825 -122.625 
10 2.825 -122.139 
10 2.825 -121.834 
10 2.825 -121.553 
10 2.825 -121.907 
10 2.825 -121.272 
10 2.825 -122.014 
10 2.825 -121.29 
10 2.825 -122.605 
10 2.825 -121.335 
10 2.825 -123.273 
10 2.825 -120.653 
10 2.83 -121.766 
10 2.83 -121.126 
10 2.83 -121.544 
10 2.83 -120.899 
10 2.83 -121.36 
10 2.83 -121.711 
10 2.83 -120.887 
10 2.83 -120.646 
10 2.83 -122.12 
10 2.83 -121.161 
10 2.83 -120.677 
10 2.83 -121.146 
10 2.83 -121.07 
10 2.83 -121.339 
10 2.83 -121.343 
10 2.83 -121.87 
10 2.83 -121.718 
10 2.83 -121.821 
10 2.83 -120.982 
10 2.83 -121.544 
10 2.83 -120.69 
10 2.83 -120.438 
10 2.83 -121.003 
10 2.83 -121.889 
10 2.83 -122.103 
10 2.835 -121.476 
10 2.835 -121.12 
10 2.835 -120.555 
10 2.835 -120.878 
10 2.835 -120.934 
10 2.835 -119.976 
10 2.835 -120.088 
10 2.835 -121.34 
10 2.835 -121.157 
10 2.835 -121.302 
10 2.835 -120.982 
10 2.835 -120.896 
10 2.835 -121.191 
10 2.835 -120.871 
10 2.835 -120.792 
10 2.835 -120.744 
10 2.835 -121.041 
10 2.835 -122.007 
10 2.835 -120.667 
10 2.835 -120.087 
10 2.835 -120.362 
10 2.835 -120.845 
10 2.835 -122.256 
10 2.835 -120.465 
10 2.835 -121.342 
10 2.84 -120.725 
10 2.84 -120.556 
10 2.84 -120.436 
10 2.84 -121.001 
10 2.84 -120.662 
10 2.84 -121.554 
10 2.84 -120.955 
10 2.84 -120.128 
10 2.84 -119.95 
10 2.84 -120.945 
10 2.84 -120.353 
10 2.84 -120.556 
10 2.84 -119.903 
10 2.84 -120.063 
10 2.84 -119.875 
10 2.84 -119.897 
10 2.84 -118.278 
10 2.84 -120.204 
10 2.84 -119.734 
10 2.84 -120.399 
10 2.84 -120.844 
10 2.84 -120.305 
10 2.84 -121.055 
10 2.84 -119.791 
10 2.84 -120.667 
10 2.845 -119.127 
10 2.845 -120.49 
10 2.845 -119.744 
10 2.845 -119.066 
10 2.845 -119.817 
10 2.845 -119.597 
10 2.845 -119.79 
10 2.845 -119.618 
10 2.845 -119.67 
10 2.845 -119.294 
10 2.845 -120.029 
10 2.845 -119.173 
10 2.845 -120.043 
10 2.845 -119.471 
10 2.845 -121.079 
10 2.845 -119.67 
10 2.845 -120.33 
10 2.845 -119.896 
10 2.845 -119.663 
