J: 8.10466 1.21803 -0.0729108 -0.0112726 
nth step2 temperature e 
3 2048 1.5 -215.156 
3 2048 1.5 -215.574 
3 2048 1.5 -215.413 
3 2048 1.5 -215.163 
3 2048 1.5 -215.296 
3 2048 1.5 -215.293 
3 2048 1.5 -215.235 
3 2048 1.5 -215.475 
3 2048 1.5 -215.136 
3 2048 1.5 -215.316 
3 2048 1.5 -215.373 
3 2048 1.5 -215.325 
3 2048 1.5 -215.459 
3 2048 1.5 -215.391 
3 2048 1.5 -215.24 
3 2048 1.5 -215.304 
3 2048 1.5 -215.067 
3 2048 1.5 -215.186 
3 2048 1.5 -215.108 
3 2048 1.5 -215.499 
3 2048 1.5 -215.188 
3 2048 1.5 -215.388 
3 2048 1.5 -215.104 
3 2048 1.5 -215.476 
3 2048 1.5 -215.384 
3 2048 1.505 -215.059 
3 2048 1.505 -215.128 
3 2048 1.505 -215.168 
3 2048 1.505 -215.333 
3 2048 1.505 -214.841 
3 2048 1.505 -215.254 
3 2048 1.505 -215.37 
3 2048 1.505 -215.366 
3 2048 1.505 -215.15 
3 2048 1.505 -215.207 
3 2048 1.505 -215.097 
3 2048 1.505 -215.357 
3 2048 1.505 -215.446 
3 2048 1.505 -215.239 
3 2048 1.505 -215.214 
3 2048 1.505 -215.18 
3 2048 1.505 -215.2 
3 2048 1.505 -215.079 
3 2048 1.505 -215.094 
3 2048 1.505 -215.047 
3 2048 1.505 -215.367 
3 2048 1.505 -215.173 
3 2048 1.505 -215.41 
3 2048 1.505 -215.092 
3 2048 1.505 -215.309 
3 2048 1.51 -215.061 
3 2048 1.51 -214.845 
3 2048 1.51 -215.245 
3 2048 1.51 -214.921 
3 2048 1.51 -215.304 
3 2048 1.51 -215.158 
3 2048 1.51 -215.312 
3 2048 1.51 -214.822 
3 2048 1.51 -215.16 
3 2048 1.51 -215.151 
3 2048 1.51 -215.309 
3 2048 1.51 -215.071 
3 2048 1.51 -214.884 
3 2048 1.51 -215.116 
3 2048 1.51 -214.967 
3 2048 1.51 -215.082 
3 2048 1.51 -215.094 
3 2048 1.51 -215.134 
3 2048 1.51 -214.886 
3 2048 1.51 -214.952 
3 2048 1.51 -215.172 
3 2048 1.51 -214.959 
3 2048 1.51 -215.122 
3 2048 1.51 -214.981 
3 2048 1.51 -215.113 
3 2048 1.515 -215.067 
3 2048 1.515 -214.798 
3 2048 1.515 -214.953 
3 2048 1.515 -214.97 
3 2048 1.515 -215.007 
3 2048 1.515 -215.172 
3 2048 1.515 -214.788 
3 2048 1.515 -214.691 
3 2048 1.515 -215.037 
3 2048 1.515 -214.974 
3 2048 1.515 -214.802 
3 2048 1.515 -214.7 
3 2048 1.515 -215.12 
3 2048 1.515 -215.102 
3 2048 1.515 -215.297 
3 2048 1.515 -215.193 
3 2048 1.515 -215.192 
3 2048 1.515 -214.764 
3 2048 1.515 -215.077 
3 2048 1.515 -215.379 
3 2048 1.515 -214.987 
3 2048 1.515 -214.977 
3 2048 1.515 -214.802 
3 2048 1.515 -215.016 
3 2048 1.515 -214.965 
3 2048 1.52 -215.045 
3 2048 1.52 -215.07 
3 2048 1.52 -214.779 
3 2048 1.52 -214.93 
3 2048 1.52 -215.01 
3 2048 1.52 -214.754 
3 2048 1.52 -214.795 
3 2048 1.52 -214.746 
3 2048 1.52 -214.702 
3 2048 1.52 -214.588 
3 2048 1.52 -215.064 
3 2048 1.52 -214.926 
3 2048 1.52 -214.813 
3 2048 1.52 -214.816 
3 2048 1.52 -214.798 
3 2048 1.52 -214.895 
3 2048 1.52 -214.959 
3 2048 1.52 -214.791 
3 2048 1.52 -214.566 
3 2048 1.52 -214.906 
3 2048 1.52 -214.747 
3 2048 1.52 -215.08 
3 2048 1.52 -214.881 
3 2048 1.52 -214.625 
3 2048 1.52 -215.041 
3 2048 1.525 -214.603 
3 2048 1.525 -214.612 
3 2048 1.525 -214.946 
3 2048 1.525 -214.97 
3 2048 1.525 -214.608 
3 2048 1.525 -214.973 
3 2048 1.525 -214.526 
3 2048 1.525 -214.975 
3 2048 1.525 -214.856 
3 2048 1.525 -214.663 
3 2048 1.525 -215.059 
3 2048 1.525 -214.677 
3 2048 1.525 -215.02 
3 2048 1.525 -215.034 
3 2048 1.525 -214.798 
3 2048 1.525 -214.617 
3 2048 1.525 -215.255 
3 2048 1.525 -214.691 
3 2048 1.525 -214.618 
3 2048 1.525 -214.786 
3 2048 1.525 -214.912 
3 2048 1.525 -214.659 
3 2048 1.525 -214.909 
3 2048 1.525 -214.666 
3 2048 1.525 -214.873 
3 2048 1.53 -214.79 
3 2048 1.53 -214.641 
3 2048 1.53 -214.539 
3 2048 1.53 -214.979 
3 2048 1.53 -214.741 
3 2048 1.53 -214.921 
3 2048 1.53 -214.94 
3 2048 1.53 -214.43 
3 2048 1.53 -214.406 
3 2048 1.53 -214.233 
3 2048 1.53 -214.746 
3 2048 1.53 -214.935 
3 2048 1.53 -214.437 
3 2048 1.53 -214.574 
3 2048 1.53 -214.521 
3 2048 1.53 -214.66 
3 2048 1.53 -214.721 
3 2048 1.53 -214.869 
3 2048 1.53 -214.545 
3 2048 1.53 -214.807 
3 2048 1.53 -214.946 
3 2048 1.53 -214.626 
3 2048 1.53 -214.711 
3 2048 1.53 -214.79 
3 2048 1.53 -214.488 
3 2048 1.535 -214.562 
3 2048 1.535 -214.397 
3 2048 1.535 -214.559 
3 2048 1.535 -214.789 
3 2048 1.535 -214.488 
3 2048 1.535 -214.679 
3 2048 1.535 -214.78 
3 2048 1.535 -214.493 
3 2048 1.535 -214.395 
3 2048 1.535 -214.772 
3 2048 1.535 -214.613 
3 2048 1.535 -214.402 
3 2048 1.535 -214.847 
3 2048 1.535 -214.466 
3 2048 1.535 -214.677 
3 2048 1.535 -214.564 
3 2048 1.535 -214.448 
3 2048 1.535 -214.546 
3 2048 1.535 -214.642 
3 2048 1.535 -214.537 
3 2048 1.535 -214.639 
3 2048 1.535 -214.951 
3 2048 1.535 -214.502 
3 2048 1.535 -214.631 
3 2048 1.535 -214.767 
3 2048 1.54 -214.387 
3 2048 1.54 -214.093 
3 2048 1.54 -214.709 
3 2048 1.54 -214.569 
3 2048 1.54 -214.431 
3 2048 1.54 -214.491 
3 2048 1.54 -214.452 
3 2048 1.54 -214.42 
3 2048 1.54 -214.331 
3 2048 1.54 -214.335 
3 2048 1.54 -214.366 
3 2048 1.54 -214.586 
3 2048 1.54 -214.234 
3 2048 1.54 -214.384 
3 2048 1.54 -214.608 
3 2048 1.54 -214.487 
3 2048 1.54 -214.135 
3 2048 1.54 -214.445 
3 2048 1.54 -214.656 
3 2048 1.54 -214.314 
3 2048 1.54 -214.582 
3 2048 1.54 -214.704 
3 2048 1.54 -214.261 
3 2048 1.54 -214.608 
3 2048 1.54 -214.484 
3 2048 1.545 -214.178 
3 2048 1.545 -214.688 
3 2048 1.545 -214.195 
3 2048 1.545 -214.518 
3 2048 1.545 -214.491 
3 2048 1.545 -214.316 
3 2048 1.545 -214.329 
3 2048 1.545 -214.238 
3 2048 1.545 -214.214 
3 2048 1.545 -214.592 
3 2048 1.545 -214.224 
3 2048 1.545 -214.591 
3 2048 1.545 -214.503 
3 2048 1.545 -214.306 
3 2048 1.545 -214.352 
3 2048 1.545 -214.021 
3 2048 1.545 -214.209 
3 2048 1.545 -214.267 
3 2048 1.545 -214.431 
3 2048 1.545 -214.397 
3 2048 1.545 -214.323 
3 2048 1.545 -214.162 
3 2048 1.545 -214.325 
3 2048 1.545 -214.347 
3 2048 1.545 -214.318 
3 2048 1.55 -213.956 
3 2048 1.55 -214.094 
3 2048 1.55 -214.391 
3 2048 1.55 -213.968 
3 2048 1.55 -214.089 
3 2048 1.55 -214.066 
3 2048 1.55 -214.166 
3 2048 1.55 -214.13 
3 2048 1.55 -214.268 
3 2048 1.55 -214.272 
3 2048 1.55 -214.337 
3 2048 1.55 -214.228 
3 2048 1.55 -214.177 
3 2048 1.55 -213.949 
3 2048 1.55 -214.379 
3 2048 1.55 -214.177 
3 2048 1.55 -214.484 
3 2048 1.55 -214.27 
3 2048 1.55 -214.139 
3 2048 1.55 -214.405 
3 2048 1.55 -214.346 
3 2048 1.55 -214.366 
3 2048 1.55 -214.452 
3 2048 1.55 -214.423 
3 2048 1.55 -214.053 
3 2048 1.555 -214.104 
3 2048 1.555 -214.251 
3 2048 1.555 -214.239 
3 2048 1.555 -214.339 
3 2048 1.555 -214.139 
3 2048 1.555 -214.066 
3 2048 1.555 -214.005 
3 2048 1.555 -213.9 
3 2048 1.555 -214.091 
3 2048 1.555 -214.112 
3 2048 1.555 -214.266 
3 2048 1.555 -214.113 
3 2048 1.555 -214.262 
3 2048 1.555 -213.928 
3 2048 1.555 -214.296 
3 2048 1.555 -214.279 
3 2048 1.555 -214.158 
3 2048 1.555 -214.181 
3 2048 1.555 -213.998 
3 2048 1.555 -214.116 
3 2048 1.555 -213.716 
3 2048 1.555 -214.084 
3 2048 1.555 -214.043 
3 2048 1.555 -213.949 
3 2048 1.555 -214.146 
3 2048 1.56 -213.746 
3 2048 1.56 -214.236 
3 2048 1.56 -214.293 
3 2048 1.56 -213.791 
3 2048 1.56 -214.053 
3 2048 1.56 -214.044 
3 2048 1.56 -214.152 
3 2048 1.56 -213.827 
3 2048 1.56 -213.845 
3 2048 1.56 -213.986 
3 2048 1.56 -213.797 
3 2048 1.56 -213.821 
3 2048 1.56 -213.697 
3 2048 1.56 -213.922 
3 2048 1.56 -214.259 
3 2048 1.56 -214.058 
3 2048 1.56 -214.116 
3 2048 1.56 -214.133 
3 2048 1.56 -213.69 
3 2048 1.56 -214.086 
3 2048 1.56 -213.917 
3 2048 1.56 -213.903 
3 2048 1.56 -213.946 
3 2048 1.56 -214.141 
3 2048 1.56 -214.271 
3 2048 1.565 -213.796 
3 2048 1.565 -213.777 
3 2048 1.565 -213.84 
3 2048 1.565 -213.844 
3 2048 1.565 -214.244 
3 2048 1.565 -213.815 
3 2048 1.565 -214.075 
3 2048 1.565 -213.686 
3 2048 1.565 -213.839 
3 2048 1.565 -213.932 
3 2048 1.565 -213.844 
3 2048 1.565 -213.654 
3 2048 1.565 -213.931 
3 2048 1.565 -213.915 
3 2048 1.565 -213.83 
3 2048 1.565 -213.549 
3 2048 1.565 -213.8 
3 2048 1.565 -213.476 
3 2048 1.565 -213.902 
3 2048 1.565 -214.05 
3 2048 1.565 -214.085 
3 2048 1.565 -213.991 
3 2048 1.565 -214.105 
3 2048 1.565 -213.8 
3 2048 1.565 -214.052 
3 2048 1.57 -213.988 
3 2048 1.57 -213.888 
3 2048 1.57 -213.645 
3 2048 1.57 -213.729 
3 2048 1.57 -213.772 
3 2048 1.57 -213.821 
3 2048 1.57 -213.965 
3 2048 1.57 -213.888 
3 2048 1.57 -213.591 
3 2048 1.57 -213.675 
3 2048 1.57 -213.543 
3 2048 1.57 -213.735 
3 2048 1.57 -214.189 
3 2048 1.57 -213.679 
3 2048 1.57 -213.643 
3 2048 1.57 -213.908 
3 2048 1.57 -213.752 
3 2048 1.57 -213.814 
3 2048 1.57 -213.834 
3 2048 1.57 -213.863 
3 2048 1.57 -213.908 
3 2048 1.57 -214.025 
3 2048 1.57 -213.738 
3 2048 1.57 -213.902 
3 2048 1.57 -213.633 
3 2048 1.575 -213.934 
3 2048 1.575 -213.857 
3 2048 1.575 -213.325 
3 2048 1.575 -213.843 
3 2048 1.575 -213.435 
3 2048 1.575 -213.724 
3 2048 1.575 -213.514 
3 2048 1.575 -213.469 
