sizes temp ene 
10 3.31 -88.3862 
10 3.31 -88.2626 
10 3.31 -88.4078 
10 3.31 -88.887 
10 3.315 -88.0978 
10 3.315 -88.0614 
10 3.315 -88.241 
10 3.315 -88.1754 
10 3.315 -87.6105 
10 3.315 -87.7901 
10 3.315 -88.4528 
10 3.315 -87.8882 
10 3.315 -87.4651 
10 3.315 -87.948 
10 3.315 -88.0725 
10 3.315 -88.2468 
10 3.315 -87.8877 
10 3.315 -87.915 
10 3.315 -88.2802 
10 3.315 -88.3566 
10 3.315 -88.2306 
10 3.315 -88.4721 
10 3.315 -88.1131 
10 3.315 -88.2421 
10 3.315 -88.4386 
10 3.315 -87.8646 
10 3.315 -88.3778 
10 3.315 -87.7994 
10 3.315 -88.0237 
10 3.32 -88.3056 
10 3.32 -87.9302 
10 3.32 -87.5554 
10 3.32 -87.772 
10 3.32 -88.2147 
10 3.32 -88.293 
10 3.32 -87.7008 
10 3.32 -87.7085 
10 3.32 -87.9972 
10 3.32 -87.2063 
10 3.32 -87.4238 
10 3.32 -87.6175 
10 3.32 -88.0612 
10 3.32 -87.7254 
10 3.32 -88.0094 
10 3.32 -87.452 
10 3.32 -87.8473 
10 3.32 -87.7006 
10 3.32 -87.4908 
10 3.32 -88.2147 
10 3.32 -87.5838 
10 3.32 -88.0265 
10 3.32 -87.3586 
10 3.32 -87.5437 
10 3.32 -87.8678 
10 3.325 -87.6256 
10 3.325 -87.5835 
10 3.325 -87.3909 
10 3.325 -87.7226 
10 3.325 -87.0369 
10 3.325 -87.672 
10 3.325 -87.8983 
10 3.325 -87.8364 
10 3.325 -88.2499 
10 3.325 -87.6622 
10 3.325 -87.4643 
10 3.325 -87.8993 
10 3.325 -88.0914 
10 3.325 -87.6321 
10 3.325 -87.8937 
10 3.325 -87.9657 
10 3.325 -87.7789 
10 3.325 -87.3462 
10 3.325 -87.7563 
10 3.325 -87.7654 
10 3.325 -87.797 
10 3.325 -88.0865 
10 3.325 -87.9659 
10 3.325 -87.7274 
10 3.325 -86.9528 
10 3.33 -87.5189 
10 3.33 -87.3857 
10 3.33 -87.7075 
10 3.33 -87.936 
10 3.33 -87.5634 
10 3.33 -87.3084 
10 3.33 -87.2346 
10 3.33 -87.1418 
10 3.33 -87.4677 
10 3.33 -87.751 
10 3.33 -87.5026 
10 3.33 -87.5391 
10 3.33 -87.0042 
10 3.33 -87.6327 
10 3.33 -87.1852 
10 3.33 -87.1854 
10 3.33 -87.3762 
10 3.33 -87.2601 
10 3.33 -87.5498 
10 3.33 -87.1855 
10 3.33 -87.3439 
10 3.33 -87.2824 
10 3.33 -86.664 
10 3.33 -87.3184 
10 3.33 -87.3802 
10 3.335 -87.3669 
10 3.335 -87.4583 
10 3.335 -87.2231 
