sizes temp ene 
10 2.25 -192.025 
10 2.25 -191.596 
10 2.25 -192.013 
10 2.25 -192.393 
10 2.25 -191.534 
10 2.25 -192.316 
10 2.25 -192.459 
10 2.25 -191.803 
10 2.25 -192.396 
10 2.25 -191.416 
10 2.25 -191.759 
10 2.25 -191.493 
10 2.25 -191.985 
10 2.25 -191.418 
10 2.25 -191.759 
10 2.25 -192.214 
10 2.25 -191.935 
10 2.25 -192.251 
10 2.25 -191.107 
10 2.25 -192.022 
10 2.25 -191.829 
10 2.25 -191.949 
10 2.25 -192.526 
10 2.25 -191.855 
10 2.25 -191.952 
10 2.255 -191.507 
10 2.255 -192.136 
10 2.255 -191.639 
10 2.255 -190.959 
10 2.255 -191.747 
10 2.255 -191.623 
10 2.255 -191.901 
10 2.255 -191.636 
10 2.255 -191.128 
10 2.255 -191.308 
10 2.255 -191.814 
10 2.255 -192.069 
10 2.255 -191.599 
10 2.255 -191.68 
10 2.255 -191.394 
10 2.255 -191.356 
10 2.255 -191.349 
10 2.255 -191.493 
10 2.255 -191.292 
10 2.255 -192.115 
10 2.255 -190.909 
10 2.255 -191.383 
10 2.255 -191.659 
10 2.255 -191.784 
10 2.255 -191.288 
10 2.26 -190.927 
10 2.26 -190.933 
10 2.26 -191.366 
10 2.26 -190.943 
10 2.26 -191.558 
10 2.26 -191.655 
10 2.26 -191.297 
10 2.26 -191.304 
10 2.26 -190.838 
10 2.26 -191.065 
10 2.26 -191.151 
10 2.26 -191.309 
10 2.26 -191.013 
10 2.26 -191.276 
10 2.26 -191.428 
10 2.26 -190.763 
10 2.26 -191.352 
10 2.26 -190.64 
10 2.26 -191.308 
10 2.26 -191.218 
10 2.26 -191.341 
10 2.26 -191.112 
10 2.26 -191.425 
10 2.26 -190.978 
10 2.26 -190.698 
10 2.265 -190.875 
10 2.265 -190.396 
10 2.265 -190.835 
10 2.265 -190.207 
10 2.265 -190.327 
10 2.265 -191.178 
10 2.265 -190.727 
10 2.265 -190.744 
10 2.265 -190.407 
10 2.265 -191.596 
10 2.265 -190.766 
10 2.265 -191.337 
10 2.265 -190.934 
10 2.265 -190.277 
10 2.265 -190.443 
10 2.265 -190.759 
10 2.265 -190.403 
10 2.265 -190.029 
10 2.265 -190.764 
10 2.265 -190.254 
10 2.265 -190.417 
10 2.265 -190.633 
10 2.265 -190.208 
10 2.265 -190.508 
10 2.265 -191.141 
10 2.27 -191.08 
10 2.27 -189.97 
10 2.27 -190.544 
10 2.27 -189.812 
10 2.27 -190.622 
10 2.27 -190.134 
10 2.27 -189.794 
10 2.27 -189.91 
10 2.27 -190.31 
10 2.27 -190.328 
10 2.27 -190.721 
10 2.27 -190.396 
10 2.27 -190.22 
10 2.27 -191.168 
10 2.27 -190.416 
10 2.27 -190.373 
10 2.27 -190.027 
10 2.27 -190.288 
10 2.27 -190.628 
10 2.27 -190.523 
10 2.27 -190.662 
10 2.27 -190.59 
10 2.27 -190.793 
10 2.27 -190.321 
10 2.27 -190.462 
10 2.275 -189.911 
10 2.275 -189.509 
10 2.275 -190.262 
10 2.275 -189.651 
10 2.275 -190.016 
10 2.275 -190.1 
10 2.275 -190.1 
10 2.275 -189.413 
10 2.275 -189.494 
10 2.275 -189.443 
10 2.275 -189.663 
10 2.275 -189.778 
10 2.275 -189.585 
10 2.275 -189.869 
10 2.275 -189.815 
10 2.275 -189.842 
10 2.275 -189.702 
10 2.275 -190.096 
10 2.275 -189.916 
10 2.275 -189.676 
10 2.275 -189.636 
10 2.275 -189.543 
10 2.275 -189.467 
10 2.275 -190.771 
10 2.275 -190.06 
10 2.28 -189.611 
10 2.28 -189.308 
10 2.28 -190.346 
10 2.28 -189.572 
10 2.28 -189.306 
10 2.28 -189.652 
10 2.28 -189.238 
10 2.28 -189.485 
10 2.28 -189.985 
10 2.28 -189.771 
10 2.28 -189.991 
10 2.28 -189.325 
10 2.28 -189.49 
10 2.28 -190.076 
10 2.28 -189.285 
10 2.28 -189.62 
10 2.28 -189.85 
10 2.28 -190.197 
10 2.28 -189.59 
10 2.28 -189.229 
10 2.28 -188.626 
10 2.28 -189.026 
10 2.28 -189.614 
10 2.28 -189.064 
10 2.28 -190.078 
10 2.285 -188.496 
10 2.285 -189.402 
10 2.285 -188.965 
10 2.285 -189.398 
10 2.285 -189.443 
10 2.285 -188.93 
10 2.285 -189.179 
10 2.285 -189.388 
10 2.285 -189.386 
10 2.285 -189.457 
10 2.285 -188.245 
10 2.285 -188.657 
10 2.285 -188.721 
10 2.285 -189.287 
10 2.285 -188.756 
10 2.285 -188.985 
10 2.285 -188.854 
10 2.285 -189.173 
10 2.285 -188.914 
10 2.285 -189.371 
10 2.285 -188.857 
10 2.285 -188.813 
10 2.285 -188.985 
10 2.285 -189.783 
10 2.285 -189.447 
10 2.29 -188.476 
10 2.29 -188.143 
10 2.29 -188.959 
10 2.29 -188.582 
10 2.29 -188.588 
10 2.29 -188.716 
10 2.29 -188.316 
10 2.29 -188.531 
10 2.29 -188.39 
10 2.29 -188.44 
10 2.29 -188.95 
10 2.29 -188.409 
10 2.29 -188.764 
10 2.29 -188.41 
10 2.29 -188.224 
10 2.29 -187.806 
10 2.29 -188.928 
10 2.29 -187.961 
10 2.29 -188.665 
10 2.29 -188.507 
10 2.29 -188.528 
10 2.29 -188.449 
10 2.29 -188.748 
10 2.29 -188.951 
10 2.29 -188.949 
10 2.295 -187.918 
10 2.295 -187.814 
10 2.295 -188.497 
10 2.295 -188.419 
10 2.295 -187.796 
10 2.295 -188.559 
10 2.295 -188.687 
10 2.295 -188.381 
10 2.295 -187.943 
10 2.295 -188.327 
10 2.295 -188.41 
10 2.295 -188.272 
10 2.295 -187.889 
10 2.295 -187.677 
10 2.295 -188.203 
10 2.295 -188.103 
10 2.295 -188.083 
10 2.295 -187.827 
10 2.295 -188.247 
10 2.295 -187.987 
10 2.295 -187.976 
10 2.295 -188.468 
10 2.295 -188.222 
10 2.295 -188.135 
10 2.295 -187.763 
10 2.3 -187.754 
10 2.3 -187.623 
10 2.3 -187.643 
10 2.3 -187.94 
10 2.3 -187.933 
10 2.3 -187.47 
10 2.3 -187.62 
10 2.3 -187.358 
10 2.3 -187.502 
10 2.3 -187.003 
10 2.3 -187.405 
10 2.3 -187.472 
10 2.3 -187.516 
10 2.3 -188.05 
10 2.3 -187.862 
10 2.3 -187.042 
10 2.3 -187.548 
10 2.3 -188.311 
10 2.3 -188.068 
10 2.3 -188.031 
10 2.3 -188.037 
10 2.3 -187.805 
10 2.3 -187.641 
10 2.3 -187.84 
10 2.3 -187.395 
10 2.305 -187.143 
10 2.305 -187.078 
10 2.305 -187.285 
10 2.305 -187.37 
10 2.305 -187.346 
10 2.305 -187.682 
10 2.305 -187.212 
10 2.305 -187.466 
10 2.305 -187.299 
10 2.305 -187.501 
10 2.305 -186.852 
10 2.305 -186.599 
10 2.305 -187.298 
10 2.305 -187.176 
10 2.305 -187.428 
10 2.305 -187.29 
10 2.305 -187.235 
10 2.305 -187.219 
10 2.305 -187.216 
10 2.305 -187.094 
10 2.305 -187.18 
10 2.305 -187.49 
10 2.305 -187.353 
10 2.305 -187.415 
10 2.305 -187.368 
10 2.31 -186.698 
10 2.31 -187.08 
10 2.31 -186.47 
10 2.31 -186.461 
10 2.31 -186.69 
10 2.31 -186.869 
10 2.31 -186.681 
10 2.31 -186.917 
10 2.31 -187.489 
10 2.31 -186.979 
10 2.31 -187.133 
10 2.31 -186.144 
10 2.31 -186.866 
10 2.31 -186.874 
10 2.31 -186.555 
10 2.31 -186.645 
10 2.31 -186.475 
10 2.31 -186.605 
10 2.31 -186.94 
10 2.31 -186.272 
10 2.31 -186.663 
10 2.31 -186.816 
10 2.31 -187.116 
10 2.31 -186.849 
10 2.31 -186.36 
10 2.315 -186.167 
10 2.315 -185.805 
10 2.315 -186.094 
10 2.315 -186.695 
10 2.315 -186.507 
10 2.315 -186.578 
10 2.315 -185.874 
10 2.315 -185.946 
10 2.315 -185.978 
10 2.315 -185.904 
10 2.315 -186.683 
10 2.315 -186.491 
10 2.315 -186.144 
10 2.315 -186.414 
10 2.315 -186.267 
10 2.315 -186.518 
10 2.315 -186.789 
10 2.315 -186.037 
10 2.315 -186.411 
10 2.315 -186.821 
10 2.315 -186.406 
10 2.315 -186.296 
10 2.315 -186.615 
10 2.315 -186.198 
10 2.315 -186.362 
10 2.32 -186.322 
10 2.32 -185.539 
10 2.32 -186.39 
10 2.32 -185.797 
10 2.32 -186.284 
10 2.32 -185.596 
10 2.32 -185.94 
10 2.32 -185.935 
10 2.32 -185.708 
10 2.32 -185.613 
10 2.32 -185.444 
10 2.32 -186.147 
10 2.32 -186.193 
10 2.32 -186.133 
10 2.32 -185.685 
10 2.32 -185.226 
10 2.32 -186.083 
10 2.32 -185.109 
10 2.32 -186.165 
10 2.32 -185.995 
10 2.32 -185.934 
10 2.32 -186.125 
10 2.32 -186.14 
10 2.32 -185.659 
10 2.32 -186.209 
10 2.325 -185.342 
10 2.325 -185.748 
10 2.325 -185.002 
10 2.325 -185.379 
10 2.325 -185.145 
10 2.325 -185.025 
10 2.325 -185.439 
10 2.325 -185.868 
10 2.325 -185.461 
10 2.325 -184.994 
10 2.325 -185.388 
10 2.325 -185.72 
10 2.325 -184.65 
