J: 10.4818 1.25732 -0.0956006 -0.0128134 
nth step2 temperature e 
3 4096 1.5 -218.042 
3 4096 1.5 -217.893 
3 4096 1.5 -217.85 
3 4096 1.5 -218.022 
3 4096 1.5 -217.938 
3 4096 1.5 -218.044 
3 4096 1.5 -217.956 
3 4096 1.5 -218.082 
3 4096 1.5 -218.011 
3 4096 1.5 -218.148 
3 4096 1.5 -218.027 
3 4096 1.5 -217.781 
3 4096 1.5 -217.91 
3 4096 1.5 -218.105 
3 4096 1.5 -218.131 
3 4096 1.5 -217.98 
3 4096 1.5 -218.021 
3 4096 1.5 -218.1 
3 4096 1.5 -217.933 
3 4096 1.5 -217.942 
3 4096 1.5 -217.9 
3 4096 1.5 -218.108 
3 4096 1.5 -217.995 
3 4096 1.5 -218.043 
3 4096 1.5 -217.997 
3 4096 1.505 -218.061 
3 4096 1.505 -218.066 
3 4096 1.505 -217.786 
3 4096 1.505 -217.963 
3 4096 1.505 -217.77 
3 4096 1.505 -218.054 
3 4096 1.505 -218.151 
3 4096 1.505 -218.066 
3 4096 1.505 -217.833 
3 4096 1.505 -217.836 
3 4096 1.505 -218.039 
3 4096 1.505 -218.073 
3 4096 1.505 -217.772 
3 4096 1.505 -217.901 
3 4096 1.505 -217.988 
3 4096 1.505 -218.069 
3 4096 1.505 -217.739 
3 4096 1.505 -218.099 
3 4096 1.505 -218.097 
3 4096 1.505 -217.821 
3 4096 1.505 -218.163 
3 4096 1.505 -217.779 
3 4096 1.505 -218.075 
3 4096 1.505 -217.928 
3 4096 1.505 -217.856 
3 4096 1.51 -217.929 
3 4096 1.51 -218.002 
3 4096 1.51 -217.805 
3 4096 1.51 -217.985 
3 4096 1.51 -217.8 
3 4096 1.51 -217.727 
3 4096 1.51 -217.929 
3 4096 1.51 -217.876 
3 4096 1.51 -217.933 
3 4096 1.51 -217.862 
3 4096 1.51 -217.949 
3 4096 1.51 -218.044 
3 4096 1.51 -217.873 
3 4096 1.51 -217.721 
3 4096 1.51 -218.14 
3 4096 1.51 -217.971 
3 4096 1.51 -217.766 
3 4096 1.51 -218.038 
3 4096 1.51 -217.939 
3 4096 1.51 -217.928 
3 4096 1.51 -217.718 
3 4096 1.51 -217.947 
3 4096 1.51 -217.936 
3 4096 1.51 -217.668 
3 4096 1.51 -218.026 
3 4096 1.515 -217.822 
3 4096 1.515 -218.027 
3 4096 1.515 -217.782 
3 4096 1.515 -217.806 
3 4096 1.515 -217.942 
3 4096 1.515 -217.912 
3 4096 1.515 -217.701 
3 4096 1.515 -217.775 
3 4096 1.515 -218.016 
3 4096 1.515 -218.042 
3 4096 1.515 -217.871 
3 4096 1.515 -217.788 
3 4096 1.515 -217.861 
3 4096 1.515 -218.1 
3 4096 1.515 -218.053 
3 4096 1.515 -217.874 
3 4096 1.515 -217.893 
3 4096 1.515 -217.955 
3 4096 1.515 -217.79 
3 4096 1.515 -218.008 
3 4096 1.515 -217.969 
3 4096 1.515 -217.799 
3 4096 1.515 -218.014 
3 4096 1.515 -217.976 
3 4096 1.515 -217.884 
3 4096 1.52 -217.88 
3 4096 1.52 -217.829 
3 4096 1.52 -217.728 
3 4096 1.52 -217.828 
3 4096 1.52 -217.929 
3 4096 1.52 -217.952 
3 4096 1.52 -217.738 
3 4096 1.52 -217.839 
3 4096 1.52 -217.947 
3 4096 1.52 -217.825 
3 4096 1.52 -217.806 
3 4096 1.52 -217.781 
3 4096 1.52 -217.712 
3 4096 1.52 -217.826 
3 4096 1.52 -217.861 
3 4096 1.52 -217.899 
3 4096 1.52 -217.796 
3 4096 1.52 -217.762 
3 4096 1.52 -217.763 
3 4096 1.52 -217.946 
3 4096 1.52 -217.92 
3 4096 1.52 -217.84 
3 4096 1.52 -217.638 
3 4096 1.52 -217.83 
3 4096 1.52 -217.949 
3 4096 1.525 -217.864 
3 4096 1.525 -217.676 
3 4096 1.525 -218.029 
3 4096 1.525 -217.877 
3 4096 1.525 -217.694 
3 4096 1.525 -217.631 
3 4096 1.525 -217.632 
3 4096 1.525 -217.961 
3 4096 1.525 -217.774 
3 4096 1.525 -217.712 
3 4096 1.525 -217.685 
3 4096 1.525 -217.739 
3 4096 1.525 -217.698 
3 4096 1.525 -217.803 
3 4096 1.525 -217.755 
3 4096 1.525 -217.655 
3 4096 1.525 -217.498 
3 4096 1.525 -217.662 
3 4096 1.525 -217.977 
3 4096 1.525 -217.558 
3 4096 1.525 -217.778 
3 4096 1.525 -217.943 
3 4096 1.525 -217.689 
3 4096 1.525 -217.484 
3 4096 1.525 -217.648 
3 4096 1.53 -217.775 
3 4096 1.53 -217.692 
3 4096 1.53 -217.985 
3 4096 1.53 -217.676 
3 4096 1.53 -217.815 
3 4096 1.53 -217.663 
3 4096 1.53 -217.664 
3 4096 1.53 -217.857 
3 4096 1.53 -217.904 
3 4096 1.53 -217.668 
3 4096 1.53 -217.831 
3 4096 1.53 -217.789 
3 4096 1.53 -217.592 
3 4096 1.53 -217.594 
3 4096 1.53 -217.735 
3 4096 1.53 -217.778 
3 4096 1.53 -217.66 
3 4096 1.53 -217.772 
3 4096 1.53 -217.517 
3 4096 1.53 -217.649 
