sizes temp ene 
10 2 -206.71 
10 2 -206.942 
10 2 -206.715 
10 2 -206.683 
10 2 -206.6 
10 2 -207.04 
10 2 -206.615 
10 2 -206.846 
10 2 -206.367 
10 2 -207.126 
10 2 -206.627 
10 2 -206.721 
10 2 -206.508 
10 2 -206.606 
10 2 -206.626 
10 2 -206.625 
10 2 -206.799 
10 2 -206.731 
10 2 -206.663 
10 2 -206.761 
10 2 -206.777 
10 2 -206.521 
10 2 -206.972 
10 2 -206.983 
10 2 -206.659 
10 2.005 -206.36 
10 2.005 -206.506 
10 2.005 -206.707 
10 2.005 -206.707 
10 2.005 -206.535 
10 2.005 -206.316 
10 2.005 -206.53 
10 2.005 -206.35 
10 2.005 -206.46 
10 2.005 -206.408 
10 2.005 -206.648 
10 2.005 -206.732 
10 2.005 -206.619 
10 2.005 -205.999 
10 2.005 -206.515 
10 2.005 -206.605 
10 2.005 -206.634 
10 2.005 -206.38 
10 2.005 -206.495 
10 2.005 -206.509 
10 2.005 -206.452 
10 2.005 -206.532 
10 2.005 -206.598 
10 2.005 -206.509 
10 2.005 -206.38 
10 2.01 -206.15 
10 2.01 -206.424 
10 2.01 -206.348 
10 2.01 -206.231 
10 2.01 -206.099 
10 2.01 -206.411 
10 2.01 -206.465 
10 2.01 -205.904 
10 2.01 -206.44 
10 2.01 -206.412 
10 2.01 -206.477 
10 2.01 -206.362 
10 2.01 -206.157 
10 2.01 -206.076 
10 2.01 -206.22 
10 2.01 -206.347 
10 2.01 -206.346 
10 2.01 -206.126 
10 2.01 -206.359 
10 2.01 -206.391 
10 2.01 -206.776 
10 2.01 -206.262 
10 2.01 -206.366 
10 2.01 -206.298 
10 2.01 -206.032 
10 2.015 -206.173 
10 2.015 -205.886 
10 2.015 -205.873 
10 2.015 -206.176 
10 2.015 -206.308 
10 2.015 -206.258 
10 2.015 -205.967 
10 2.015 -206.015 
10 2.015 -206.223 
10 2.015 -206.006 
10 2.015 -206.185 
10 2.015 -205.878 
10 2.015 -206.162 
10 2.015 -205.981 
10 2.015 -206.104 
10 2.015 -206.394 
10 2.015 -206.057 
10 2.015 -205.939 
10 2.015 -206.014 
10 2.015 -206.054 
10 2.015 -206.088 
10 2.015 -206.064 
10 2.015 -206.188 
10 2.015 -206.394 
10 2.015 -206.07 
10 2.02 -205.825 
10 2.02 -205.772 
10 2.02 -205.749 
10 2.02 -205.81 
10 2.02 -206.077 
10 2.02 -206.06 
10 2.02 -206.124 
10 2.02 -205.499 
10 2.02 -206.099 
10 2.02 -205.777 
10 2.02 -205.89 
10 2.02 -206.042 
10 2.02 -206.137 
10 2.02 -205.876 
10 2.02 -205.869 
10 2.02 -205.881 
10 2.02 -205.855 
10 2.02 -205.825 
10 2.02 -205.774 
10 2.02 -205.835 
10 2.02 -205.835 
10 2.02 -205.627 
10 2.02 -205.599 
10 2.02 -205.731 
10 2.02 -205.556 
10 2.025 -205.819 
10 2.025 -205.699 
10 2.025 -205.564 
10 2.025 -205.673 
10 2.025 -205.566 
10 2.025 -205.678 
10 2.025 -205.545 
10 2.025 -205.467 
10 2.025 -205.792 
10 2.025 -205.67 
10 2.025 -205.681 
10 2.025 -205.568 
10 2.025 -205.453 
10 2.025 -205.539 
10 2.025 -205.588 
10 2.025 -205.815 
10 2.025 -205.746 
10 2.025 -205.642 
10 2.025 -205.648 
10 2.025 -205.539 
10 2.025 -205.716 
10 2.025 -205.656 
10 2.025 -205.666 
10 2.025 -205.442 
10 2.025 -205.501 
10 2.03 -205.69 
10 2.03 -205.37 
10 2.03 -205.185 
10 2.03 -205.32 
10 2.03 -205.584 
10 2.03 -204.918 
10 2.03 -205.163 
10 2.03 -205.561 
10 2.03 -205.309 
10 2.03 -205.051 
10 2.03 -205.187 
10 2.03 -205.008 
10 2.03 -205.21 
10 2.03 -205.396 
10 2.03 -205.664 
10 2.03 -205.545 
10 2.03 -205.003 
10 2.03 -205.523 
10 2.03 -205.113 
10 2.03 -205.345 
10 2.03 -205.096 
10 2.03 -205.545 
10 2.03 -205.246 
10 2.03 -205.465 
10 2.03 -205.071 
10 2.035 -205.363 
10 2.035 -204.993 
10 2.035 -204.953 
10 2.035 -205.145 
10 2.035 -205.095 
10 2.035 -205.374 
10 2.035 -205.256 
10 2.035 -205.086 
10 2.035 -205.129 
10 2.035 -204.999 
10 2.035 -205.183 
10 2.035 -205.151 
10 2.035 -205.225 
10 2.035 -205.306 
10 2.035 -205.085 
10 2.035 -205.329 
10 2.035 -204.936 
10 2.035 -205.29 
10 2.035 -205.086 
10 2.035 -205.413 
10 2.035 -205.454 
10 2.035 -205.107 
10 2.035 -204.931 
10 2.035 -205.129 
10 2.035 -205.264 
10 2.04 -204.947 
10 2.04 -204.888 
10 2.04 -205.012 
10 2.04 -204.755 
10 2.04 -205.288 
10 2.04 -204.847 
10 2.04 -204.967 
10 2.04 -205.096 
